Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Spring,FEMALE,15,2.416,133,-0.441,15,Tue,Introductory,2018,0,49,0,1,0,0,1,0
Spring,MALE,7,2.428,85,0.41,16,Tue,Introductory,2020,0,4,1,0,0,0,1,0
Spring,FEMALE,18,3.133,125,-0.867,15,Tue,Introductory,2021,0,47,1,1,0,0,1,0
Spring,MALE,16,3.437,122,0.028,16,Tue,Intermediate,2019,0,21,1,0,1,0,0,1
Spring,FEMALE,17,3.058,128,-0.175,14,Tue,Introductory,2021,0,18,1,1,0,0,0,1
Spring,FEMALE,16,3.769,122,0.087,10,Tue,Introductory,2019,0,14,1,1,0,0,0,1
Spring,MALE,14,2.428,77,0.145,10,Tue,Advanced,2017,0,4,0,0,0,0,0,1
Spring,FEMALE,11,2.545,133,-0.31,11,Tue,Introductory,2019,0,18,1,1,0,0,0,1
Spring,FEMALE,16,3.687,133,-0.073,12,Tue,Introductory,2020,0,24,1,1,0,0,0,1
Spring,MALE,18,2.5,148,-0.5,13,Tue,Intermediate,2018,0,4,0,0,1,0,0,1
Spring,MALE,14,1.928,122,-1.092,14,Tue,Introductory,2019,0,68,1,0,0,0,0,1
Spring,FEMALE,17,2.857,27,0.149,11,Tue,Introductory,2017,1,45,0,1,0,0,0,1
Spring,MALE,14,2.642,124,-0.659,10,Tue,Introductory,2018,0,16,0,1,0,0,0,1
Spring,MALE,12,4,122,0,11,Tue,Introductory,2020,0,28,1,1,0,0,0,1
Spring,FEMALE,17,3.6,137,-0.143,10,Tue,Intermediate,2020,0,3,1,0,0,0,0,1
Spring,MALE,13,2.846,131,-0.341,9,Tue,Intermediate,2018,0,1,0,0,1,0,0,1
Spring,MALE,19,3.631,144,0.223,10,Tue,Graduate,2020,0,46,1,1,0,0,0,1
Spring,FEMALE,17,3.235,150,-0.172,11,Tue,Intermediate,2018,0,7,0,0,0,0,0,1
Spring,FEMALE,13,3.692,125,0.52,12,Tue,Introductory,2018,0,20,0,0,0,0,0,1
Spring,FEMALE,17,3.285,126,0.005,13,Tue,Introductory,2018,0,5,0,0,0,0,0,1
Spring,MALE,20,3.5,123,0.025,13,Tue,Advanced,2018,0,12,0,0,0,0,0,1
Spring,FEMALE,12,3.666,131,0.244,13,Tue,Advanced,2017,0,19,0,0,0,0,0,1
Spring,MALE,10,3.333,133,0.039,12,Tue,Intermediate,2017,0,2,0,0,1,0,0,1
Spring,FEMALE,17,4,133,0.15,13,Tue,Introductory,2020,0,4,1,1,0,0,0,1
Spring,MALE,15,3.2,124,-0.279,12,Tue,Intermediate,2018,0,12,0,0,1,0,0,1
Spring,MALE,16,3.307,125,-0.03,13,Tue,Intermediate,2018,0,6,0,0,1,0,0,1
Spring,MALE,19,4,183,0.027,13,Tue,Intermediate,2018,0,12,0,0,0,0,0,1
Spring,FEMALE,6,0,12,-3,14,Tue,Advanced,2020,0,21,1,0,0,0,0,1
Spring,FEMALE,16,3.75,97,0.458,10,Tue,Introductory,2018,0,19,1,1,0,0,0,1
Spring,FEMALE,19,3.842,166,0.176,11,Tue,Intermediate,2018,0,13,0,1,0,0,0,1
Spring,MALE,12,4,122,0,6,Tue,Introductory,2020,0,28,1,1,0,0,0,1
Spring,FEMALE,13,3.538,128,-0.268,5,Tue,Intermediate,2020,0,12,1,0,1,0,0,1
Spring,FEMALE,16,3.625,133,0.252,6,Tue,Intermediate,2020,0,49,1,0,1,0,0,1
Spring,FEMALE,16,3.187,124,-0.575,1,Wed,Introductory,2019,0,20,1,1,0,0,0,0
Spring,MALE,12,4,27,0,2,Wed,Introductory,2017,1,34,0,1,0,0,0,0
Spring,FEMALE,14,3.714,48,-0.286,3,Wed,Introductory,2020,1,12,1,0,0,0,0,0
Spring,MALE,12,1.25,127,-0.831,4,Wed,Intermediate,2017,0,6,0,0,0,0,0,0
Spring,MALE,18,3.75,143,1.133,5,Wed,Intermediate,2018,0,3,0,0,0,0,0,0
Spring,FEMALE,16,2.615,125,-0.393,6,Wed,Introductory,2020,0,44,1,1,0,0,0,0
Spring,FEMALE,18,3.8,172,0.265,7,Wed,Introductory,2017,0,13,0,1,0,0,0,0
Spring,MALE,13,2.769,122,0.006,7,Wed,Intermediate,2019,0,14,1,0,1,0,0,0
Spring,MALE,13,3.076,86,0.041,8,Wed,Advanced,2017,0,13,0,0,0,0,0,0
Spring,FEMALE,14,3.357,123,-0.319,9,Wed,Advanced,2018,0,21,0,0,0,0,0,0
Spring,FEMALE,15,3.8,123,0.174,10,Wed,Advanced,2017,0,1,0,0,0,0,0,0
Spring,FEMALE,19,3.692,125,0.579,11,Wed,Intermediate,2020,0,8,1,0,0,0,0,0
Spring,FEMALE,13,3.75,142,1.35,11,Wed,Introductory,2018,0,59,0,1,0,0,0,0
Spring,MALE,18,3.333,114,0.046,12,Wed,Intermediate,2017,0,4,0,0,1,0,0,0
Spring,FEMALE,14,3.642,126,-0.358,13,Wed,Introductory,2021,0,20,1,0,0,0,0,0
Spring,FEMALE,15,2.333,122,-0.351,11,Wed,Introductory,2018,0,3,1,0,0,0,0,0
Spring,MALE,14,2,133,-0.59,12,Wed,Introductory,2018,0,31,0,1,0,0,0,0
Spring,MALE,14,2.214,169.02,-0.695,10,Wed,Intermediate,2018,0,34,0,0,1,0,0,0
Spring,MALE,14,4,125,0.165,11,Wed,Advanced,2017,0,4,0,0,0,0,0,0
Spring,MALE,15,2.4,179,-0.215,8,Wed,Intermediate,2018,0,8,0,0,1,0,1,0
Spring,MALE,13,3.307,144,0.511,9,Wed,Intermediate,2018,0,27,0,0,1,0,1,0
Spring,FEMALE,16,4,142,0.312,9,Wed,Introductory,2019,0,35,1,1,0,0,1,0
Spring,MALE,16,3.625,134,0.189,9,Wed,Advanced,2018,0,1,0,0,0,0,1,0
Spring,FEMALE,14,1.875,26,-0.041,9,Wed,Graduate,2018,1,4,1,1,0,0,1,0
Spring,MALE,18,2,126,-0.466,10,Wed,Intermediate,2018,0,4,0,0,1,0,1,0
Spring,MALE,13,2.769,122,0.006,8,Wed,Intermediate,2019,0,14,1,0,1,0,1,0
Spring,MALE,16,3.8,139,0.207,9,Wed,Introductory,2020,0,36,1,1,0,0,1,0
Spring,FEMALE,16,3.625,133,0.252,10,Wed,Intermediate,2020,0,49,1,0,1,0,1,0
Spring,MALE,17,2.705,125,0.305,8,Wed,Intermediate,2017,0,2,0,0,0,0,1,0
Spring,MALE,24,3,126,0.07,4,Wed,Introductory,2020,0,1,1,1,0,0,1,0
Spring,FEMALE,16,3.187,124,-0.575,5,Wed,Introductory,2019,0,20,1,1,0,0,1,0
Spring,MALE,18,3,127,-0.247,6,Wed,Intermediate,2018,0,3,0,0,0,0,1,0
Spring,MALE,16,3.3,27,0.509,7,Wed,Intermediate,2017,1,6,0,0,1,0,1,0
Spring,FEMALE,16,3.769,122,0.087,8,Wed,Introductory,2019,0,14,1,1,0,0,1,0
Spring,MALE,18,2.5,148,-0.5,9,Wed,Intermediate,2018,0,4,0,0,1,0,1,0
Spring,FEMALE,16,3.75,125,-0.067,10,Wed,Intermediate,2019,0,2,1,0,1,0,1,0
Spring,MALE,13,3.571,29,0.771,11,Wed,Intermediate,2018,0,1,1,0,0,0,1,0
Spring,FEMALE,12,3,169,0.274,12,Wed,Intermediate,2018,0,25,0,0,0,0,1,0
Spring,MALE,12,2.25,130,-0.111,13,Wed,Intermediate,2019,0,3,1,0,1,0,1,0
Spring,FEMALE,17,3.8,131,0.481,14,Wed,Intermediate,2018,0,5,0,0,0,0,1,0
Spring,FEMALE,16,3.375,71,0.155,15,Wed,Introductory,2018,1,13,0,0,0,0,1,0
Spring,MALE,13,3.307,144,0.511,16,Wed,Intermediate,2018,0,27,0,0,0,0,1,0
Spring,FEMALE,15,3.8,130,-0.01,17,Wed,Intermediate,2018,0,5,0,0,0,0,1,0
Spring,MALE,16,3.076,63,0.112,16,Wed,Intermediate,2017,0,25,0,0,1,0,1,0
Spring,MALE,12,4,27,0,16,Wed,Introductory,2017,1,34,0,1,0,0,1,0
Spring,MALE,18,2.285,134,-0.371,17,Wed,Introductory,2018,0,11,0,1,0,0,1,0
Spring,FEMALE,12,2,46,-0.516,18,Wed,Intermediate,2018,1,2,0,0,0,0,1,0
Spring,FEMALE,17,2.529,133,-0.35,19,Wed,Introductory,2018,0,42,0,1,0,0,1,0
Spring,FEMALE,20,3.647,82,-0.033,20,Wed,Introductory,2017,0,11,0,0,0,0,1,0
Spring,MALE,15,3.8,126,0.14,21,Wed,Introductory,2020,0,36,1,1,0,0,1,0
Spring,FEMALE,16,3.75,97,0.458,20,Wed,Introductory,2018,0,19,1,1,0,0,1,0
Spring,MALE,15,2.4,136,-0.493,21,Wed,Intermediate,2019,0,18,1,0,0,0,1,0
Spring,MALE,16,3.307,125,-0.03,22,Wed,Intermediate,2018,0,6,0,0,1,0,1,0
Spring,MALE,14,1.928,122,-1.092,23,Wed,Introductory,2019,0,68,1,0,0,0,1,0
Spring,MALE,15,3.2,124,-0.279,23,Wed,Intermediate,2018,0,12,0,0,1,0,1,0
Spring,MALE,14,2.785,108,0.108,24,Wed,Introductory,2021,0,30,1,0,0,0,1,0
Spring,MALE,17,3,148,0.188,25,Wed,Introductory,2018,0,47,0,1,0,0,1,0
Spring,FEMALE,12,3,128,-0.095,26,Wed,Intermediate,2018,0,22,0,0,0,0,1,0
Spring,FEMALE,12,2.75,147,0.223,26,Wed,Intermediate,2020,0,6,1,0,1,0,1,0
Spring,MALE,13,1.769,133,-0.542,27,Wed,Intermediate,2018,0,45,0,0,1,0,1,0
Spring,MALE,16,2.875,141,-0.677,28,Wed,Intermediate,2018,0,6,0,0,1,0,1,0
Spring,FEMALE,15,3.266,126,-0.461,26,Wed,Advanced,2018,0,16,0,0,0,0,1,0
Spring,FEMALE,17,3.176,137,-0.354,27,Wed,Advanced,2018,0,14,0,0,0,0,1,0
Spring,FEMALE,12,2.5,89,-0.817,24,Wed,Introductory,2017,0,47,0,0,0,0,1,0
Spring,MALE,17,3.076,128,-0.147,23,Wed,Intermediate,2020,0,21,1,0,0,0,1,0
Spring,MALE,13,2,156,-1.048,24,Wed,Introductory,2021,0,19,1,1,0,0,1,0
Spring,MALE,12,2.666,133,0.03,17,Wed,Intermediate,2018,0,16,0,0,1,0,1,0
Spring,MALE,18,3.222,132,0.102,18,Wed,Introductory,2018,0,6,0,1,0,0,1,0
Spring,FEMALE,15,2.866,94,0.1,19,Wed,Intermediate,2018,0,1,1,0,0,0,1,0
Spring,FEMALE,16,3.25,130,-0.343,20,Wed,Intermediate,2019,0,9,1,0,1,0,1,0
Spring,FEMALE,16,2.615,125,-0.393,16,Wed,Intermediate,2020,0,44,1,0,0,0,0,1
Spring,FEMALE,18,2.166,122,-1.14,16,Wed,Introductory,2018,0,5,0,0,0,0,0,1
Spring,MALE,16,3.437,122,0.028,16,Wed,Intermediate,2019,0,21,1,0,1,0,0,1
Spring,FEMALE,17,3.294,134,0.08,17,Wed,Intermediate,2018,0,22,0,0,1,0,0,1
Spring,MALE,15,3.111,122,-0.037,18,Wed,Introductory,2019,0,37,1,1,0,0,0,1
Spring,MALE,15,2.6,125,0.076,18,Wed,Intermediate,2019,0,32,1,0,1,0,0,1
Spring,MALE,16,1.75,125,-0.394,15,Wed,Advanced,2018,0,14,0,0,0,0,0,1
Spring,FEMALE,16,2.687,127,-0.217,16,Wed,Introductory,2021,0,18,1,0,0,0,0,1
Spring,MALE,15,2.25,129,-0.789,16,Wed,Intermediate,2020,0,51,1,0,0,0,0,1
Spring,MALE,17,2.882,126,0.032,12,Wed,Intermediate,2020,0,23,1,0,1,0,0,1
Spring,MALE,16,3.25,123,-0.75,13,Wed,Intermediate,2021,0,8,1,0,1,0,0,1
Spring,FEMALE,19,3.105,122,-0.253,12,Wed,Introductory,2018,0,30,0,1,0,0,0,1
Spring,MALE,16,2.714,122,0.071,11,Wed,Intermediate,2020,0,1,1,0,1,0,0,1
Spring,MALE,12,2.666,163,-0.094,12,Wed,Introductory,2017,0,53,1,1,0,0,0,1
Spring,MALE,16,2,91,-0.016,12,Wed,Introductory,2020,0,10,1,1,0,0,0,1
Spring,MALE,16,3.076,63,0.112,11,Wed,Intermediate,2017,0,25,0,0,1,0,0,1
Spring,MALE,14,2.214,169.02,-0.695,12,Wed,Introductory,2018,0,34,0,1,0,0,0,1
Spring,MALE,17,3.411,127,0.129,13,Wed,Intermediate,2020,0,1,1,0,1,0,0,1
Spring,FEMALE,16,3.75,97,0.458,14,Wed,Introductory,2018,0,19,1,1,0,0,0,1
Spring,MALE,13,3.307,144,0.511,12,Wed,Intermediate,2018,0,27,0,0,1,0,0,1
Spring,FEMALE,14,3,62,-0.446,12,Wed,Intermediate,2017,1,1,0,0,0,0,0,1
Spring,FEMALE,11,2.545,133,-0.31,8,Wed,Introductory,2019,0,18,1,1,0,0,0,1
Spring,MALE,15,2.333,78,0.103,8,Wed,Introductory,2021,0,2,1,1,0,0,0,1
Spring,FEMALE,15,3.8,123,-0.066,9,Wed,Introductory,2018,0,52,0,1,0,0,0,1
Spring,MALE,19,3.631,144,0.223,10,Wed,Graduate,2020,0,46,1,1,0,0,0,1
Spring,FEMALE,17,3.571,122,-0.155,10,Wed,Intermediate,2020,0,6,1,0,1,0,0,1
Spring,FEMALE,16,4,122,0,10,Wed,Introductory,2021,0,20,1,1,0,0,0,1
Spring,MALE,14,3,44,0.41,10,Wed,Introductory,2017,1,35,0,1,0,0,0,1
Spring,MALE,18,4,143,0.278,11,Wed,Introductory,2018,0,65,0,1,0,0,0,1
Spring,MALE,15,2.533,133,0.029,1,Thu,Introductory,2018,0,26,0,1,0,0,0,0
Spring,MALE,14,2.428,134,-0.372,2,Thu,Introductory,2018,0,16,0,1,0,0,0,0
Spring,FEMALE,14,3,138,0.412,3,Thu,Introductory,2020,0,20,1,1,0,0,0,0
Spring,MALE,9,3,126,-0.454,4,Thu,Introductory,2021,0,35,1,1,0,0,0,0
Spring,MALE,12,4,122,0,5,Thu,Introductory,2020,0,28,1,1,0,0,0,0
Spring,FEMALE,19,3.105,122,-0.253,6,Thu,Introductory,2018,0,30,0,1,0,0,0,0
Spring,FEMALE,18,2.454,55,-0.296,7,Thu,Introductory,2018,1,1,0,0,0,0,0,0
Spring,FEMALE,17,2.823,0,-0.045,8,Thu,Introductory,2018,0,3,1,0,0,0,0,0
Spring,MALE,14,1.928,122,-1.092,9,Thu,Intermediate,2019,0,68,1,0,0,0,0,0
Spring,MALE,13,3.076,86,0.041,10,Thu,Advanced,2017,0,13,0,0,0,0,0,0
Spring,FEMALE,18,2.555,148,-0.191,9,Thu,Introductory,2017,0,4,0,1,0,0,0,0
Spring,MALE,15,2.533,133,0.029,8,Thu,Advanced,2018,0,26,0,0,0,0,0,0
Spring,MALE,16,3.8,139,0.207,4,Thu,Introductory,2020,0,36,1,1,0,0,0,0
Spring,MALE,14,3.785,143,0.552,5,Thu,Intermediate,2020,0,4,1,1,0,0,0,0
Spring,MALE,17,3.117,132,0.204,5,Thu,Introductory,2020,0,42,1,1,0,0,0,0
Spring,MALE,15,4,156,0.402,6,Thu,Introductory,2019,0,8,1,0,0,0,0,0
Spring,FEMALE,14,3,117,-0.281,6,Thu,Introductory,2018,0,36,0,1,0,0,1,0
Spring,MALE,9,3,126,-0.454,6,Thu,Introductory,2021,0,35,1,1,0,0,1,0
Spring,FEMALE,16,4,142,0.312,7,Thu,Introductory,2019,0,35,1,1,0,0,1,0
Spring,MALE,15,2.6,146,-0.475,8,Thu,Intermediate,2018,0,13,0,1,0,0,1,0
Spring,MALE,18,3.2,122,-0.145,9,Thu,Introductory,2020,0,9,1,1,0,0,1,0
Spring,MALE,14,2,133,-0.59,8,Thu,Introductory,2018,0,31,0,1,0,0,1,0
Spring,MALE,11,3,178,-0.121,7,Thu,Introductory,2021,0,8,1,1,0,0,1,0
Spring,FEMALE,13,2.615,127,-0.866,8,Thu,Introductory,2018,0,2,0,0,0,0,1,0
Spring,MALE,14,1.818,133,-0.922,9,Thu,Intermediate,2018,0,6,0,1,0,0,1,0
Spring,FEMALE,17,3.764,123,-0.136,9,Thu,Introductory,2018,0,20,0,0,0,0,1,0
Spring,MALE,13,2.384,127,-0.374,4,Thu,Intermediate,2019,0,19,1,0,1,0,1,0
Spring,FEMALE,16,3.09,148,0.375,4,Thu,Intermediate,2020,0,5,1,1,0,0,1,0
Spring,MALE,13,4,145,0.616,5,Thu,Introductory,2020,0,20,1,1,0,0,1,0
Spring,FEMALE,13,4,124,0,5,Thu,Introductory,2021,0,9,1,0,0,0,1,0
Spring,MALE,12,3.333,203,-0.403,6,Thu,Introductory,2017,0,30,0,0,0,0,1,0
Spring,MALE,19,3.625,198,0,7,Thu,Advanced,2017,0,2,0,0,0,0,1,0
Spring,MALE,17,3.823,124,0.502,8,Thu,Introductory,2020,0,76,1,1,0,0,1,0
Spring,FEMALE,16,2.937,155,-0.012,9,Thu,Introductory,2020,0,60,1,0,0,0,1,0
Spring,MALE,15,3,120,-0.38,10,Thu,Introductory,2020,0,23,1,1,0,0,1,0
Spring,FEMALE,16,3.375,143,-0.197,9,Thu,Introductory,2021,0,41,1,1,0,0,1,0
Spring,MALE,17,3,148,0.188,10,Thu,Introductory,2018,0,47,0,1,0,0,1,0
Spring,MALE,14,3.2,131,0.245,11,Thu,Advanced,2018,0,48,0,1,0,0,1,0
Spring,FEMALE,17,3.714,122,0.154,12,Thu,Introductory,2020,0,16,1,1,0,0,1,0
Spring,FEMALE,13,3.75,142,1.35,9,Thu,Introductory,2018,0,59,0,1,0,0,1,0
Spring,MALE,14,2.545,135,-0.208,9,Thu,Introductory,2018,0,30,0,1,0,0,1,0
Spring,FEMALE,15,3.666,151,0.166,9,Thu,Introductory,2021,0,27,1,1,0,0,1,0
Spring,MALE,14,2.785,108,0.108,9,Thu,Advanced,2021,0,30,1,0,0,0,1,0
Spring,MALE,15,2.25,129,-0.789,10,Thu,Intermediate,2020,0,51,1,0,0,0,1,0
Spring,FEMALE,18,3.133,125,-0.867,11,Thu,Introductory,2021,0,47,1,1,0,0,1,0
Spring,MALE,12,1.833,129,-0.889,12,Thu,Introductory,2018,0,33,0,1,0,0,1,0
Spring,MALE,17,3.076,128,-0.147,13,Thu,Intermediate,2020,0,21,1,0,0,0,1,0
Spring,FEMALE,14,3.785,155,-0.032,13,Thu,Intermediate,2020,0,11,1,0,0,0,1,0
Spring,FEMALE,15,2.583,133,-0.389,14,Thu,Introductory,2019,0,21,1,1,0,0,1,0
Spring,FEMALE,16,1.733,129,-0.892,15,Thu,Advanced,2019,0,8,1,0,0,0,1,0
Spring,FEMALE,14,3.285,128,0.085,16,Thu,Advanced,2018,0,6,0,0,0,0,1,0
Spring,FEMALE,15,3.214,154,-0.192,16,Thu,Advanced,2018,0,16,0,0,0,0,1,0
Spring,FEMALE,15,3.733,122,0.542,17,Thu,Advanced,2018,0,7,0,0,0,0,1,0
Spring,FEMALE,15,2.133,122,-0.676,18,Thu,Advanced,2018,0,1,1,0,0,0,1,0
Spring,FEMALE,16,3.625,126,0.178,19,Thu,Introductory,2020,0,7,1,0,0,0,0,1
Spring,FEMALE,17,2.857,27,0.149,16,Thu,Introductory,2017,1,45,0,1,0,0,0,1
Spring,MALE,15,3.8,126,0.14,15,Thu,Introductory,2020,0,36,1,1,0,0,0,1
Spring,FEMALE,19,3.105,122,-0.253,11,Thu,Introductory,2018,0,30,0,1,0,0,0,1
Spring,FEMALE,16,2.937,155,-0.012,12,Thu,Introductory,2020,0,60,1,1,0,0,0,1
Spring,FEMALE,6,0,12,-3,13,Thu,Advanced,2020,0,21,1,0,0,0,0,1
Spring,FEMALE,16,2.916,79,-0.008,12,Thu,Introductory,2018,0,47,0,1,0,0,0,1
Spring,MALE,15,3,167,-0.085,9,Thu,Advanced,2020,0,5,1,0,0,0,0,1
Spring,FEMALE,18,2.533,127,-0.58,10,Thu,Introductory,2019,0,13,1,1,0,0,0,1
Spring,MALE,16,3.076,63,0.112,10,Thu,Intermediate,2017,0,25,0,0,1,0,0,1
Spring,MALE,12,1.833,129,-0.889,6,Thu,Introductory,2018,0,33,0,1,0,0,0,1
Spring,FEMALE,17,4,135,0.035,7,Thu,Advanced,2018,0,13,0,0,0,0,0,1
Spring,MALE,15,2.6,127,0.086,7,Thu,Introductory,2021,0,25,1,1,0,0,0,1
Spring,FEMALE,16,2.687,162,-0.738,8,Thu,Introductory,2018,0,23,0,1,0,0,0,1
Spring,MALE,14,2.214,122,-1.411,9,Thu,Introductory,2021,0,3,1,1,0,0,0,1
Spring,FEMALE,18,4,127,0,5,Thu,Intermediate,2021,0,20,1,0,1,0,0,1
Spring,MALE,17,2.352,182,0.233,5,Thu,Introductory,2018,0,7,0,1,0,0,0,1
Spring,FEMALE,16,2.916,79,-0.008,6,Thu,Introductory,2018,0,47,0,1,0,0,0,1
Spring,MALE,16,3.2,126,0.217,6,Thu,Introductory,2021,0,7,1,0,0,0,0,1
Spring,MALE,14,3.2,131,0.245,1,Fri,Advanced,2018,0,48,0,1,0,0,0,0
Spring,FEMALE,19,3.105,122,-0.253,2,Fri,Introductory,2018,0,30,0,1,0,0,0,0
Spring,MALE,13,2.076,146,-0.524,3,Fri,Introductory,2018,0,5,0,1,0,0,0,0
Spring,MALE,14,3,44,0.41,3,Fri,Introductory,2017,1,35,0,1,0,0,0,0
Spring,MALE,12,2.666,163,-0.094,3,Fri,Introductory,2017,0,53,1,1,0,0,0,0
Spring,MALE,15,3.666,123,0.096,3,Fri,Introductory,2020,0,60,1,0,0,0,0,0
Spring,FEMALE,18,3.833,140,-0.117,3,Fri,Introductory,2018,0,2,0,0,0,0,0,0
Spring,MALE,14,1.714,38,0.103,4,Fri,Introductory,2017,1,2,0,0,0,0,0,0
Spring,FEMALE,16,3.437,122,-0.563,3,Fri,Intermediate,2021,0,20,1,0,1,0,1,0
Spring,FEMALE,17,3,130,-0.336,2,Fri,Intermediate,2018,0,26,0,0,0,0,1,0
Spring,MALE,13,3.769,128,0.181,3,Fri,Intermediate,2020,0,64,1,0,0,0,1,0
Spring,MALE,12,2.25,136,-0.47,3,Fri,Intermediate,2020,0,44,1,0,0,0,1,0
Spring,FEMALE,24,3.4,153,-0.031,3,Fri,Intermediate,2020,0,83,1,0,0,0,1,0
Spring,FEMALE,14,3.181,128,0.222,3,Fri,Introductory,2017,0,7,0,1,0,0,1,0
Spring,MALE,15,3.6,122,-0.08,4,Fri,Intermediate,2019,0,31,1,0,1,0,1,0
Spring,MALE,16,2.8,109,0.041,4,Fri,Introductory,2021,0,13,1,1,0,0,1,0
Spring,MALE,15,3.6,122,-0.08,1,Sun,Advanced,2019,0,31,1,0,0,0,0,1
Spring,FEMALE,13,4,145,0.136,2,Sun,Advanced,2018,0,9,0,0,0,0,0,1
Spring,FEMALE,14,3.285,122,-0.201,3,Sun,Advanced,2017,0,20,0,0,0,0,0,1
Spring,FEMALE,16,3.461,67,-0.172,4,Sun,Advanced,2017,0,16,0,0,0,0,0,1
Spring,FEMALE,20,3.647,174,-0.212,5,Sun,Advanced,2018,0,9,0,0,0,0,0,1
Spring,MALE,15,3.111,122,-0.516,6,Sun,Advanced,2018,0,2,0,0,0,0,0,1
Spring,FEMALE,15,3.75,151,-0.094,7,Sun,Advanced,2018,0,3,0,0,0,0,0,1
Spring,MALE,18,4,143,0.278,8,Sun,Introductory,2018,0,65,0,1,0,0,0,1
Spring,MALE,15,2.6,127,0.086,9,Sun,Introductory,2021,0,25,1,1,0,0,0,1
Spring,MALE,15,3.6,122,-0.08,9,Sun,Intermediate,2019,0,31,1,0,1,0,0,1
Spring,MALE,16,3.687,123,-0.04,1,Mon,Introductory,2021,0,14,1,1,0,0,0,0
Spring,MALE,16,2.687,137,-0.261,1,Mon,Intermediate,2018,0,7,0,0,1,0,0,0
Spring,MALE,14,2.642,104,-0.13,2,Mon,Introductory,2021,0,19,1,1,0,0,0,0
Spring,MALE,9,3,126,-0.454,3,Mon,Introductory,2021,0,35,1,1,0,0,0,0
Spring,FEMALE,12,4,126,0.235,3,Mon,Advanced,2018,0,7,0,1,0,0,0,0
Spring,FEMALE,16,3.375,71,0.155,3,Mon,Introductory,2018,1,13,0,0,0,0,0,0
Spring,FEMALE,14,4,132,0.079,3,Mon,Introductory,2020,0,6,1,1,0,0,0,0
Spring,FEMALE,15,3.8,123,-0.066,4,Mon,Introductory,2018,0,52,0,1,0,0,0,0
Spring,MALE,16,2.538,164,-0.276,5,Mon,Introductory,2018,0,13,0,1,0,0,0,0
Spring,FEMALE,16,2.666,143,-0.687,6,Mon,Introductory,2020,0,11,1,1,0,0,0,0
Spring,MALE,18,3.222,132,0.102,7,Mon,Introductory,2018,0,6,0,1,0,0,0,0
Spring,MALE,15,4,134,0.495,5,Mon,Intermediate,2018,0,14,0,0,0,0,1,0
Spring,FEMALE,16,3.625,133,0.252,6,Mon,Intermediate,2020,0,49,1,0,0,0,1,0
Spring,FEMALE,16,4,142,0.312,7,Mon,Introductory,2019,0,35,1,1,0,0,1,0
Spring,FEMALE,17,2.529,133,-0.35,8,Mon,Intermediate,2018,0,42,0,0,0,0,1,0
Spring,FEMALE,16,3.062,128,-0.232,9,Mon,Intermediate,2018,0,13,0,0,1,0,1,0
Spring,MALE,15,3.111,122,-0.037,9,Mon,Introductory,2019,0,37,1,1,0,0,1,0
Spring,MALE,15,2.8,132,0.142,9,Mon,Advanced,2017,0,31,0,0,0,0,1,0
Spring,FEMALE,14,4,126,0,8,Mon,Intermediate,2019,0,8,1,0,0,0,1,0
Spring,FEMALE,16,3.375,122,-0.178,9,Mon,Intermediate,2019,0,10,1,0,0,0,1,0
Spring,FEMALE,16,4,125,0.058,10,Mon,Intermediate,2020,0,5,1,0,0,0,1,0
Spring,FEMALE,15,3.6,47,0.067,11,Mon,Intermediate,2017,1,8,0,0,0,0,1,0
Spring,FEMALE,16,3.562,123,-0.213,12,Mon,Intermediate,2020,0,2,1,0,0,0,1,0
Spring,FEMALE,17,3.588,122,-0.049,13,Mon,Intermediate,2018,0,10,0,0,0,0,1,0
Spring,FEMALE,16,3.375,122,-0.211,14,Mon,Intermediate,2019,0,1,1,0,0,0,1,0
Spring,MALE,13,2.076,133,-0.963,14,Mon,Advanced,2020,0,67,1,0,0,0,1,0
Spring,FEMALE,12,3,169,0.274,14,Mon,Intermediate,2018,0,25,0,0,0,0,1,0
Spring,FEMALE,13,2.5,167.5,-0.5,15,Mon,Intermediate,2020,0,10,1,0,0,0,1,0
Spring,MALE,12,3,131,-0.534,16,Mon,Intermediate,2019,0,3,1,0,0,0,1,0
Spring,MALE,19,3.375,181,0.122,17,Mon,Introductory,2017,0,15,0,0,0,0,1,0
Spring,MALE,9,4,134,0.825,18,Mon,Introductory,2020,0,30,1,0,0,0,1,0
Spring,FEMALE,16,2.375,129,-0.907,19,Mon,Intermediate,2020,0,2,1,0,0,0,1,0
Spring,FEMALE,16,2.625,150,-0.98,20,Mon,Intermediate,2020,0,7,1,0,0,0,1,0
Spring,FEMALE,15,2.416,133,-0.441,21,Mon,Introductory,2018,0,49,0,1,0,0,1,0
Spring,FEMALE,16,2.687,162,-0.738,22,Mon,Introductory,2018,0,23,0,1,0,0,1,0
Spring,FEMALE,16,4,122,0.2,23,Mon,Intermediate,2021,0,8,1,0,0,0,1,0
Spring,FEMALE,18,4,136,0,24,Mon,Intermediate,2020,1,8,1,0,0,0,1,0
Spring,FEMALE,19,3.473,128,-0.051,25,Mon,Intermediate,2020,0,6,1,0,0,0,1,0
