Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,FEMALE,17,3.294,134,0.08,11,Thu,Introductory,2018,0,22,0,1,0,0,0,1
Fall,MALE,16,2.384,134,-0.43,11,Thu,Introductory,2020,0,11,1,1,0,0,0,1
Fall,FEMALE,15,3.2,126,-0.124,12,Thu,Introductory,2019,0,2,1,1,0,0,0,1
Fall,FEMALE,17,3.785,138,0.064,10,Thu,Intermediate,2018,0,15,0,0,1,0,0,1
Fall,MALE,15,4,134,0.495,8,Thu,Intermediate,2018,0,14,0,0,1,0,0,1
Fall,FEMALE,17,4,150,0,8,Thu,Introductory,2018,0,37,0,1,0,0,0,1
Fall,MALE,16,2.312,46,-0.423,9,Thu,Introductory,2017,1,19,0,0,0,0,0,1
Fall,FEMALE,15,1.933,153,-0.394,8,Thu,Introductory,2018,0,2,0,1,0,0,0,1
Fall,FEMALE,16,3.25,123,-0.301,9,Thu,Introductory,2020,0,32,1,1,0,0,0,1
Fall,FEMALE,12,3.333,139,-0.351,10,Thu,Introductory,2020,0,1,1,1,0,0,0,1
Fall,FEMALE,14,3.181,140,0.059,10,Thu,Introductory,2020,0,3,1,1,0,0,0,1
Fall,MALE,13,3.1,163,0.991,11,Thu,Introductory,2017,0,14,0,1,0,0,0,1
Fall,FEMALE,20,3.588,148,0.117,11,Thu,Introductory,2021,0,39,1,1,0,0,0,1
Fall,FEMALE,18,4,127,0,11,Thu,Introductory,2021,0,20,1,1,0,0,0,1
Fall,MALE,18,3.333,122,0.045,10,Thu,Introductory,2019,0,4,1,1,0,0,0,1
Fall,FEMALE,13,2.538,139,0.058,11,Thu,Intermediate,2018,0,13,0,0,1,0,0,1
Fall,FEMALE,15,2,82,-0.328,12,Thu,Introductory,2017,0,17,0,1,0,0,0,1
Fall,FEMALE,22,3.578,143,0.167,13,Thu,Introductory,2020,0,18,1,1,0,0,0,1
Fall,FEMALE,23,3.187,122,0.223,12,Thu,Introductory,2020,0,2,1,1,0,0,0,1
Fall,FEMALE,16,2.916,79,-0.008,13,Thu,Introductory,2018,0,47,0,1,0,0,0,1
Fall,FEMALE,16,2.769,144,-0.085,12,Thu,Introductory,2018,0,24,0,1,0,0,0,1
Fall,MALE,17,3.176,92,0.541,12,Thu,Intermediate,2018,0,1,1,0,1,0,0,1
Fall,FEMALE,13,3.307,150,-0.353,10,Thu,Introductory,2018,0,14,0,1,0,0,0,1
Fall,FEMALE,16,2.5,137,-0.373,11,Thu,Introductory,2018,0,13,0,1,0,0,0,1
Fall,FEMALE,12,3,169,0.274,12,Thu,Introductory,2018,0,25,0,1,0,0,0,1
Fall,MALE,18,3.666,159,-0.07,13,Thu,Introductory,2019,0,70,1,1,0,0,0,1
Fall,FEMALE,16,2.875,123,0.217,13,Thu,Introductory,2020,0,25,1,1,0,0,0,1
Fall,FEMALE,18,3.187,141,-0.037,1,Fri,Introductory,2020,0,28,1,1,0,0,0,0
Fall,MALE,18,3.666,159,-0.07,2,Fri,Introductory,2019,0,70,1,1,0,0,0,0
Fall,FEMALE,12,2.222,125,-0.431,3,Fri,Introductory,2020,0,34,1,1,0,0,0,0
Fall,FEMALE,18,3.833,140,-0.117,4,Fri,Introductory,2018,0,2,0,0,0,0,0,0
Fall,FEMALE,10,1.428,140,-0.624,5,Fri,Introductory,2017,0,2,0,0,0,0,0,0
Fall,FEMALE,20,4,41,0.084,3,Fri,Introductory,2017,1,19,0,1,0,0,0,0
Fall,MALE,12,2.25,136,-0.47,4,Fri,Introductory,2020,0,44,1,1,0,0,0,0
Fall,MALE,17,3.4,130,0.053,5,Fri,Intermediate,2018,0,3,0,0,1,0,0,0
Fall,FEMALE,12,3,130,-0.15,6,Fri,Introductory,2018,0,19,0,0,0,0,0,0
Fall,MALE,15,3.4,128,-0.042,7,Fri,Advanced,2017,0,17,0,0,0,0,0,0
Fall,FEMALE,14,2.545,125,-0.318,3,Fri,Introductory,2018,0,27,0,1,0,0,0,0
Fall,FEMALE,15,3.4,133,0.4,3,Fri,Intermediate,2018,0,2,0,0,1,0,0,0
Fall,FEMALE,21,3.562,150,-0.071,4,Fri,Introductory,2021,0,6,1,1,0,0,0,0
Fall,MALE,16,3.437,138,0.144,4,Fri,Introductory,2020,0,21,1,1,0,0,1,0
Fall,MALE,16,2.312,131,-0.25,4,Fri,Intermediate,2020,0,12,1,0,1,0,1,0
Fall,MALE,13,3.769,128,0.181,5,Fri,Introductory,2020,0,64,1,1,0,0,1,0
Fall,FEMALE,16,4,125,0.733,6,Fri,Advanced,2019,0,1,1,0,0,0,1,0
Fall,FEMALE,17,4,122,0.466,7,Fri,Advanced,2018,0,1,0,0,0,0,1,0
Fall,FEMALE,12,1.666,138,-1.167,8,Fri,Introductory,2020,0,18,1,1,0,0,1,0
Fall,MALE,17,2.882,126,0.563,8,Fri,Intermediate,2021,0,21,1,0,1,0,1,0
Fall,MALE,13,3.1,163,0.991,6,Fri,Introductory,2017,0,14,0,1,0,0,1,0
Fall,MALE,15,3.4,147,0.116,7,Fri,Intermediate,2017,0,1,0,0,1,0,1,0
Fall,FEMALE,18,3.187,141,-0.037,4,Fri,Introductory,2020,0,28,1,1,0,0,1,0
Fall,FEMALE,14,3.714,126,0.072,4,Fri,Introductory,2020,0,1,1,1,0,0,1,0
Fall,MALE,16,2.312,131,-0.25,5,Fri,Intermediate,2020,0,12,1,0,1,0,1,0
Fall,MALE,17,4,31,0,6,Fri,Introductory,2017,1,41,0,1,0,0,1,0
Fall,MALE,15,2.4,136,-0.493,7,Fri,Introductory,2019,0,18,1,1,0,0,1,0
Fall,FEMALE,24,3.4,153,-0.031,8,Fri,Intermediate,2020,0,83,1,0,0,0,1,0
Fall,FEMALE,15,3.8,123,-0.066,9,Fri,Introductory,2018,0,52,0,1,0,0,1,0
Fall,FEMALE,16,4,125,0.256,10,Fri,Intermediate,2018,0,8,0,0,1,0,1,0
Fall,MALE,16,2.812,122,0.041,9,Fri,Intermediate,2018,0,2,0,0,1,0,1,0
Fall,MALE,18,3.666,159,-0.07,9,Fri,Introductory,2019,0,70,1,1,0,0,1,0
Fall,MALE,14,3.2,131,0.245,9,Fri,Intermediate,2018,0,48,0,1,0,0,1,0
Fall,FEMALE,12,3,128,-0.095,9,Fri,Introductory,2018,0,22,0,1,0,0,1,0
Fall,FEMALE,19,3.769,125,-0.006,1,Sun,Introductory,2018,0,40,0,0,0,0,0,1
Fall,FEMALE,12,3.75,46,-0.18,2,Sun,Advanced,2019,1,4,1,0,0,0,0,1
Fall,FEMALE,17,2.181,122,-0.844,3,Sun,Introductory,2020,0,2,1,0,0,0,0,1
Fall,MALE,15,4,147,0.07,4,Sun,Introductory,2019,0,34,1,1,0,0,0,1
Fall,FEMALE,12,4,135,0.12,5,Sun,Advanced,2017,0,9,0,0,0,0,0,1
Fall,MALE,19,3.625,126,0.131,6,Sun,Introductory,2018,0,42,0,1,0,0,0,1
Fall,FEMALE,16,4,122,0,7,Sun,Advanced,2018,0,13,0,0,0,0,0,1
Fall,MALE,14,3.428,124,0.401,8,Sun,Advanced,2018,0,6,0,0,0,0,0,1
Fall,MALE,17,3.647,132,-0.122,9,Sun,Introductory,2020,0,30,1,1,0,0,0,1
Fall,FEMALE,15,2.466,123,-0.418,10,Sun,Introductory,2020,0,14,1,0,0,0,0,1
Fall,FEMALE,18,3.2,132,-0.493,11,Sun,Introductory,2020,0,2,1,0,0,0,0,1
Fall,FEMALE,19,3.437,122,-0.183,12,Sun,Introductory,2020,0,7,1,0,0,0,0,1
Fall,MALE,15,2.6,127,0.086,13,Sun,Introductory,2021,0,25,1,1,0,0,0,1
Fall,FEMALE,14,3.357,123,-0.319,13,Sun,Intermediate,2018,0,21,0,0,0,0,0,1
Fall,FEMALE,20,3.647,144,-0.216,13,Sun,Introductory,2020,0,2,1,1,0,0,0,1
Fall,MALE,16,2.687,138,-0.335,14,Sun,Introductory,2018,0,61,0,1,0,0,0,1
Fall,MALE,16,3.272,132,0.203,14,Sun,Introductory,2020,0,5,1,1,0,0,0,1
Fall,MALE,16,2.875,0,-0.442,15,Sun,Introductory,2018,0,49,1,1,0,0,0,1
Fall,FEMALE,17,4,122,0.062,11,Sun,Intermediate,2018,0,1,0,0,0,0,0,1
Fall,MALE,13,3.083,167,-0.125,10,Sun,Introductory,2018,0,7,0,1,0,0,0,1
Fall,FEMALE,16,3.076,124,-0.471,7,Sun,Introductory,2018,0,23,0,1,0,0,0,1
Fall,FEMALE,16,2.875,134,-0.303,8,Sun,Introductory,2018,0,23,0,1,0,0,0,1
Fall,MALE,16,3.4,126,0.409,9,Sun,Introductory,2020,0,1,1,1,0,0,0,1
Fall,MALE,17,3.647,132,-0.122,1,Mon,Introductory,2020,0,30,1,1,0,0,0,0
Fall,FEMALE,14,4,176,0.375,2,Mon,Introductory,2020,0,30,1,1,0,0,0,0
Fall,MALE,16,3.538,129,-0.038,3,Mon,Introductory,2020,0,27,1,1,0,0,0,0
Fall,FEMALE,11,2.846,109,0.422,4,Mon,Introductory,2021,0,4,1,0,0,0,0,0
Fall,MALE,14,1.928,122,-1.092,5,Mon,Introductory,2019,0,68,1,0,0,0,0,0
Fall,MALE,15,3.4,128,-0.042,4,Mon,Advanced,2017,0,17,0,0,0,0,0,0
Fall,MALE,18,2.666,129,-0.02,5,Mon,Advanced,2017,0,7,0,0,0,0,0,0
Fall,FEMALE,12,3,169,0.274,6,Mon,Introductory,2018,0,25,0,1,0,0,0,0
Fall,MALE,12,2.25,136,-0.47,7,Mon,Introductory,2020,0,44,1,1,0,0,0,0
Fall,MALE,16,3.769,125,-0.231,8,Mon,Introductory,2021,0,42,1,1,0,0,0,0
Fall,FEMALE,19,3.25,141,-0.397,8,Mon,Intermediate,2018,0,6,0,0,0,0,0,0
Fall,FEMALE,18,3.133,125,-0.867,9,Mon,Introductory,2021,0,47,1,1,0,0,0,0
Fall,FEMALE,15,3,123,0.709,10,Mon,Introductory,2018,0,7,0,1,0,0,0,0
Fall,MALE,16,2.384,134,-0.43,10,Mon,Introductory,2020,0,11,1,1,0,0,0,0
Fall,FEMALE,16,3.25,47,0.114,8,Mon,Introductory,2017,1,10,0,0,0,0,0,0
Fall,FEMALE,14,2.545,125,-0.318,8,Mon,Introductory,2018,0,27,0,1,0,0,0,0
Fall,FEMALE,13,2.1,126,-0.722,9,Mon,Introductory,2019,0,9,1,1,0,0,0,0
Fall,MALE,16,3.076,128,0.39,10,Mon,Intermediate,2018,0,12,0,0,0,0,0,0
Fall,FEMALE,18,3.2,133,0.209,11,Mon,Introductory,2019,0,6,1,1,0,0,0,0
Fall,MALE,16,3.625,125,0.158,12,Mon,Intermediate,2018,0,25,0,0,0,0,0,0
Fall,MALE,15,2.428,111,-0.25,13,Mon,Introductory,2021,0,35,1,1,0,0,0,0
Fall,MALE,10,3.4,145,0.857,14,Mon,Introductory,2018,0,8,0,1,0,0,0,0
Fall,MALE,16,3.625,125,0.158,13,Mon,Introductory,2018,0,25,0,1,0,0,0,0
Fall,MALE,16,3.076,128,0.39,14,Mon,Introductory,2018,0,12,0,1,0,0,0,0
Fall,FEMALE,24,3.4,153,-0.031,15,Mon,Intermediate,2020,0,83,1,0,0,0,0,0
Fall,MALE,15,4,147,0.07,16,Mon,Introductory,2019,0,34,1,1,0,0,0,0
Fall,MALE,15,3,119,-0.105,17,Mon,Introductory,2020,0,22,1,0,0,0,1,0
Fall,FEMALE,15,4,122,0.04,16,Mon,Intermediate,2018,0,9,0,0,0,0,1,0
Fall,MALE,15,3.6,122,-0.08,15,Mon,Intermediate,2019,0,31,1,0,0,0,1,0
Fall,MALE,13,3.769,128,0.181,13,Mon,Introductory,2020,0,64,1,1,0,0,1,0
Fall,MALE,17,3.647,123,0.36,11,Mon,Introductory,2019,0,13,1,1,0,0,1,0
Fall,FEMALE,17,3.058,128,-0.175,11,Mon,Introductory,2021,0,18,1,1,0,0,1,0
Fall,FEMALE,16,3.769,129,0.209,12,Mon,Introductory,2020,0,1,1,1,0,0,1,0
Fall,MALE,12,3,124,0.122,11,Mon,Intermediate,2018,0,3,0,0,1,0,1,0
Fall,MALE,14,2.714,126,-0.326,12,Mon,Intermediate,2018,0,3,0,0,1,0,1,0
Fall,MALE,3,0,136,-3.186,10,Mon,Introductory,2018,0,35,0,1,0,0,1,0
Fall,FEMALE,17,3.571,147,-0.061,11,Mon,Introductory,2021,0,6,1,1,0,0,1,0
Fall,MALE,18,3.333,122,0.045,12,Mon,Introductory,2019,0,4,1,0,0,0,1,0
Fall,FEMALE,13,3.75,142,1.35,12,Mon,Introductory,2018,0,59,0,1,0,0,1,0
Fall,MALE,13,2.846,15,0.196,13,Mon,Intermediate,2018,0,32,0,0,1,0,1,0
Fall,FEMALE,18,3.187,141,-0.037,13,Mon,Introductory,2020,0,28,1,1,0,0,1,0
Fall,MALE,13,3.769,128,0.181,13,Mon,Introductory,2020,0,64,1,1,0,0,1,0
Fall,FEMALE,12,0.25,52,-1.545,13,Mon,Introductory,2017,1,1,0,1,0,0,1,0
Fall,FEMALE,15,3.2,125,-0.141,13,Mon,Introductory,2018,0,33,0,1,0,0,1,0
Fall,FEMALE,12,2.5,24,-0.125,11,Mon,Intermediate,2017,1,11,0,0,0,0,1,0
Fall,MALE,14,3.142,158.19,0.036,12,Mon,Introductory,2018,0,25,0,1,0,0,1,0
Fall,MALE,16,2.714,132,0.033,13,Mon,Introductory,2019,0,44,1,1,0,0,1,0
Fall,MALE,13,3.538,124,0.175,14,Mon,Intermediate,2018,0,12,0,0,1,0,1,0
Fall,FEMALE,17,3.117,124,-0.883,15,Mon,Introductory,2021,0,10,1,1,0,0,1,0
Fall,FEMALE,18,3.25,129,-0.292,15,Mon,Introductory,2018,0,1,0,1,0,0,1,0
Fall,FEMALE,13,3.23,129,-0.185,16,Mon,Introductory,2020,0,5,1,0,0,0,1,0
Fall,MALE,19,4,134,0.394,17,Mon,Introductory,2020,0,2,1,0,0,0,1,0
Fall,FEMALE,19,3,58,0.322,18,Mon,Introductory,2018,1,5,1,0,0,0,1,0
Fall,MALE,13,4,145,0.616,19,Mon,Introductory,2020,0,20,1,1,0,0,1,0
Fall,MALE,16,3.437,123,0.446,20,Mon,Introductory,2019,0,36,1,1,0,0,1,0
Fall,FEMALE,19,3.842,145,-0.091,18,Mon,Introductory,2018,0,4,0,0,0,0,1,0
Fall,FEMALE,15,3.8,123,-0.066,18,Mon,Introductory,2018,0,52,0,1,0,0,1,0
Fall,FEMALE,24,3.4,153,-0.031,18,Mon,Intermediate,2020,0,83,1,0,0,0,1,0
Fall,FEMALE,16,2.615,125,-0.393,19,Mon,Intermediate,2020,0,44,1,0,0,0,1,0
Fall,FEMALE,13,3.75,142,1.35,20,Mon,Introductory,2018,0,59,0,1,0,0,1,0
Fall,MALE,16,2.875,0,-0.442,21,Mon,Introductory,2018,0,49,1,1,0,0,1,0
Fall,MALE,16,2.687,138,-0.335,22,Mon,Introductory,2018,0,61,0,1,0,0,1,0
Fall,MALE,17,2.882,147,-0.36,22,Mon,Advanced,2017,0,4,0,0,0,0,1,0
Fall,MALE,14,0,8,-1.437,23,Mon,Introductory,2017,1,26,0,1,0,0,1,0
Fall,MALE,17,3.529,145,-0.232,24,Mon,Introductory,2020,0,12,1,1,0,0,1,0
Fall,FEMALE,18,2.888,151,-0.338,25,Mon,Introductory,2020,0,14,1,1,0,0,1,0
Fall,FEMALE,16,3.812,137,-0.188,22,Mon,Introductory,2021,0,8,1,1,0,0,1,0
Fall,MALE,16,3.25,122,0.147,23,Mon,Introductory,2020,0,1,1,1,0,0,1,0
Fall,FEMALE,16,3.625,133,0.252,24,Mon,Introductory,2020,0,49,1,1,0,0,1,0
Fall,MALE,3,0,136,-3.186,21,Mon,Intermediate,2018,0,35,0,0,0,0,1,0
Fall,MALE,15,2.25,137,-0.472,21,Mon,Advanced,2018,0,29,0,0,0,0,1,0
Fall,MALE,8,3.666,70,1.038,19,Mon,Intermediate,2017,0,3,0,0,1,0,1,0
Fall,FEMALE,12,1,79,-1.535,16,Mon,Intermediate,2018,0,9,1,0,0,0,1,0
Fall,FEMALE,16,2.875,123,0.217,17,Mon,Introductory,2020,0,25,1,1,0,0,1,0
Fall,MALE,18,4,143,0.278,17,Mon,Introductory,2018,0,65,0,1,0,0,1,0
Fall,FEMALE,17,3.571,122,-0.155,18,Mon,Introductory,2020,0,6,1,1,0,0,1,0
Fall,MALE,16,3.769,107,0.15,19,Mon,Introductory,2021,0,45,1,1,0,0,1,0
Fall,MALE,16,3.076,123,-0.041,20,Mon,Introductory,2020,0,33,1,1,0,0,1,0
Fall,MALE,14,3.785,153,0.409,21,Mon,Intermediate,2018,0,1,0,0,1,0,1,0
Fall,MALE,16,3.25,122,0.406,22,Mon,Introductory,2020,0,24,1,1,0,0,1,0
Fall,MALE,16,3.437,123,0.104,23,Mon,Introductory,2020,0,14,1,1,0,0,1,0
Fall,MALE,16,4,134,0.5,24,Mon,Intermediate,2020,0,20,1,0,0,0,1,0
Fall,FEMALE,15,2,82,-0.328,20,Mon,Introductory,2017,0,17,0,1,0,0,0,1
Fall,MALE,16,3.437,138,0.144,19,Mon,Introductory,2020,0,21,1,1,0,0,0,1
Fall,MALE,16,3.25,123,-0.75,18,Mon,Introductory,2021,0,8,1,1,0,0,0,1
Fall,FEMALE,15,2.4,99,0.181,15,Mon,Introductory,2019,0,9,1,1,0,0,0,1
Fall,MALE,16,3.307,125,0.094,16,Mon,Introductory,2018,0,31,0,1,0,0,0,1
Fall,FEMALE,19,4,122,0,17,Mon,Introductory,2021,0,17,1,1,0,0,0,1
Fall,FEMALE,13,2.1,126,-0.722,16,Mon,Introductory,2019,0,9,1,1,0,0,0,1
Fall,FEMALE,14,3,122,0,15,Mon,Intermediate,2020,0,19,1,0,0,0,0,1
Fall,FEMALE,16,3.25,129,-0.425,15,Mon,Intermediate,2019,0,1,1,0,1,0,0,1
Fall,FEMALE,12,3.333,151,-0.462,16,Mon,Intermediate,2017,0,27,0,0,0,0,0,1
Fall,MALE,17,4,31,0,17,Mon,Introductory,2017,1,41,0,0,0,0,0,1
Fall,FEMALE,14,3.142,126,-0.58,18,Mon,Advanced,2018,0,7,0,0,0,0,0,1
Fall,FEMALE,16,2.687,162,-0.738,17,Mon,Intermediate,2018,0,23,0,0,0,0,0,1
Fall,FEMALE,19,4,152,0.065,17,Mon,Introductory,2018,0,2,0,0,0,0,0,1
Fall,MALE,12,4,149,0.309,12,Mon,Intermediate,2018,0,9,0,0,0,0,0,1
Fall,MALE,14,2.642,144,-0.012,11,Mon,Introductory,2020,0,2,1,1,0,0,0,1
Fall,FEMALE,16,3.437,127,0.285,12,Mon,Introductory,2018,0,3,0,1,0,0,0,1
Fall,FEMALE,16,3.461,67,-0.172,12,Mon,Advanced,2017,0,16,0,0,0,0,0,1
Fall,MALE,15,3.111,122,-0.037,13,Mon,Introductory,2019,0,37,1,1,0,0,0,1
Fall,FEMALE,12,3.25,155,-0.286,13,Mon,Advanced,2018,0,1,0,0,0,0,0,1
Fall,MALE,15,2,109,0.087,14,Mon,Introductory,2021,0,4,1,1,0,0,0,1
Fall,FEMALE,13,4,145,0.136,14,Mon,Advanced,2018,0,9,0,0,0,0,0,1
Fall,MALE,16,3.076,128,0.39,15,Mon,Introductory,2018,0,12,0,1,0,0,0,1
Fall,MALE,16,3.625,125,0.158,16,Mon,Introductory,2018,0,25,0,1,0,0,0,1
Fall,FEMALE,22,3.578,143,0.167,17,Mon,Introductory,2020,0,18,1,1,0,0,0,1
Fall,MALE,16,2.714,132,0.033,18,Mon,Introductory,2019,0,44,1,1,0,0,0,1
Fall,FEMALE,16,3.769,129,0.192,19,Mon,Introductory,2020,0,29,1,1,0,0,0,1
Fall,FEMALE,16,4,122,0,20,Mon,Advanced,2018,0,13,0,0,0,0,0,1
Fall,MALE,13,4,125,0.102,19,Mon,Intermediate,2018,0,2,0,0,1,0,0,1
Fall,FEMALE,16,2.5,137,-0.373,20,Mon,Introductory,2018,0,13,0,1,0,0,0,1
Fall,FEMALE,22,1.857,125,-0.749,19,Mon,Introductory,2021,0,24,1,0,0,0,0,1
Fall,FEMALE,14,2.571,95,0.622,17,Mon,Introductory,2020,0,7,1,1,0,0,0,1
Fall,MALE,15,2.2,30,-0.425,17,Mon,Introductory,2017,1,1,0,1,0,0,0,1
Fall,FEMALE,20,3.588,148,0.117,16,Mon,Introductory,2021,0,39,1,1,0,0,0,1
Fall,FEMALE,15,3.666,133,-0.046,1,Tue,Introductory,2018,0,19,0,1,0,0,0,0
Fall,MALE,17,4,31,0,2,Tue,Introductory,2017,1,41,0,1,0,0,0,0
Fall,FEMALE,16,3.769,128,0.097,3,Tue,Introductory,2020,0,4,1,0,0,0,0,0
Fall,MALE,12,2.5,67,0,3,Tue,Introductory,2017,1,1,0,0,0,0,0,0
Fall,MALE,12,2.25,136,-0.47,2,Tue,Introductory,2020,0,44,1,1,0,0,0,0
Fall,FEMALE,17,4,150,0,3,Tue,Introductory,2018,0,37,0,1,0,0,0,0
Fall,MALE,13,1.769,148,-0.303,4,Tue,Introductory,2019,0,10,1,1,0,0,0,0
Fall,MALE,14,2.615,131,0.138,5,Tue,Intermediate,2019,0,32,1,0,0,0,0,0
Fall,FEMALE,15,3,123,0.709,6,Tue,Introductory,2018,0,7,0,1,0,0,0,0
Fall,FEMALE,16,3.812,126,0.677,7,Tue,Introductory,2020,0,20,1,1,0,0,0,0
Fall,FEMALE,15,4,159,0.125,7,Tue,Advanced,2018,0,3,0,0,0,0,0,0
Fall,MALE,16,3.461,123,0.52,8,Tue,Advanced,2018,0,3,0,0,0,0,0,0
Fall,FEMALE,14,3.785,147,0.043,9,Tue,Advanced,2018,0,1,0,0,0,0,0,0
Fall,FEMALE,0,0,18,-3.833,10,Tue,Advanced,2021,0,1,1,0,0,0,0,0
Fall,FEMALE,16,3.076,123,-0.572,11,Tue,Advanced,2018,0,1,0,0,0,0,0,0
Fall,MALE,12,3.25,126,-0.159,12,Tue,Advanced,2019,0,6,1,0,0,0,0,0
Fall,FEMALE,15,3.6,33,0.237,13,Tue,Advanced,2017,0,7,0,0,0,0,0,0
Fall,MALE,17,3.222,126,0.607,14,Tue,Introductory,2017,0,4,0,1,0,0,0,0
Fall,MALE,13,2.846,15,0.196,12,Tue,Advanced,2018,0,32,0,0,0,0,0,0
Fall,FEMALE,17,3,130,-0.336,13,Tue,Introductory,2018,0,26,0,1,0,0,0,0
Fall,MALE,16,2.875,0,-0.442,14,Tue,Introductory,2018,0,49,1,1,0,0,0,0
Fall,MALE,7,2.5,163,-0.659,15,Tue,Advanced,2018,0,6,0,0,0,0,0,0
Fall,MALE,16,3.692,122,0.362,13,Tue,Introductory,2020,0,19,1,1,0,0,0,0
Fall,MALE,17,3.571,133,0.593,13,Tue,Introductory,2018,0,20,0,1,0,0,1,0
Fall,MALE,14,1.727,72,-0.183,14,Tue,Introductory,2018,0,2,0,1,0,0,1,0
Fall,MALE,19,3,144,-0.185,15,Tue,Advanced,2018,0,1,0,0,0,0,1,0
Fall,MALE,19,3.812,126,-0.074,5,Tue,Introductory,2019,0,14,1,1,0,0,1,0
Fall,FEMALE,18,3.133,125,-0.867,6,Tue,Introductory,2021,0,47,1,1,0,0,1,0
Fall,FEMALE,14,3,122,0,7,Tue,Intermediate,2020,0,19,1,0,0,0,1,0
Fall,FEMALE,17,4,142,0.189,8,Tue,Introductory,2018,0,12,1,1,0,0,1,0
Fall,FEMALE,14,3,122,0,9,Tue,Intermediate,2020,0,19,1,0,0,0,1,0
Fall,FEMALE,19,4,152,0.065,10,Tue,Introductory,2018,0,2,0,0,0,0,1,0
Fall,MALE,15,4,147,0.07,11,Tue,Introductory,2019,0,34,1,1,0,0,1,0
Fall,MALE,3,0,136,-3.186,12,Tue,Introductory,2018,0,35,0,1,0,0,1,0
Fall,MALE,13,2.5,74,0.107,13,Tue,Introductory,2017,0,10,0,1,0,0,1,0
Fall,FEMALE,15,3.2,125,-0.141,13,Tue,Introductory,2018,0,33,0,1,0,0,1,0
Fall,FEMALE,16,3.076,124,-0.471,14,Tue,Introductory,2018,0,23,0,1,0,0,1,0
Fall,MALE,15,3.111,122,-0.037,13,Tue,Introductory,2019,0,37,1,1,0,0,1,0
Fall,FEMALE,16,2.937,155,-0.012,11,Tue,Introductory,2020,0,60,1,0,0,0,1,0
Fall,FEMALE,15,3.2,125,-0.141,11,Tue,Intermediate,2018,0,33,0,0,0,0,1,0
Fall,MALE,10,2.333,139,-0.591,12,Tue,Intermediate,2018,0,33,0,0,0,0,1,0
Fall,MALE,16,4,126,0,10,Tue,Intermediate,2019,0,4,1,0,0,0,1,0
Fall,MALE,16,3.538,129,-0.038,10,Tue,Introductory,2020,0,27,1,1,0,0,1,0
Fall,MALE,4,1,150,-1.089,11,Tue,Introductory,2020,0,5,1,1,0,0,1,0
Fall,MALE,16,3.437,123,0.156,12,Tue,Intermediate,2019,0,2,1,0,0,0,1,0
Fall,MALE,15,3.6,122,-0.08,13,Tue,Intermediate,2019,0,31,1,0,0,0,1,0
Fall,MALE,15,2.6,146,-0.475,14,Tue,Introductory,2018,0,13,0,1,0,0,1,0
Fall,MALE,13,2.23,28,-0.21,14,Tue,Introductory,2017,1,11,0,0,0,0,1,0
Fall,FEMALE,15,3.8,123,-0.066,15,Tue,Introductory,2018,0,52,0,1,0,0,1,0
Fall,FEMALE,16,3.312,42,-0.058,12,Tue,Introductory,2017,1,5,0,1,0,0,1,0
Fall,FEMALE,16,3.25,131,-0.044,13,Tue,Introductory,2020,0,5,1,1,0,0,1,0
Fall,FEMALE,15,3.6,129,0.15,14,Tue,Introductory,2018,0,20,0,1,0,0,1,0
Fall,FEMALE,15,3,127,0.035,15,Tue,Intermediate,2018,0,2,1,0,0,0,1,0
Fall,FEMALE,16,4,122,0.026,15,Tue,Introductory,2018,0,9,0,0,0,0,1,0
Fall,FEMALE,15,4,158,0.122,16,Tue,Introductory,2018,0,1,0,0,0,0,1,0
Fall,FEMALE,15,3.214,154,-0.192,17,Tue,Introductory,2018,0,16,0,0,0,0,1,0
Fall,FEMALE,13,2.846,129,-0.24,13,Tue,Intermediate,2018,0,2,0,0,0,0,1,0
Fall,FEMALE,16,3.25,134,-0.083,14,Tue,Intermediate,2018,0,3,0,0,0,0,1,0
Fall,FEMALE,16,3.062,128,-0.139,15,Tue,Introductory,2020,0,27,1,1,0,0,1,0
Fall,MALE,17,2.812,136,0.182,16,Tue,Introductory,2019,0,24,1,1,0,0,1,0
Fall,MALE,20,2.785,149,-0.434,17,Tue,Introductory,2020,0,14,1,1,0,0,1,0
Fall,FEMALE,18,3.166,160,-0.079,18,Tue,Intermediate,2018,0,5,0,0,0,0,1,0
Fall,MALE,16,3.25,132,-0.49,19,Tue,Advanced,2018,0,7,0,0,0,0,1,0
Fall,MALE,7,2.5,163,-0.659,20,Tue,Advanced,2018,0,6,0,0,0,0,1,0
Fall,FEMALE,19,3,134,0.298,21,Tue,Intermediate,2017,0,2,0,0,0,0,1,0
Fall,FEMALE,19,4,122,0.152,22,Tue,Intermediate,2018,0,7,0,0,0,0,1,0
Fall,FEMALE,14,3.461,150,0.182,21,Tue,Advanced,2019,0,18,1,0,0,0,1,0
Fall,MALE,15,2.25,137,-0.472,21,Tue,Advanced,2018,0,29,0,0,0,0,1,0
Fall,MALE,11,3.454,128,0.347,22,Tue,Advanced,2018,0,4,0,0,0,0,1,0
Fall,FEMALE,16,2.937,155,-0.012,23,Tue,Introductory,2020,0,60,1,0,0,0,1,0
