Student_IDs,Semester,Degree_Type,Class_Standing,Major,Expected_Graduation,Course_Name,Course_Number,Course_Type,Course_Code_by_Thousands,Semester_Week,Check_In_Date,Check_In_Time,Check_Out_Time,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Is_Weekend,Week_of_Month,Month,Hour_of_Day,Time_Period,Course_Level,GPA_Category,Credit_Load_Category,Class_Standing_Self_Reported,Class_Standing_BGSU
BGSU00074,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,15:47:00,17:44:00,117,MALE,16,2.538,164,2.814,-0.276,15,Thu,FALSE,1,Oct,15,Afternoon,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU00928,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,15:59:00,17:44:00,105,MALE,0,0,143,3.117,-3.117,13,Thu,FALSE,1,Oct,15,Afternoon,Introductory,Good,Part Time,Fourth Year,Extended
BGSU02770,Fall 2016,Undergraduate,Senior,"BLS-BLS:Liberal Studies,BLSOL:BLS On Line Degree Prog",Spring Semester 2020,Programming Fundamentals,CS-2010,CS,2000,7,2016-10-06,16:01:00,17:19:00,77,MALE,12,2.25,136,2.72,-0.47,14,Thu,FALSE,1,Oct,16,Afternoon,Intermediate,Satisfactory,Half Time,Fourth Year,Extended
BGSU03559,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,MATH-MIN:Mathematics",Spring Semester 2020,Programming Fundamentals,CS-2010,CS,2000,7,2016-10-06,16:01:00,18:12:00,131,MALE,18,3.666,133,3.535,0.131,15,Thu,FALSE,1,Oct,16,Afternoon,Intermediate,Excellent,Full Time,Fourth Year,Extended
BGSU02523,Fall 2016,Undergraduate,Senior,MKT-BSBA:Marketing,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,16:09:00,16:44:00,35,MALE,17,3.647,123,3.287,0.36,16,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU01307,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Programming Fundamentals,CS-2010,CS,2000,7,2016-10-06,16:15:00,17:29:00,73,FEMALE,18,3.4,142,3.466,-0.066,17,Thu,FALSE,1,Oct,16,Afternoon,Intermediate,Good,Full Time,Fourth Year,Extended
BGSU01868,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,7,2016-10-06,16:30:00,16:43:00,12,MALE,14,2.642,124,3.301,-0.659,14,Thu,FALSE,1,Oct,16,Afternoon,Intermediate,Good,Full Time,Fourth Year,Extended
BGSU04082,Fall 2016,Undergraduate,Junior,"NUR:Nursing,PRE-NUR:Pre-Nursing",Spring Semester 2018,Introduction to Ethics,PHIL-1020,PHIL,1000,7,2016-10-06,16:30:00,16:36:00,6,MALE,12,3.75,148,3.385,0.365,15,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Good,Half Time,Third Year,Extended
BGSU00484,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Accounting Concepts for Nonbusiness Students,ACCT-2000,ACCT,2000,7,2016-10-06,16:31:00,17:49:00,77,MALE,10,2.333,139,2.924,-0.591,15,Thu,FALSE,1,Oct,16,Afternoon,Intermediate,Satisfactory,Half Time,Fourth Year,Extended
BGSU02522,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Precalculus Mathematics,MATH-1280,MATH,1000,7,2016-10-06,16:32:00,17:41:00,69,MALE,18,4,143,3.722,0.278,16,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU03482,Fall 2016,Undergraduate,Freshman,"BSAMPD:Apparel Merch & Prod Devp,MKT-MIN:Marketing",Spring Semester 2017,Introduction to Ethics,PHIL-1020,PHIL,1000,7,2016-10-06,16:43:00,17:48:00,65,FEMALE,18,2,28,2.5,-0.5,14,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Satisfactory,Full Time,First Year,Freshman
BGSU02841,Fall 2016,Undergraduate,Senior,IPP-BSED:Individualized Studies,Spring Semester 2020,Calculus and Analytic Geometry,MATH-1310,MATH,1000,7,2016-10-06,16:44:00,21:33:00,289,FEMALE,22,3.578,143,3.411,0.167,14,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Good,Overload,Fourth Year,Extended
BGSU02374,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,16:45:00,17:51:00,66,MALE,16,2.687,138,3.022,-0.335,15,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03200,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Spring Semester 2020,Introduction to Ethics,PHIL-1020,PHIL,1000,7,2016-10-06,16:46:00,17:22:00,36,FEMALE,14,1.727,134,3.336,-1.609,16,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03722,Fall 2016,Undergraduate,Senior,ECON-BSBA:Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,16:58:00,17:35:00,36,MALE,16,3.625,122,3.428,0.197,16,Thu,FALSE,1,Oct,16,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03601,Fall 2016,Undergraduate,Senior,MKT-BSBA:Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,17:09:00,18:40:00,90,FEMALE,16,3.625,133,3.373,0.252,17,Thu,FALSE,1,Oct,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU00294,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Data Structures,CS-3350,CS,3000,7,2016-10-06,17:15:00,18:04:00,48,MALE,15,3,128,3.094,-0.094,18,Thu,FALSE,1,Oct,17,Evening,Advanced,Good,Full Time,Fourth Year,Extended
BGSU01148,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry III with Vector Fields,MATH-2350,MATH,2000,7,2016-10-06,17:23:00,21:52:00,269,MALE,14,3.2,131,2.955,0.245,17,Thu,FALSE,1,Oct,17,Evening,Intermediate,Satisfactory,Full Time,Fourth Year,Extended
BGSU03411,Fall 2016,Undergraduate,Senior,SOWKBSSOWK:BS in Social Work,Fall Semester 2019,Introduction to Biology,BIOL-1040,BIOL,1000,7,2016-10-06,17:28:00,18:04:00,36,FEMALE,21,3.235,122,3.383,-0.148,18,Thu,FALSE,1,Oct,17,Evening,Introductory,Good,Overload,Fourth Year,Extended
BGSU01287,Fall 2016,Graduate,Graduate,CDISBSCDIS:BS in Communication Disorders,Spring Semester 2021,Introduction to Biology,BIOL-1040,BIOL,1000,7,2016-10-06,17:31:00,18:19:00,47,FEMALE,13,4,124,4,0,17,Thu,FALSE,1,Oct,17,Evening,Introductory,Excellent,Full Time,Graduate,Extended
BGSU01484,Fall 2016,Undergraduate,Senior,SUPC-BSBA:Supply Chain Management,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,17:31:00,18:35:00,63,MALE,16,3.437,123,2.991,0.446,18,Thu,FALSE,1,Oct,17,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU01319,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Introduction to Biology,BIOL-1040,BIOL,1000,7,2016-10-06,17:32:00,18:14:00,42,MALE,15,4,144,3.377,0.623,19,Thu,FALSE,1,Oct,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,7,2016-10-06,17:43:00,18:22:00,38,FEMALE,13,3.461,122,3.404,0.057,18,Thu,FALSE,1,Oct,17,Evening,Intermediate,Good,Full Time,Fourth Year,Extended
BGSU03581,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,17:49:00,19:17:00,88,FEMALE,16,2.769,144,2.854,-0.085,15,Thu,FALSE,1,Oct,17,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU03045,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Intermediate Financial Accounting I,ACCT-3210,ACCT,3000,7,2016-10-06,18:04:00,19:33:00,89,MALE,15,3.5,150,3.256,0.244,13,Thu,FALSE,1,Oct,18,Evening,Advanced,Good,Full Time,Fourth Year,Extended
BGSU01505,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,18:22:00,19:07:00,44,FEMALE,17,3.294,134,3.214,0.08,10,Thu,FALSE,1,Oct,18,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU00963,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2017,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,18:40:00,19:59:00,79,FEMALE,15,2,82,2.328,-0.328,8,Thu,FALSE,1,Oct,18,Evening,Introductory,Satisfactory,Full Time,Third Year,Junior
BGSU01845,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,18:40:00,19:50:00,69,MALE,16,3.307,125,3.213,0.094,9,Thu,FALSE,1,Oct,18,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02803,Fall 2016,Undergraduate,Senior,"MKT-BSBA:Marketing,SUPC-BSBA:Supply Chain Management",Summer Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,19:19:00,20:03:00,44,MALE,16,3.812,123,3.285,0.527,7,Thu,FALSE,1,Oct,19,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03557,Fall 2016,Undergraduate,Senior,MKT-BSBA:Marketing,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,19:19:00,20:03:00,44,MALE,16,2.769,125,3.02,-0.251,8,Thu,FALSE,1,Oct,19,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU01119,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Predictive Analytics,STAT-2120,STAT,2000,7,2016-10-06,20:00:00,21:06:00,65,MALE,13,2.153,126,2.616,-0.463,6,Thu,FALSE,1,Oct,20,Evening,Intermediate,Satisfactory,Full Time,Fourth Year,Extended
BGSU03921,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,20:10:00,21:44:00,94,FEMALE,19,4,122,4,0,5,Thu,FALSE,1,Oct,20,Evening,Introductory,Excellent,Overload,Graduate,Extended
BGSU03552,Fall 2016,Undergraduate,Senior,"ACCT-BSBA:Accounting,INBUS-BSBA:International Business",Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,20:16:00,21:52:00,96,FEMALE,20,3.588,148,3.471,0.117,6,Thu,FALSE,1,Oct,20,Evening,Introductory,Good,Overload,Fourth Year,Extended
BGSU03932,Fall 2016,Undergraduate,Senior,SALES-BSBA:Sales and Services Marketing,Summer Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,20:25:00,21:22:00,56,FEMALE,16,2.875,123,2.658,0.217,7,Thu,FALSE,1,Oct,20,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU00039,Fall 2016,Undergraduate,Senior,"BSHDFS:BS Hum Dev & Fam Stds,SOC-MIN:Sociology",Spring Semester 2021,Preadolescent and Adolescent in Family and Community,HDFS-2280,HDFS,2000,7,2016-10-06,20:49:00,21:03:00,14,FEMALE,9,1,105,1.873,-0.873,8,Thu,FALSE,1,Oct,20,Evening,Intermediate,Needs Improvement,Half Time,Fourth Year,Senior
BGSU03601,Fall 2016,Undergraduate,Senior,MKT-BSBA:Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-06,20:50:00,21:52:00,61,FEMALE,16,3.625,133,3.373,0.252,9,Thu,FALSE,1,Oct,20,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU00177,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Calculus and Analytic Geometry,MATH-1310,MATH,1000,7,2016-10-06,21:01:00,21:52:00,50,MALE,17,2.352,182,2.119,0.233,10,Thu,FALSE,1,Oct,21,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU01341,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,SCIENC-MIN:Science",Spring Semester 2020,College Algebra I,MATH-1210,MATH,1000,7,2016-10-06,21:17:00,21:52:00,35,MALE,15,3,139,2.692,0.308,9,Thu,FALSE,1,Oct,21,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-07,08:38:00,08:53:00,15,MALE,16,2.714,132,2.681,0.033,1,Fri,FALSE,1,Oct,8,Morning,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU00404,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry,MATH-1310,MATH,1000,7,2016-10-07,09:52:00,11:18:00,86,MALE,12,3.5,173,3.304,0.196,1,Fri,FALSE,1,Oct,9,Morning,Introductory,Good,Half Time,Fourth Year,Extended
BGSU03114,Fall 2016,Undergraduate,Senior,CRJUBSCRJU:BS in Criminal Justice,Summer Semester 2019,Elementary Spanish I,SPAN-1010,SPAN,1000,7,2016-10-07,10:00:00,11:15:00,75,MALE,17,3.235,122,3.174,0.061,2,Fri,FALSE,1,Oct,10,Morning,Introductory,Good,Full Time,Fourth Year,Extended
BGSU01382,Fall 2016,Undergraduate,Senior,FIN-BSBA:Finance,Summer Semester 2019,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,7,2016-10-07,10:32:00,11:12:00,39,MALE,15,2.6,122,3.034,-0.434,3,Fri,FALSE,1,Oct,10,Morning,Intermediate,Good,Full Time,Fourth Year,Extended
BGSU00659,Fall 2016,Undergraduate,Senior,"MGMT-BSBA:Management,MKT-BSBA:Marketing",Spring Semester 2020,Introduction to Information Systems,MIS-2000,MIS,2000,7,2016-10-07,10:33:00,11:12:00,39,FEMALE,13,2.615,129,2.8,-0.185,4,Fri,FALSE,1,Oct,10,Morning,Intermediate,Satisfactory,Full Time,Fourth Year,Extended
BGSU03660,Fall 2016,Undergraduate,Senior,PRE-BLS:Pre-Liberal Studies,Spring Semester 2021,"Aging, the Individual and Society",GERO-1010,GERO,1000,7,2016-10-07,10:47:00,12:09:00,81,MALE,15,2.428,111,2.678,-0.25,5,Fri,FALSE,1,Oct,10,Morning,Introductory,Satisfactory,Full Time,Fourth Year,Senior
BGSU00831,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2017,Modern Astronomy,ASTR-2010,ASTR,2000,7,2016-10-07,10:54:00,12:04:00,70,FEMALE,19,2.75,140,2.512,0.238,6,Fri,FALSE,1,Oct,10,Morning,Intermediate,Satisfactory,Overload,Fourth Year,Extended
BGSU00946,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Calculus and Analytic Geometry,MATH-1310,MATH,1000,7,2016-10-07,11:27:00,11:58:00,31,FEMALE,16,4,132,3.917,0.083,3,Fri,FALSE,1,Oct,11,Morning,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,7,2016-10-07,11:48:00,13:01:00,72,MALE,7,3,155,2.18,0.82,4,Fri,FALSE,1,Oct,11,Morning,Introductory,Satisfactory,Half Time,Fourth Year,Extended
BGSU00761,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Human Anatomy and Physiology II,BIOL-3320,BIOL,3000,7,2016-10-07,12:33:00,17:27:00,294,FEMALE,16,4,131,3.865,0.135,2,Fri,FALSE,1,Oct,12,Afternoon,Advanced,Excellent,Full Time,Fourth Year,Extended
BGSU02245,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Human Anatomy and Physiology II,BIOL-3320,BIOL,3000,7,2016-10-07,12:33:00,13:16:00,42,FEMALE,12,3.166,125,2.947,0.219,3,Fri,FALSE,1,Oct,12,Afternoon,Advanced,Satisfactory,Half Time,Third Year,Extended
BGSU02960,Fall 2016,Undergraduate,Senior,IPP-BSED:Individualized Studies,Fall Semester 2019,American Government: Processes and Structure,POLS-1100,POLS,1000,7,2016-10-07,13:02:00,16:35:00,212,MALE,16,3.769,122,3.336,0.433,3,Fri,FALSE,1,Oct,13,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU04245,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,DIGART-MIN:Digital Arts",Spring Semester 2020,Calculus and Analytic Geometry,MATH-1310,MATH,1000,7,2016-10-07,13:56:00,15:17:00,81,FEMALE,18,3.187,141,3.224,-0.037,3,Fri,FALSE,1,Oct,13,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03596,Fall 2016,Undergraduate,Senior,ECONBSECON:BS in Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,7,2016-10-07,13:58:00,15:00:00,62,MALE,13,3.769,128,3.588,0.181,4,Fri,FALSE,1,Oct,13,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU04168,Fall 2016,Undergraduate,Senior,"ENTREP-MIN:Entrepreneurship,IPP-BSED:Individualized Studies",Summer Semester 2020,Seminar in Academic Writing,GSW-1110,GSW,1000,7,2016-10-07,15:07:00,15:46:00,39,MALE,12,1.666,122,2.781,-1.115,4,Fri,FALSE,1,Oct,15,Afternoon,Introductory,Satisfactory,Half Time,Fourth Year,Extended
BGSU02074,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,7,2016-10-07,15:14:00,16:18:00,63,FEMALE,12,3,128,3.095,-0.095,5,Fri,FALSE,1,Oct,15,Afternoon,Introductory,Good,Half Time,Fourth Year,Extended
BGSU02559,Fall 2016,Graduate,Graduate,"NEUR-BS:Neuroscience,SCIENC-MIN:Science",Spring Semester 2021,Precalculus Mathematics,MATH-1280,MATH,1000,8,2016-10-11,17:56:00,18:21:00,24,MALE,16,3.687,123,3.727,-0.04,1,Tue,FALSE,2,Oct,17,Evening,Introductory,Excellent,Full Time,Graduate,Extended
BGSU02849,Fall 2016,Undergraduate,Senior,AEDSBSARCH:Arch/Environmental Desn Stds,Fall Semester 2020,Calculus and Analytic Geometry,MATH-1310,MATH,1000,8,2016-10-11,18:11:00,19:36:00,85,FEMALE,12,2.333,170,2.705,-0.372,2,Tue,FALSE,2,Oct,18,Evening,Introductory,Satisfactory,Half Time,Fourth Year,Extended
BGSU02867,Fall 2016,Graduate,Graduate,ACCT-BSBA:Accounting,Spring Semester 2021,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-11,18:11:00,19:28:00,77,MALE,16,4,123,4,0,3,Tue,FALSE,2,Oct,18,Evening,Introductory,Excellent,Full Time,Graduate,Extended
BGSU03375,Fall 2016,Undergraduate,Senior,FIN-BSBA:Finance,Spring Semester 2020,College Algebra,MATH-1220,MATH,1000,8,2016-10-11,18:11:00,19:20:00,68,MALE,12,3,122,3.271,-0.271,4,Tue,FALSE,2,Oct,18,Evening,Introductory,Good,Half Time,Fourth Year,Extended
BGSU01142,Fall 2016,Undergraduate,Senior,"BSECET:Electronics & Computer Eng Tec,COMPSC-MIN:Computer Science",Fall Semester 2019,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,8,2016-10-11,19:19:00,20:47:00,88,MALE,18,2.8,165,2.759,0.041,4,Tue,FALSE,2,Oct,19,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU02365,Fall 2016,Undergraduate,Senior,"TLEP-BSED:Tourism, Hospitality & Event M",Summer Semester 2020,College Algebra,MATH-1220,MATH,1000,8,2016-10-11,19:59:00,20:42:00,42,MALE,18,3.6,133,3.015,0.585,2,Tue,FALSE,2,Oct,19,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02958,Fall 2016,Undergraduate,Senior,"FIN-BSBA:Finance,INSU-BSBA:Insurance and Risk Management",Summer Semester 2020,Intermediate Algebra,MATH-95X,MATH,99,8,2016-10-11,21:15:00,21:55:00,39,MALE,14,2.8,131,2.916,-0.116,1,Tue,FALSE,2,Oct,21,Evening,Graduate,Satisfactory,Full Time,Fourth Year,Extended
BGSU03885,Fall 2016,Undergraduate,Senior,"MKT-MIN:Marketing,TCOM-BA:Media Production and Studies",Spring Semester 2020,Intermediate Algebra,MATH-95X,MATH,99,8,2016-10-11,21:15:00,21:55:00,39,FEMALE,15,3.5,126,3.576,-0.076,2,Tue,FALSE,2,Oct,21,Evening,Graduate,Excellent,Full Time,Fourth Year,Extended
BGSU02897,Fall 2016,Undergraduate,Senior,"INBUS-BSBA:International Business,SUPC-BSBA:Supply Chain Management",Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,08:09:00,11:37:00,208,MALE,17,3.647,132,3.769,-0.122,1,Wed,FALSE,2,Oct,8,Morning,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU02954,Fall 2016,Undergraduate,Senior,"FIN-BSBA:Finance,INSU-BSBA:Insurance and Risk Management",Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,09:12:00,10:13:00,60,MALE,16,3.538,129,3.576,-0.038,2,Wed,FALSE,2,Oct,9,Morning,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU03977,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,09:12:00,10:14:00,61,MALE,17,4,31,4,0,3,Wed,FALSE,2,Oct,9,Morning,Introductory,Excellent,Full Time,First Year,Sophomore
BGSU03885,Fall 2016,Undergraduate,Senior,"MKT-MIN:Marketing,TCOM-BA:Media Production and Studies",Spring Semester 2020,Intermediate Algebra,MATH-95X,MATH,99,8,2016-10-12,09:25:00,12:22:00,177,FEMALE,15,3.5,126,3.576,-0.076,4,Wed,FALSE,2,Oct,9,Morning,Graduate,Excellent,Full Time,Fourth Year,Extended
BGSU03601,Fall 2016,Undergraduate,Senior,MKT-BSBA:Marketing,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,09:30:00,10:28:00,58,FEMALE,16,3.625,133,3.373,0.252,5,Wed,FALSE,2,Oct,9,Morning,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03497,Fall 2016,Graduate,Graduate,"BSHDFS:BS Hum Dev & Fam Stds,PSYC-MIN:Psychology",Fall Semester 2020,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,09:31:00,11:33:00,122,FEMALE,14,4,176,3.625,0.375,6,Wed,FALSE,2,Oct,9,Morning,Introductory,Excellent,Full Time,Graduate,Extended
BGSU01302,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2017,Business Analytics V: Prescriptive Analytics,OR-3800,OR,3000,8,2016-10-12,10:24:00,11:23:00,58,MALE,15,3.4,128,3.442,-0.042,5,Wed,FALSE,2,Oct,10,Morning,Advanced,Good,Full Time,Fourth Year,Extended
BGSU01408,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2017,Business Analytics V: Prescriptive Analytics,OR-3800,OR,3000,8,2016-10-12,10:24:00,11:16:00,51,MALE,18,2.666,129,2.686,-0.02,6,Wed,FALSE,2,Oct,10,Morning,Advanced,Satisfactory,Full Time,Fourth Year,Extended
BGSU03252,Fall 2016,Undergraduate,Senior,HLTHBSDIET:BS in Dietetics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,10:30:00,16:22:00,351,FEMALE,16,3.769,129,3.577,0.192,6,Wed,FALSE,2,Oct,10,Morning,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU02770,Fall 2016,Undergraduate,Senior,"BLS-BLS:Liberal Studies,BLSOL:BLS On Line Degree Prog",Spring Semester 2020,Precalculus Mathematics,MATH-1280,MATH,1000,8,2016-10-12,10:42:00,13:02:00,140,MALE,12,2.25,136,2.72,-0.47,7,Wed,FALSE,2,Oct,10,Morning,Introductory,Satisfactory,Half Time,Fourth Year,Extended
BGSU01732,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,SCIENC-MIN:Science",Fall Semester 2020,General Psychology,PSYC-1010,PSYC,1000,8,2016-10-12,10:44:00,12:01:00,77,MALE,13,2.076,133,3.039,-0.963,8,Wed,FALSE,2,Oct,10,Morning,Introductory,Good,Full Time,Fourth Year,Extended
BGSU01005,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,8,2016-10-12,10:56:00,13:04:00,127,MALE,12,2.75,141,2.601,0.149,9,Wed,FALSE,2,Oct,10,Morning,Introductory,Satisfactory,Half Time,Fourth Year,Extended
BGSU01221,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,General Chemistry,CHEM-1250,CHEM,1000,8,2016-10-12,11:02:00,12:10:00,68,FEMALE,14,3.285,128,3.2,0.085,10,Wed,FALSE,2,Oct,11,Morning,Introductory,Good,Full Time,Fourth Year,Extended
BGSU01864,Fall 2016,Undergraduate,Senior,PRE-BLS:Pre-Liberal Studies,Spring Semester 2020,General Chemistry,CHEM-1250,CHEM,1000,8,2016-10-12,11:26:00,12:07:00,41,FEMALE,18,3.083,119,2.284,0.799,9,Wed,FALSE,2,Oct,11,Morning,Introductory,Satisfactory,Full Time,Fourth Year,Senior
BGSU01040,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,8,2016-10-12,11:33:00,13:39:00,126,FEMALE,12,2.5,89,3.317,-0.817,9,Wed,FALSE,2,Oct,11,Morning,Introductory,Good,Half Time,Third Year,Junior
BGSU03114,Fall 2016,Undergraduate,Senior,CRJUBSCRJU:BS in Criminal Justice,Summer Semester 2019,Elementary Spanish I,SPAN-1010,SPAN,1000,8,2016-10-12,11:37:00,12:22:00,45,MALE,17,3.235,122,3.174,0.061,9,Wed,FALSE,2,Oct,11,Morning,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02561,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Basic Organic Chemistry,CHEM-3060,CHEM,3000,8,2016-10-12,12:00:00,12:55:00,54,MALE,15,3.5,89,3.585,-0.085,10,Wed,FALSE,2,Oct,12,Afternoon,Advanced,Excellent,Full Time,Fourth Year,Junior
BGSU03977,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Basic Calculus,MATH-1260,MATH,1000,8,2016-10-12,12:04:00,12:56:00,51,MALE,17,4,31,4,0,10,Wed,FALSE,2,Oct,12,Afternoon,Introductory,Excellent,Full Time,First Year,Sophomore
BGSU03225,Fall 2016,Undergraduate,Senior,EMST-BSTC:Mechatronics Engineering Tech,Spring Semester 2021,College Algebra,MATH-1220,MATH,1000,8,2016-10-12,12:27:00,13:29:00,61,FEMALE,17,3.058,128,3.233,-0.175,7,Wed,FALSE,2,Oct,12,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
