Student_IDs,Semester,Degree_Type,Class_Standing,Major,Expected_Graduation,Course_Name,Course_Number,Course_Type,Course_Code_by_Thousands,Semester_Week,Check_In_Date,Check_In_Time,Check_Out_Time,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Is_Weekend,Week_of_Month,Month,Hour_of_Day,Time_Period,Course_Level,GPA_Category,Credit_Load_Category,Class_Standing_Self_Reported,Class_Standing_BGSU
BGSU02770,Fall 2016,Undergraduate,Senior,"BLS-BLS:Liberal Studies,BLSOL:BLS On Line Degree Prog",Spring Semester 2020,Precalculus Mathematics,MATH-1280,MATH,1000,1,2016-08-23,10:51:00,12:37:00,106,MALE,12,2.25,136,2.72,-0.47,1,Tue,FALSE,4,Aug,10,Morning,Introductory,Satisfactory,Half Time,Fourth Year,Extended
BGSU02020,Fall 2016,Undergraduate,Senior,"MIS-BSBA:Information Systems,SUPC-BSBA:Supply Chain Management",Spring Semester 2020,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,1,2016-08-23,11:38:00,12:24:00,45,MALE,16,2.312,131,2.562,-0.25,2,Tue,FALSE,4,Aug,11,Morning,Intermediate,Satisfactory,Full Time,Fourth Year,Extended
BGSU00467,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra,MATH-1220,MATH,1000,1,2016-08-23,13:56:00,15:32:00,96,MALE,17,3,148,2.812,0.188,1,Tue,FALSE,4,Aug,13,Afternoon,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU02909,Fall 2016,Undergraduate,Senior,MCED-BSED:Middle Childhood Education,Spring Semester 2021,Precalculus Mathematics,MATH-1280,MATH,1000,1,2016-08-23,14:47:00,15:56:00,68,FEMALE,21,3.562,150,3.633,-0.071,2,Tue,FALSE,4,Aug,14,Afternoon,Introductory,Excellent,Overload,Fourth Year,Extended
BGSU03838,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,ENTREP-MIN:Entrepreneurship",Fall Semester 2020,Elementary Algebra,MATH-90X,MATH,99,1,2016-08-25,10:55:00,12:25:00,89,MALE,15,3,119,3.105,-0.105,1,Thu,FALSE,4,Aug,10,Morning,Graduate,Good,Full Time,Fourth Year,Senior
BGSU02810,Fall 2016,Undergraduate,Senior,"INBUS-BSBA:International Business,MGMT-BSBA:Management",Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,1,2016-08-25,17:37:00,21:06:00,208,FEMALE,16,3.062,128,3.201,-0.139,1,Thu,FALSE,4,Aug,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02815,Fall 2016,Undergraduate,Senior,AVST-BSTC:Aviation Studies,Fall Semester 2019,College Algebra,MATH-1220,MATH,1000,1,2016-08-25,17:53:00,19:58:00,124,MALE,17,3.357,130,3.706,-0.349,2,Thu,FALSE,4,Aug,17,Evening,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU03976,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Spring Semester 2021,College Algebra,MATH-1220,MATH,1000,1,2016-08-25,17:54:00,19:58:00,123,MALE,15,2.666,105,2.192,0.474,3,Thu,FALSE,4,Aug,17,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Senior
BGSU02245,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Calculus and Analytic Geometry,MATH-1310,MATH,1000,1,2016-08-25,18:05:00,20:21:00,136,FEMALE,12,3.166,125,2.947,0.219,4,Thu,FALSE,4,Aug,18,Evening,Introductory,Satisfactory,Half Time,Third Year,Extended
BGSU02749,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,1,2016-08-25,18:22:00,19:17:00,54,FEMALE,19,4,122,3.828,0.172,5,Thu,FALSE,4,Aug,18,Evening,Introductory,Excellent,Overload,Third Year,Extended
BGSU03325,Fall 2016,Undergraduate,Senior,"COMPSC-BA:Computer Science,GBUS-MIN:General Business",Summer Semester 2020,Elementary Algebra,MATH-90X,MATH,99,1,2016-08-25,19:19:00,21:45:00,146,MALE,16,4,134,3.5,0.5,5,Thu,FALSE,4,Aug,19,Evening,Graduate,Excellent,Full Time,Fourth Year,Extended
BGSU02426,Fall 2016,Undergraduate,Senior,"GEOL-BS:Geology,SCIENC-MIN:Science",Spring Semester 2020,Precalculus Mathematics,MATH-1280,MATH,1000,1,2016-08-25,19:36:00,21:14:00,97,MALE,16,2.461,122,2.857,-0.396,6,Thu,FALSE,4,Aug,19,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU03147,Fall 2016,Undergraduate,Senior,MKT-BSBA:Marketing,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,1,2016-08-25,19:55:00,20:52:00,56,MALE,13,2.307,126,2.931,-0.624,7,Thu,FALSE,4,Aug,19,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU02449,Fall 2016,Undergraduate,Junior,No Response,Summer Semester 2017,Basic Calculus,MATH-1260,MATH,1000,1,2016-08-25,20:44:00,21:26:00,41,MALE,16,3.076,63,2.964,0.112,5,Thu,FALSE,4,Aug,20,Evening,Introductory,Satisfactory,Full Time,Third Year,Junior
BGSU02815,Fall 2016,Undergraduate,Senior,AVST-BSTC:Aviation Studies,Fall Semester 2019,College Algebra,MATH-1220,MATH,1000,1,2016-08-25,20:46:00,21:47:00,60,MALE,17,3.357,130,3.706,-0.349,6,Thu,FALSE,4,Aug,20,Evening,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU03239,Fall 2016,Undergraduate,Senior,IPC-BAC:Communication,Fall Semester 2020,Basic Calculus,MATH-1260,MATH,1000,1,2016-08-25,20:47:00,21:48:00,61,MALE,18,1.933,124,2.212,-0.279,7,Thu,FALSE,4,Aug,20,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU03976,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Spring Semester 2021,College Algebra,MATH-1220,MATH,1000,1,2016-08-25,20:51:00,21:47:00,55,MALE,15,2.666,105,2.192,0.474,8,Thu,FALSE,4,Aug,20,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Senior
BGSU02006,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Spring Semester 2021,College Algebra,MATH-1220,MATH,1000,1,2016-08-25,20:57:00,21:47:00,49,MALE,19,2.111,111,2.64,-0.529,8,Thu,FALSE,4,Aug,20,Evening,Introductory,Satisfactory,Overload,Fourth Year,Senior
BGSU01337,Fall 2016,Undergraduate,Senior,"PSYC-BS:Psychology,PUBHL-MIN:Public Health",Summer Semester 2019,College Algebra I,MATH-1210,MATH,1000,1,2016-08-25,20:58:00,21:47:00,49,FEMALE,18,2.285,139,2.019,0.266,9,Thu,FALSE,4,Aug,20,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU02590,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,DATASC-MIN:Data Science",Spring Semester 2021,College Algebra,MATH-1220,MATH,1000,1,2016-08-28,18:00:00,18:47:00,47,MALE,11,3,178,3.121,-0.121,1,Sun,TRUE,4,Aug,18,Evening,Introductory,Good,Half Time,Fourth Year,Extended
BGSU03596,Fall 2016,Undergraduate,Senior,ECONBSECON:BS in Economics,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-29,14:01:00,14:56:00,54,MALE,13,3.769,128,3.588,0.181,1,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU02896,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Fall Semester 2019,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,14:30:00,15:17:00,46,FEMALE,16,4,123,3.649,0.351,2,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU03155,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,14:34:00,16:46:00,131,FEMALE,19,4,128,3.512,0.488,3,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Overload,Fourth Year,Extended
BGSU02527,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,14:35:00,16:46:00,131,MALE,19,4,134,3.606,0.394,4,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Overload,Fourth Year,Extended
BGSU03587,Fall 2016,Undergraduate,Junior,CONM-BSCM:Construction Mgmt & Technology,Summer Semester 2019,College Algebra I,MATH-1210,MATH,1000,2,2016-08-29,14:54:00,19:42:00,288,MALE,12,3,69,2.68,0.32,5,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Satisfactory,Half Time,Third Year,Junior
BGSU03200,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,14:58:00,15:27:00,28,FEMALE,14,1.727,134,3.336,-1.609,5,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03439,Fall 2016,Undergraduate,Junior,BSHDFS:BS Hum Dev & Fam Stds,Spring Semester 2021,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,14:59:00,15:27:00,28,FEMALE,13,2.692,73,2.9,-0.208,6,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Satisfactory,Full Time,Third Year,Junior
BGSU03685,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Fall Semester 2019,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,14:59:00,15:27:00,28,FEMALE,16,3.812,123,3.6,0.212,7,Mon,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU02719,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Summer Semester 2019,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,15:00:00,17:35:00,154,FEMALE,15,4,135,3.714,0.286,8,Mon,FALSE,5,Aug,15,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU03129,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Summer Semester 2019,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,15:00:00,16:29:00,88,FEMALE,18,3.8,132,3.277,0.523,9,Mon,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02696,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,15:07:00,16:52:00,105,FEMALE,13,3.23,129,3.415,-0.185,10,Mon,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03545,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,PREVET:Pre-Prof Prog in Vet Med,SCIENC-MIN:Science",Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,15:12:00,16:14:00,62,FEMALE,17,2.181,122,3.025,-0.844,11,Mon,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02722,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration,INSUNB-MIN:Insu & Risk Mgmt (NB Maj)",Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,15:21:00,17:08:00,107,FEMALE,16,3.375,135,3.469,-0.094,11,Mon,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03136,Fall 2016,Undergraduate,Senior,"HLTHBSNS:BS in Nutrition Sciences,PREPA:Pre-Prof Physician Assistant",Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-29,15:50:00,17:35:00,104,FEMALE,16,4,126,3.862,0.138,9,Mon,FALSE,5,Aug,15,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU00629,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Operating Systems and Networks,CS-3270,CS,3000,2,2016-08-29,16:04:00,18:05:00,120,MALE,15,2.25,137,2.722,-0.472,10,Mon,FALSE,5,Aug,16,Afternoon,Advanced,Satisfactory,Full Time,Fourth Year,Extended
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Computer Organization,CS-2170,CS,2000,2,2016-08-29,16:57:00,18:04:00,66,FEMALE,6,0,12,3,-3,6,Mon,FALSE,5,Aug,16,Afternoon,Intermediate,Good,Part Time,Graduate,Freshman
BGSU00682,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,General Chemistry,CHEM-1250,CHEM,1000,2,2016-08-30,08:32:00,19:01:00,629,MALE,12,3.333,203,3.736,-0.403,1,Tue,FALSE,5,Aug,8,Morning,Introductory,Excellent,Half Time,Fourth Year,Extended
BGSU04211,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Business Finance,FIN-3000,FIN,3000,2,2016-08-30,11:30:00,13:30:00,120,FEMALE,15,3.8,148.27,3.76,0.04,2,Tue,FALSE,5,Aug,11,Morning,Advanced,Excellent,Full Time,Fourth Year,Extended
BGSU01738,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,General Chemistry,CHEM-1250,CHEM,1000,2,2016-08-30,12:31:00,14:06:00,95,FEMALE,15,3.133,146,3.447,-0.314,3,Tue,FALSE,5,Aug,12,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03388,Fall 2016,Undergraduate,Sophomore,No Response,Spring Semester 2018,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-30,13:16:00,15:05:00,109,FEMALE,16,3.625,72,3.555,0.07,4,Tue,FALSE,5,Aug,13,Afternoon,Introductory,Excellent,Full Time,Second Year,Junior
BGSU03674,Fall 2016,Undergraduate,Sophomore,"NUR:Nursing,PRE-NUR:Pre-Nursing",Spring Semester 2018,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-30,13:17:00,14:24:00,67,FEMALE,13,2.692,49,2.936,-0.244,5,Tue,FALSE,5,Aug,13,Afternoon,Introductory,Satisfactory,Full Time,Second Year,Sophomore
BGSU01514,Fall 2016,Undergraduate,Junior,No Response,Summer Semester 2018,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,2,2016-08-30,14:13:00,15:44:00,90,MALE,10,2.5,123,2.905,-0.405,4,Tue,FALSE,5,Aug,14,Afternoon,Intermediate,Satisfactory,Half Time,Third Year,Extended
BGSU01216,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Accounting and Business Concepts II,ACCT-2220,ACCT,2000,2,2016-08-30,14:16:00,15:35:00,78,MALE,19,3.062,122,2.867,0.195,5,Tue,FALSE,5,Aug,14,Afternoon,Intermediate,Satisfactory,Overload,Fourth Year,Extended
BGSU01498,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,2,2016-08-30,14:16:00,15:47:00,90,MALE,15,2.5,122,3.038,-0.538,6,Tue,FALSE,5,Aug,14,Afternoon,Intermediate,Good,Full Time,Third Year,Extended
BGSU02804,Fall 2016,Undergraduate,Senior,MCED-BSED:Middle Childhood Education,Spring Semester 2021,Calculus and Analytic Geometry,MATH-1310,MATH,1000,2,2016-08-30,14:19:00,14:42:00,22,FEMALE,17,3.571,147,3.632,-0.061,7,Tue,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU02059,Fall 2016,Graduate,Graduate,ECON-MA:Financial Economics,Spring Semester 2021,Accounting and Business Concepts II,ACCT-2220,ACCT,2000,2,2016-08-30,14:26:00,16:01:00,95,MALE,16,3.812,9,4,-0.188,7,Tue,FALSE,5,Aug,14,Afternoon,Intermediate,Excellent,Full Time,Graduate,Freshman
BGSU02105,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Precalculus Mathematics,MATH-1280,MATH,1000,2,2016-08-30,14:27:00,16:00:00,93,FEMALE,15,3.8,123,3.866,-0.066,8,Tue,FALSE,5,Aug,14,Afternoon,Introductory,Excellent,Full Time,Third Year,Extended
BGSU03607,Fall 2016,Undergraduate,Sophomore,No Response,Spring Semester 2017,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,14:28:00,16:02:00,94,FEMALE,14,2.875,62,3.4,-0.525,9,Tue,FALSE,5,Aug,14,Afternoon,Introductory,Good,Full Time,Second Year,Junior
BGSU01781,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,MATH-BS:Mathematics",Fall Semester 2019,Accounting Concepts for Nonbusiness Students,ACCT-2000,ACCT,2000,2,2016-08-30,14:38:00,15:00:00,22,FEMALE,16,2.187,123,2.763,-0.576,10,Tue,FALSE,5,Aug,14,Afternoon,Intermediate,Satisfactory,Full Time,Fourth Year,Extended
BGSU01731,Fall 2016,Undergraduate,Senior,"MEDTECH:BS in Medical Laboratory Sci,PUBHL-MIN:Public Health",Spring Semester 2020,College Algebra I,MATH-1210,MATH,1000,2,2016-08-30,15:00:00,15:16:00,15,MALE,15,3,167,3.085,-0.085,9,Tue,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,2,2016-08-30,15:38:00,15:49:00,10,FEMALE,6,0,12,3,-3,7,Tue,FALSE,5,Aug,15,Afternoon,Advanced,Good,Part Time,Graduate,Freshman
BGSU02705,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Precalculus Mathematics,MATH-1280,MATH,1000,2,2016-08-30,15:48:00,17:01:00,73,FEMALE,13,3.23,35,3.068,0.162,6,Tue,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,First Year,Sophomore
BGSU00844,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Accounting Concepts for Nonbusiness Students,ACCT-2000,ACCT,2000,2,2016-08-30,15:49:00,16:23:00,33,FEMALE,15,1.818,148,2.871,-1.053,6,Tue,FALSE,5,Aug,15,Afternoon,Intermediate,Satisfactory,Full Time,Fourth Year,Extended
BGSU00629,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Operating Systems and Networks,CS-3270,CS,3000,2,2016-08-30,15:54:00,16:32:00,37,MALE,15,2.25,137,2.722,-0.472,7,Tue,FALSE,5,Aug,15,Afternoon,Advanced,Satisfactory,Full Time,Fourth Year,Extended
BGSU01724,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,College Algebra,MATH-1220,MATH,1000,2,2016-08-30,15:55:00,16:34:00,38,MALE,14,3.142,122,3.191,-0.049,8,Tue,FALSE,5,Aug,15,Afternoon,Introductory,Good,Full Time,Third Year,Extended
BGSU02346,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra,MATH-1220,MATH,1000,2,2016-08-30,15:55:00,16:34:00,39,MALE,23,3.187,127,2.934,0.253,9,Tue,FALSE,5,Aug,15,Afternoon,Introductory,Satisfactory,Overload,Fourth Year,Extended
BGSU01845,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,16:15:00,17:52:00,97,MALE,16,3.307,125,3.213,0.094,7,Tue,FALSE,5,Aug,16,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02948,Fall 2016,Undergraduate,Senior,MIS-BSBA:Information Systems,Spring Semester 2020,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,16:27:00,18:37:00,129,MALE,16,3.076,123,3.117,-0.041,7,Tue,FALSE,5,Aug,16,Afternoon,Introductory,Good,Full Time,Fourth Year,Extended
BGSU00622,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2017,Language Design and Implementation,CS-4090,CS,4000,2,2016-08-30,16:29:00,17:31:00,61,MALE,18,4,169,3.976,0.024,8,Tue,FALSE,5,Aug,16,Afternoon,Advanced,Excellent,Full Time,Fourth Year,Extended
BGSU01693,Fall 2016,Undergraduate,Junior,PRE-BLS:Pre-Liberal Studies,Spring Semester 2018,Programming Fundamentals,CS-2010,CS,2000,2,2016-08-30,16:42:00,18:52:00,129,FEMALE,12,1,79,2.535,-1.535,6,Tue,FALSE,5,Aug,16,Afternoon,Intermediate,Satisfactory,Half Time,Third Year,Junior
BGSU04017,Fall 2016,Undergraduate,Sophomore,No Response,Spring Semester 2018,Modern Astronomy,ASTR-2010,ASTR,2000,2,2016-08-30,16:57:00,17:35:00,38,FEMALE,13,1.714,65,2.333,-0.619,7,Tue,FALSE,5,Aug,16,Afternoon,Intermediate,Satisfactory,Full Time,Second Year,Junior
BGSU03200,Fall 2016,Undergraduate,Senior,MIIS-BSED:Intervention Specialist,Spring Semester 2020,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-30,17:32:00,18:28:00,55,FEMALE,14,1.727,134,3.336,-1.609,6,Tue,FALSE,5,Aug,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02728,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,College Algebra,MATH-1220,MATH,1000,2,2016-08-30,17:35:00,17:56:00,21,MALE,14,3.5,30,3.73,-0.23,6,Tue,FALSE,5,Aug,17,Evening,Introductory,Excellent,Full Time,First Year,Sophomore
BGSU04082,Fall 2016,Undergraduate,Junior,"NUR:Nursing,PRE-NUR:Pre-Nursing",Spring Semester 2018,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-30,17:35:00,19:34:00,119,MALE,12,3.75,148,3.385,0.365,7,Tue,FALSE,5,Aug,17,Evening,Introductory,Good,Half Time,Third Year,Extended
BGSU01505,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,17:38:00,19:13:00,95,FEMALE,17,3.294,134,3.214,0.08,8,Tue,FALSE,5,Aug,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU02841,Fall 2016,Undergraduate,Senior,IPP-BSED:Individualized Studies,Spring Semester 2020,General Chemistry,CHEM-1250,CHEM,1000,2,2016-08-30,17:41:00,17:53:00,11,FEMALE,22,3.578,143,3.411,0.167,9,Tue,FALSE,5,Aug,17,Evening,Introductory,Good,Overload,Fourth Year,Extended
BGSU02896,Fall 2016,Undergraduate,Senior,"BSNUR:BS in Nursing,NUR:Nursing",Fall Semester 2019,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-30,17:50:00,18:14:00,24,FEMALE,16,4,123,3.649,0.351,10,Tue,FALSE,5,Aug,17,Evening,Introductory,Excellent,Full Time,Fourth Year,Extended
BGSU02724,Fall 2016,Graduate,Graduate,"HIST-BA:History,PHOTO-MIN:Photography",Spring Semester 2021,Principles of Sociology,SOC-1010,SOC,1000,2,2016-08-30,17:51:00,18:53:00,61,FEMALE,15,3.5,126,4,-0.5,11,Tue,FALSE,5,Aug,17,Evening,Introductory,Excellent,Full Time,Graduate,Extended
BGSU03169,Fall 2016,Undergraduate,Senior,MEDTECH:BS in Medical Laboratory Sci,Spring Semester 2021,Principles of Sociology,SOC-1010,SOC,1000,2,2016-08-30,17:51:00,18:52:00,61,FEMALE,16,3.09,157,3.234,-0.144,12,Tue,FALSE,5,Aug,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU03799,Fall 2016,Undergraduate,Freshman,No Response,Spring Semester 2017,Principles of Sociology,SOC-1010,SOC,1000,2,2016-08-30,17:51:00,18:52:00,60,FEMALE,20,3.526,36,3.636,-0.11,13,Tue,FALSE,5,Aug,17,Evening,Introductory,Excellent,Overload,First Year,Sophomore
BGSU02374,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,17:57:00,19:03:00,65,MALE,16,2.687,138,3.022,-0.335,11,Tue,FALSE,5,Aug,17,Evening,Introductory,Good,Full Time,Fourth Year,Extended
BGSU04056,Fall 2016,Undergraduate,Senior,BSPH:BS in Public Health,Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,2,2016-08-30,17:59:00,20:17:00,137,FEMALE,14,2.571,95,1.949,0.622,12,Tue,FALSE,5,Aug,17,Evening,Introductory,Needs Improvement,Full Time,Fourth Year,Senior
BGSU03727,Fall 2016,Undergraduate,Senior,INDIV-BSBA:Individualized Business - ECAM,Fall Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,18:08:00,20:19:00,130,FEMALE,13,2.1,126,2.822,-0.722,13,Tue,FALSE,5,Aug,18,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU02539,Fall 2016,Undergraduate,Junior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,2,2016-08-30,18:20:00,19:54:00,93,FEMALE,20,3.647,82,3.68,-0.033,13,Tue,FALSE,5,Aug,18,Evening,Introductory,Excellent,Overload,Third Year,Junior
BGSU03034,Fall 2016,Undergraduate,Senior,"BSGERO:BS in Gerontology,PSYC-MIN:Psychology",Spring Semester 2020,Elementary Chemistry Laboratory,CHEM-1100,CHEM,1000,2,2016-08-30,18:25:00,20:25:00,119,FEMALE,15,2.466,123,2.884,-0.418,14,Tue,FALSE,5,Aug,18,Evening,Introductory,Satisfactory,Full Time,Fourth Year,Extended
BGSU03388,Fall 2016,Undergraduate,Sophomore,No Response,Spring Semester 2018,Elementary Chemistry,CHEM-1090,CHEM,1000,2,2016-08-30,18:50:00,20:53:00,123,FEMALE,16,3.625,72,3.555,0.07,13,Tue,FALSE,5,Aug,18,Evening,Introductory,Excellent,Full Time,Second Year,Junior
BGSU02559,Fall 2016,Graduate,Graduate,"NEUR-BS:Neuroscience,SCIENC-MIN:Science",Spring Semester 2021,Precalculus Mathematics,MATH-1280,MATH,1000,2,2016-08-30,18:53:00,19:15:00,21,MALE,16,3.687,123,3.727,-0.04,10,Tue,FALSE,5,Aug,18,Evening,Introductory,Excellent,Full Time,Graduate,Extended
BGSU00682,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,General Chemistry,CHEM-1250,CHEM,1000,2,2016-08-30,19:01:00,20:26:00,84,MALE,12,3.333,203,3.736,-0.403,10,Tue,FALSE,5,Aug,19,Evening,Introductory,Excellent,Half Time,Fourth Year,Extended
BGSU04037,Fall 2016,Undergraduate,Senior,AEDSBSARCH:Arch/Environmental Desn Stds,Spring Semester 2020,College Algebra,MATH-1220,MATH,1000,2,2016-08-30,19:04:00,21:44:00,159,FEMALE,19,3.071,142,3.296,-0.225,10,Tue,FALSE,5,Aug,19,Evening,Introductory,Good,Overload,Fourth Year,Extended
BGSU00121,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Basic Calculus,MATH-1260,MATH,1000,2,2016-08-30,19:05:00,20:19:00,74,MALE,12,2.666,133,2.636,0.03,11,Tue,FALSE,5,Aug,19,Evening,Introductory,Satisfactory,Half Time,Fourth Year,Extended
