datetime,hourly_cloudcover,hourly_temperature_2m,hourly_windspeed_10m,hourly_precipitation,hourly_rain,hourly_snowfall
2016-08-23T04:00:00Z,0,60.9,7.3,0,0,0
2016-08-23T05:00:00Z,0,60.3,7.2,0,0,0
2016-08-23T06:00:00Z,0,59.6,6.9,0,0,0
2016-08-23T07:00:00Z,0,59,7.3,0,0,0
2016-08-23T08:00:00Z,0,58.5,7.3,0,0,0
2016-08-23T09:00:00Z,1,58.1,6.3,0,0,0
2016-08-23T10:00:00Z,10,57.8,6.8,0,0,0
2016-08-23T11:00:00Z,7,59.8,8.9,0,0,0
2016-08-23T12:00:00Z,14,65.4,8.2,0,0,0
2016-08-23T13:00:00Z,14,70.2,9.4,0,0,0
2016-08-23T14:00:00Z,18,74.1,11.7,0,0,0
2016-08-23T15:00:00Z,68,76.3,13.4,0,0,0
2016-08-23T16:00:00Z,90,77.8,12.9,0,0,0
2016-08-23T17:00:00Z,78,79,12.7,0,0,0
2016-08-23T18:00:00Z,54,79.5,12.7,0,0,0
2016-08-23T19:00:00Z,75,79.9,12.6,0,0,0
2016-08-23T20:00:00Z,30,80.5,12.1,0,0,0
2016-08-23T21:00:00Z,40,80.2,10.7,0,0,0
2016-08-23T22:00:00Z,40,79,9.4,0,0,0
2016-08-23T23:00:00Z,35,76,6.9,0,0,0
2016-08-24T00:00:00Z,7,72.5,8.1,0,0,0
2016-08-24T01:00:00Z,3,70.4,8.4,0,0,0
2016-08-24T02:00:00Z,18,68.9,10.8,0,0,0
2016-08-24T03:00:00Z,51,68.2,11.6,0,0,0
2016-08-24T04:00:00Z,78,67.8,12.5,0,0,0
2016-08-24T05:00:00Z,80,67.3,12.8,0,0,0
2016-08-24T06:00:00Z,98,66.2,12.7,0,0,0
2016-08-24T07:00:00Z,98,65.9,11.2,0,0,0
2016-08-24T08:00:00Z,92,65.5,10.9,0,0,0
2016-08-24T09:00:00Z,76,64.9,9.7,0,0,0
2016-08-24T10:00:00Z,71,64.6,11.7,0,0,0
2016-08-24T11:00:00Z,27,66.1,14.3,0,0,0
2016-08-24T12:00:00Z,43,69.2,15.4,0,0,0
2016-08-24T13:00:00Z,35,73.3,18.5,0,0,0
2016-08-24T14:00:00Z,84,76.2,19.9,0,0,0
2016-08-24T15:00:00Z,99,79,22.1,0,0,0
2016-08-24T16:00:00Z,100,80.7,26.4,0,0,0
2016-08-24T17:00:00Z,100,82,24.6,0,0,0
2016-08-24T18:00:00Z,100,82.8,24,0.3,0.3,0
2016-08-24T19:00:00Z,100,82.6,22.9,0.3,0.3,0
2016-08-24T20:00:00Z,100,81.7,22.2,0.2,0.2,0
2016-08-24T21:00:00Z,100,80,18.1,0,0,0
2016-08-24T22:00:00Z,97,78.1,13.8,0.8,0.8,0
2016-08-24T23:00:00Z,100,76.1,13,1.6,1.6,0
2016-08-25T00:00:00Z,100,75.1,14.5,2.5,2.5,0
2016-08-25T01:00:00Z,100,73.9,18.6,0.7,0.7,0
2016-08-25T02:00:00Z,100,73.6,21,0.3,0.3,0
2016-08-25T03:00:00Z,99,73.5,17.2,0.2,0.2,0
2016-08-25T04:00:00Z,99,73.4,15.1,0.1,0.1,0
2016-08-25T05:00:00Z,100,73.5,15.1,0,0,0
2016-08-25T06:00:00Z,98,72.7,15.6,0,0,0
2016-08-25T07:00:00Z,91,72.2,15.9,0,0,0
2016-08-25T08:00:00Z,71,71.8,15.9,0,0,0
2016-08-25T09:00:00Z,80,71.5,8.3,0,0,0
2016-08-25T10:00:00Z,95,71.5,8.8,0,0,0
2016-08-25T11:00:00Z,99,72.4,10.2,0,0,0
2016-08-25T12:00:00Z,99,74.6,15.1,0,0,0
2016-08-25T13:00:00Z,100,76.3,17.2,0,0,0
2016-08-25T14:00:00Z,58,77.8,15.2,0,0,0
2016-08-25T15:00:00Z,42,78.8,17.6,0,0,0
2016-08-25T16:00:00Z,20,79.4,19.7,0.1,0.1,0
2016-08-25T17:00:00Z,49,80.3,21.7,0.1,0.1,0
2016-08-25T18:00:00Z,58,80.8,23.7,1.3,1.3,0
2016-08-25T19:00:00Z,43,82,21.7,0,0,0
2016-08-25T20:00:00Z,55,83.5,19.4,0,0,0
2016-08-25T21:00:00Z,60,83.2,19.1,0,0,0
2016-08-25T22:00:00Z,32,81.4,15.6,0,0,0
2016-08-25T23:00:00Z,24,79.6,13.7,0,0,0
2016-08-26T00:00:00Z,7,77.4,11.6,0,0,0
2016-08-26T01:00:00Z,6,75.9,9.7,0,0,0
2016-08-26T02:00:00Z,10,74.5,9.6,0,0,0
2016-08-26T03:00:00Z,27,73,8.9,0,0,0
2016-08-26T04:00:00Z,74,71.9,7.4,0,0,0
2016-08-26T05:00:00Z,99,71,6.3,0,0,0
2016-08-26T06:00:00Z,96,69.8,5.8,0.1,0.1,0
2016-08-26T07:00:00Z,87,68.9,5.7,0,0,0
2016-08-26T08:00:00Z,78,68,5.4,0,0,0
2016-08-26T09:00:00Z,30,66.7,7.6,0,0,0
2016-08-26T10:00:00Z,54,65.8,6.5,0,0,0
2016-08-26T11:00:00Z,25,66.4,6.5,0,0,0
2016-08-26T12:00:00Z,84,70.5,4.6,0,0,0
2016-08-26T13:00:00Z,99,73.7,4.2,0,0,0
2016-08-26T14:00:00Z,100,76.5,4.6,0,0,0
2016-08-26T15:00:00Z,94,78.5,3.8,0,0,0
2016-08-26T16:00:00Z,32,80.2,2.2,0,0,0
2016-08-26T17:00:00Z,0,81.7,1.6,0,0,0
2016-08-26T18:00:00Z,25,82.1,1.5,0,0,0
2016-08-26T19:00:00Z,63,82.8,1.9,0,0,0
2016-08-26T20:00:00Z,90,83.2,2.8,0,0,0
2016-08-26T21:00:00Z,90,83,4.9,0,0,0
2016-08-26T22:00:00Z,95,82.2,5.4,0,0,0
2016-08-26T23:00:00Z,93,79.9,5.9,0,0,0
2016-08-27T00:00:00Z,100,76.7,6.3,0,0,0
2016-08-27T01:00:00Z,99,74.5,7.6,0,0,0
2016-08-27T02:00:00Z,100,73.1,8.7,0,0,0
2016-08-27T03:00:00Z,100,72,8.8,0,0,0
2016-08-27T04:00:00Z,99,71.2,8.8,0,0,0
2016-08-27T05:00:00Z,89,71.1,7.6,0,0,0
2016-08-27T06:00:00Z,87,70.8,7.4,0,0,0
2016-08-27T07:00:00Z,98,70.6,8.8,0,0,0
2016-08-27T08:00:00Z,99,70.2,9.3,0,0,0
2016-08-27T09:00:00Z,98,70,8.5,0,0,0
2016-08-27T10:00:00Z,100,69.8,9.8,0,0,0
2016-08-27T11:00:00Z,98,70.5,11.3,0,0,0
2016-08-27T12:00:00Z,90,73.1,11.3,0,0,0
2016-08-27T13:00:00Z,100,77,11.5,0,0,0
2016-08-27T14:00:00Z,100,80.6,13.6,0,0,0
2016-08-27T15:00:00Z,100,83.1,13.4,0,0,0
2016-08-27T16:00:00Z,100,84.7,14.6,0.1,0.1,0
2016-08-27T17:00:00Z,100,84.6,17.1,0.3,0.3,0
2016-08-27T18:00:00Z,99,78.5,12,0.5,0.5,0
2016-08-27T19:00:00Z,97,80,12.6,0.2,0.2,0
2016-08-27T20:00:00Z,91,81.6,11.9,0,0,0
2016-08-27T21:00:00Z,97,83.1,6.5,0,0,0
2016-08-27T22:00:00Z,86,83,8.4,0,0,0
2016-08-27T23:00:00Z,66,80.9,5,0.9,0.9,0
2016-08-28T00:00:00Z,85,78.1,6,0.3,0.3,0
2016-08-28T01:00:00Z,97,76.5,8.7,0.1,0.1,0
2016-08-28T02:00:00Z,100,75.2,9,0,0,0
2016-08-28T03:00:00Z,88,74,8,0,0,0
2016-08-28T04:00:00Z,68,73.1,6.3,0,0,0
2016-08-28T05:00:00Z,69,72.7,5.4,0,0,0
2016-08-28T06:00:00Z,68,71.3,5.4,0,0,0
2016-08-28T07:00:00Z,54,70.8,5.6,0,0,0
2016-08-28T08:00:00Z,47,70.1,5.4,0,0,0
2016-08-28T09:00:00Z,48,69.8,5.5,0,0,0
2016-08-28T10:00:00Z,41,69.3,5.8,0,0,0
2016-08-28T11:00:00Z,50,70.7,1.3,0,0,0
2016-08-28T12:00:00Z,55,74.7,0.4,0,0,0
2016-08-28T13:00:00Z,33,77.7,2.9,0,0,0
2016-08-28T14:00:00Z,63,80.7,3.2,0,0,0
2016-08-28T15:00:00Z,80,82.6,2.3,0,0,0
2016-08-28T16:00:00Z,87,84.1,2.9,0,0,0
2016-08-28T17:00:00Z,94,85.5,3.4,0,0,0
2016-08-28T18:00:00Z,88,84.8,2.8,0,0,0
2016-08-28T19:00:00Z,82,84.9,3.5,0,0,0
2016-08-28T20:00:00Z,99,85,7.6,0,0,0
2016-08-28T21:00:00Z,49,83.1,5.8,0,0,0
2016-08-28T22:00:00Z,58,82.7,8,0,0,0
2016-08-28T23:00:00Z,73,80.7,5.4,0,0,0
2016-08-29T00:00:00Z,89,78,5.1,0,0,0
2016-08-29T01:00:00Z,95,76.3,5.8,0.2,0.2,0
2016-08-29T02:00:00Z,91,75.4,5.1,0,0,0
2016-08-29T03:00:00Z,92,74.4,5.4,0,0,0
2016-08-29T04:00:00Z,59,73.3,7.6,0,0,0
2016-08-29T05:00:00Z,47,72.7,7.4,0,0,0
2016-08-29T06:00:00Z,67,72.7,7.4,0,0,0
2016-08-29T07:00:00Z,81,72.8,7.9,0,0,0
2016-08-29T08:00:00Z,89,72.6,8.3,0,0,0
2016-08-29T09:00:00Z,91,72.4,7.9,0,0,0
2016-08-29T10:00:00Z,94,72.2,8.5,0,0,0
2016-08-29T11:00:00Z,50,72.6,10.7,0,0,0
2016-08-29T12:00:00Z,46,74.7,14.2,0,0,0
2016-08-29T13:00:00Z,23,76.6,14.9,0,0,0
2016-08-29T14:00:00Z,12,78.3,14.3,0,0,0
2016-08-29T15:00:00Z,16,79.8,12.8,0,0,0
2016-08-29T16:00:00Z,31,81.1,10.9,0,0,0
2016-08-29T17:00:00Z,25,82.1,10.6,0,0,0
2016-08-29T18:00:00Z,21,82.9,10.3,0,0,0
2016-08-29T19:00:00Z,13,83.3,10,0,0,0
2016-08-29T20:00:00Z,19,82.8,10.6,0,0,0
2016-08-29T21:00:00Z,25,81.5,9.4,0,0,0
2016-08-29T22:00:00Z,63,79.1,12.1,0,0,0
2016-08-29T23:00:00Z,98,76,9.7,0,0,0
2016-08-30T00:00:00Z,100,73.1,11.3,0,0,0
2016-08-30T01:00:00Z,99,71.1,10.9,0,0,0
2016-08-30T02:00:00Z,97,69.7,9.4,0,0,0
2016-08-30T03:00:00Z,96,68.4,7.9,0,0,0
2016-08-30T04:00:00Z,95,67.1,6.6,0,0,0
2016-08-30T05:00:00Z,96,65.4,6,0,0,0
2016-08-30T06:00:00Z,88,64.6,5.9,0,0,0
2016-08-30T07:00:00Z,82,63.8,6.2,0,0,0
2016-08-30T08:00:00Z,31,65.7,6.2,0,0,0
2016-08-30T09:00:00Z,25,63.8,6.9,0,0,0
2016-08-30T10:00:00Z,23,62.5,5.9,0,0,0
2016-08-30T11:00:00Z,77,63.8,3.8,0,0,0
2016-08-30T12:00:00Z,89,69.1,3.1,0,0,0
2016-08-30T13:00:00Z,100,73.4,3.1,0,0,0
2016-08-30T14:00:00Z,100,77.3,1.5,0,0,0
2016-08-30T15:00:00Z,100,80.3,1.9,0,0,0
2016-08-30T16:00:00Z,100,82.3,2.2,0,0,0
2016-08-30T17:00:00Z,100,83.5,1.8,0,0,0
2016-08-30T18:00:00Z,100,83.3,1.8,0,0,0
2016-08-30T19:00:00Z,99,83.5,2.1,0,0,0
2016-08-30T20:00:00Z,91,83.1,1.8,0,0,0
2016-08-30T21:00:00Z,98,82.4,5.4,0,0,0
2016-08-30T22:00:00Z,100,81.3,5.9,0,0,0
2016-08-30T23:00:00Z,100,78.5,5,0,0,0
2016-08-31T00:00:00Z,100,78.2,4.7,0,0,0
2016-08-31T01:00:00Z,100,77.4,4.8,0,0,0
2016-08-31T02:00:00Z,100,76.3,4.6,0,0,0
2016-08-31T03:00:00Z,98,74.9,4,0,0,0
2016-08-31T04:00:00Z,99,72.7,4.5,0,0,0
2016-08-31T05:00:00Z,100,72.4,4.6,0,0,0
2016-08-31T06:00:00Z,99,71.8,5.9,0,0,0
2016-08-31T07:00:00Z,100,71.5,7.2,0,0,0
2016-08-31T08:00:00Z,100,70.9,7.9,0.2,0.2,0
2016-08-31T09:00:00Z,99,70.3,6.1,0.6,0.6,0
2016-08-31T10:00:00Z,83,69.7,4.2,0.6,0.6,0
2016-08-31T11:00:00Z,97,69.8,4.4,0.5,0.5,0
2016-08-31T12:00:00Z,90,70.3,5.6,0.2,0.2,0
2016-08-31T13:00:00Z,93,71.4,6.9,0,0,0
2016-08-31T14:00:00Z,88,74.6,6.2,0,0,0
2016-08-31T15:00:00Z,78,77,6.7,0.2,0.2,0
2016-08-31T16:00:00Z,54,79,7.4,0,0,0
2016-08-31T17:00:00Z,69,79.8,8.7,0,0,0
2016-08-31T18:00:00Z,99,80.4,9.7,0.1,0.1,0
2016-08-31T19:00:00Z,98,77.6,12.8,0.3,0.3,0
2016-08-31T20:00:00Z,99,76.5,16,0,0,0
2016-08-31T21:00:00Z,100,76.8,10.8,0,0,0
2016-08-31T22:00:00Z,100,75.8,10.2,0,0,0
2016-08-31T23:00:00Z,98,74.5,11.3,0,0,0
2016-09-01T00:00:00Z,97,72.2,10.5,0,0,0
2016-09-01T01:00:00Z,80,70.6,10.8,0,0,0
2016-09-01T02:00:00Z,58,68.5,12.2,0,0,0
2016-09-01T03:00:00Z,92,66.8,13.5,0,0,0
2016-09-01T04:00:00Z,69,65.5,13.6,0,0,0
2016-09-01T05:00:00Z,24,64.1,12.6,0,0,0
2016-09-01T06:00:00Z,11,63.5,11.8,0,0,0
2016-09-01T07:00:00Z,1,62.4,11.4,0,0,0
2016-09-01T08:00:00Z,1,61.4,11.7,0,0,0
2016-09-01T09:00:00Z,1,60.8,10.5,0,0,0
2016-09-01T10:00:00Z,7,60.4,10.6,0,0,0
2016-09-01T11:00:00Z,33,61.2,13.9,0,0,0
2016-09-01T12:00:00Z,40,64.1,15,0,0,0
2016-09-01T13:00:00Z,25,66.7,16.8,0,0,0
2016-09-01T14:00:00Z,18,69.1,17.7,0,0,0
2016-09-01T15:00:00Z,60,70.8,18.5,0,0,0
2016-09-01T16:00:00Z,78,72,17.2,0,0,0
2016-09-01T17:00:00Z,78,72,17.4,0,0,0
2016-09-01T18:00:00Z,86,72.6,18.3,0,0,0
2016-09-01T19:00:00Z,97,72.3,19.2,0,0,0
2016-09-01T20:00:00Z,66,71.9,19.2,0,0,0
2016-09-01T21:00:00Z,74,71.4,19.5,0,0,0
2016-09-01T22:00:00Z,55,70.5,18.1,0,0,0
2016-09-01T23:00:00Z,32,68.7,13,0,0,0
2016-09-02T00:00:00Z,39,66.8,12.2,0,0,0
2016-09-02T01:00:00Z,30,65.3,13,0,0,0
2016-09-02T02:00:00Z,17,64,12.4,0,0,0
2016-09-02T03:00:00Z,13,62.7,13.4,0,0,0
2016-09-02T04:00:00Z,8,61.6,15.5,0,0,0
2016-09-02T05:00:00Z,0,60.3,15.5,0,0,0
2016-09-02T06:00:00Z,1,60.8,14.8,0,0,0
2016-09-02T07:00:00Z,0,60.1,14,0,0,0
2016-09-02T08:00:00Z,3,59.5,13.6,0,0,0
2016-09-02T09:00:00Z,5,59,11.1,0,0,0
2016-09-02T10:00:00Z,4,58.5,11.9,0,0,0
2016-09-02T11:00:00Z,7,59.6,14.2,0,0,0
2016-09-02T12:00:00Z,15,62.8,15.8,0,0,0
2016-09-02T13:00:00Z,42,65.9,18.2,0,0,0
2016-09-02T14:00:00Z,48,68,19.4,0,0,0
2016-09-02T15:00:00Z,48,69.6,19.6,0,0,0
2016-09-02T16:00:00Z,62,71.4,20,0,0,0
2016-09-02T17:00:00Z,53,72.1,20.9,0,0,0
2016-09-02T18:00:00Z,18,72,21.7,0,0,0
2016-09-02T19:00:00Z,1,72.3,22.2,0,0,0
2016-09-02T20:00:00Z,0,71.9,21.9,0,0,0
2016-09-02T21:00:00Z,13,71.3,18.8,0,0,0
2016-09-02T22:00:00Z,0,69.9,18.6,0,0,0
2016-09-02T23:00:00Z,0,67.5,13.8,0,0,0
2016-09-03T00:00:00Z,0,65.2,12.1,0,0,0
2016-09-03T01:00:00Z,0,63.7,11.5,0,0,0
2016-09-03T02:00:00Z,0,62.3,11.7,0,0,0
2016-09-03T03:00:00Z,0,61.1,11.7,0,0,0
2016-09-03T04:00:00Z,0,60.1,12,0,0,0
2016-09-03T05:00:00Z,0,59.2,12.2,0,0,0
2016-09-03T06:00:00Z,0,59,11.8,0,0,0
2016-09-03T07:00:00Z,0,58.4,11.2,0,0,0
2016-09-03T08:00:00Z,0,58.1,11.3,0,0,0
2016-09-03T09:00:00Z,0,57.8,9.4,0,0,0
2016-09-03T10:00:00Z,0,57.4,9.8,0,0,0
2016-09-03T11:00:00Z,0,58.4,11.2,0,0,0
2016-09-03T12:00:00Z,0,62.7,10.9,0,0,0
2016-09-03T13:00:00Z,1,67.3,12.7,0,0,0
2016-09-03T14:00:00Z,1,70.6,12.8,0,0,0
2016-09-03T15:00:00Z,3,73.1,11.2,0,0,0
2016-09-03T16:00:00Z,24,75,9.7,0,0,0
2016-09-03T17:00:00Z,29,76.3,10.6,0,0,0
2016-09-03T18:00:00Z,26,77.2,11.3,0,0,0
2016-09-03T19:00:00Z,13,77.1,11.8,0,0,0
2016-09-03T20:00:00Z,5,76.5,12.5,0,0,0
2016-09-03T21:00:00Z,8,75.1,11.3,0,0,0
2016-09-03T22:00:00Z,8,72.7,12.6,0,0,0
2016-09-03T23:00:00Z,3,69.2,13,0,0,0
2016-09-04T00:00:00Z,1,66.2,13.9,0,0,0
2016-09-04T01:00:00Z,0,64,12.4,0,0,0
2016-09-04T02:00:00Z,0,62.2,9.7,0,0,0
2016-09-04T03:00:00Z,0,60.8,8.2,0,0,0
2016-09-04T04:00:00Z,0,59.5,7.8,0,0,0
2016-09-04T05:00:00Z,0,58.4,7.2,0,0,0
2016-09-04T06:00:00Z,0,57.6,6.9,0,0,0
2016-09-04T07:00:00Z,0,57,6.9,0,0,0
2016-09-04T08:00:00Z,0,56.4,6.5,0,0,0
2016-09-04T09:00:00Z,0,55.8,6.4,0,0,0
2016-09-04T10:00:00Z,0,55.3,6.3,0,0,0
2016-09-04T11:00:00Z,1,56.8,7.5,0,0,0
2016-09-04T12:00:00Z,0,64,5.9,0,0,0
2016-09-04T13:00:00Z,0,69.2,4.3,0,0,0
2016-09-04T14:00:00Z,0,73.9,3.1,0,0,0
2016-09-04T15:00:00Z,0,76.6,5,0,0,0
2016-09-04T16:00:00Z,3,78.3,5.2,0,0,0
2016-09-04T17:00:00Z,5,79.7,4.9,0,0,0
2016-09-04T18:00:00Z,6,80.7,5.3,0,0,0
2016-09-04T19:00:00Z,3,81.3,7.2,0,0,0
2016-09-04T20:00:00Z,0,81.5,8.4,0,0,0
2016-09-04T21:00:00Z,0,80.8,9.2,0,0,0
2016-09-04T22:00:00Z,0,79,6.1,0,0,0
2016-09-04T23:00:00Z,0,75,7.7,0,0,0
2016-09-05T00:00:00Z,0,71.3,7.3,0,0,0
2016-09-05T01:00:00Z,0,69.1,7.6,0,0,0
2016-09-05T02:00:00Z,0,67.5,8,0,0,0
2016-09-05T03:00:00Z,0,66.2,8.4,0,0,0
2016-09-05T04:00:00Z,0,64.9,8.4,0,0,0
2016-09-05T05:00:00Z,0,63.7,8.1,0,0,0
2016-09-05T06:00:00Z,0,62.8,9,0,0,0
2016-09-05T07:00:00Z,0,62.2,9.8,0,0,0
2016-09-05T08:00:00Z,0,61.9,9.5,0,0,0
2016-09-05T09:00:00Z,0,61.2,7.6,0,0,0
2016-09-05T10:00:00Z,0,60.5,7.2,0,0,0
2016-09-05T11:00:00Z,0,61,9.4,0,0,0
2016-09-05T12:00:00Z,0,67.2,7.9,0,0,0
2016-09-05T13:00:00Z,1,73.1,7.6,0,0,0
2016-09-05T14:00:00Z,10,78.1,8.7,0,0,0
2016-09-05T15:00:00Z,17,82,8.8,0,0,0
2016-09-05T16:00:00Z,31,84.4,9.4,0,0,0
2016-09-05T17:00:00Z,99,86.2,12.4,0,0,0
2016-09-05T18:00:00Z,98,86.4,13.9,0,0,0
2016-09-05T19:00:00Z,91,86.7,14.4,0,0,0
2016-09-05T20:00:00Z,52,86.5,15,0,0,0
2016-09-05T21:00:00Z,30,86.4,13.8,0,0,0
2016-09-05T22:00:00Z,6,85.3,11.4,0,0,0
2016-09-05T23:00:00Z,3,82.1,8.4,0,0,0
2016-09-06T00:00:00Z,1,78.4,9.1,0,0,0
2016-09-06T01:00:00Z,18,76,8.7,0,0,0
2016-09-06T02:00:00Z,15,74.2,8.9,0,0,0
2016-09-06T03:00:00Z,9,72.9,8.7,0,0,0
2016-09-06T04:00:00Z,36,71.9,8.9,0,0,0
2016-09-06T05:00:00Z,15,71.6,10.2,0,0,0
2016-09-06T06:00:00Z,17,70.9,10.8,0,0,0
2016-09-06T07:00:00Z,9,70.9,11.4,0,0,0
2016-09-06T08:00:00Z,6,70.9,11.7,0,0,0
2016-09-06T09:00:00Z,14,71,12.3,0,0,0
2016-09-06T10:00:00Z,9,70.9,11.8,0,0,0
2016-09-06T11:00:00Z,12,71.8,13.7,0,0,0
2016-09-06T12:00:00Z,12,75.7,13.6,0,0,0
2016-09-06T13:00:00Z,33,79.7,13.7,0,0,0
2016-09-06T14:00:00Z,83,83,13,0,0,0
2016-09-06T15:00:00Z,13,85.7,13.4,0,0,0
2016-09-06T16:00:00Z,25,87.7,14.8,0,0,0
2016-09-06T17:00:00Z,29,89.4,16.3,0,0,0
2016-09-06T18:00:00Z,25,90,17.8,0,0,0
2016-09-06T19:00:00Z,37,90.1,18.3,0,0,0
2016-09-06T20:00:00Z,33,89.7,19.1,0,0,0
2016-09-06T21:00:00Z,77,88.3,15.5,0.1,0.1,0
2016-09-06T22:00:00Z,72,87.6,14,0,0,0
2016-09-06T23:00:00Z,82,85.2,11.5,0,0,0
2016-09-07T00:00:00Z,75,83.4,10.4,0,0,0
2016-09-07T01:00:00Z,69,81.4,9.5,0,0,0
2016-09-07T02:00:00Z,62,79.8,11.4,0,0,0
2016-09-07T03:00:00Z,21,78.5,13.4,0,0,0
2016-09-07T04:00:00Z,13,77.8,15.3,0,0,0
2016-09-07T05:00:00Z,13,77.2,15.6,0,0,0
2016-09-07T06:00:00Z,12,77.2,15.3,0,0,0
2016-09-07T07:00:00Z,13,77,14.8,0,0,0
2016-09-07T08:00:00Z,24,76.6,13.8,0,0,0
2016-09-07T09:00:00Z,48,76.1,18.4,0,0,0
2016-09-07T10:00:00Z,49,75.2,11.3,0.3,0.3,0
2016-09-07T11:00:00Z,18,74.4,9.4,0.6,0.6,0
2016-09-07T12:00:00Z,4,75.1,13.3,1.2,1.2,0
2016-09-07T13:00:00Z,27,77.1,16.7,0.9,0.9,0
2016-09-07T14:00:00Z,47,79.7,16.1,0,0,0
2016-09-07T15:00:00Z,18,83.1,14.2,0,0,0
2016-09-07T16:00:00Z,11,85.7,13.8,0,0,0
2016-09-07T17:00:00Z,29,88.1,16.3,0,0,0
2016-09-07T18:00:00Z,34,90.7,19,0,0,0
2016-09-07T19:00:00Z,27,90.9,17.3,0,0,0
2016-09-07T20:00:00Z,23,90.7,19.4,0,0,0
2016-09-07T21:00:00Z,94,89.8,13.1,0.3,0.3,0
2016-09-07T22:00:00Z,33,88.6,12.4,0,0,0
2016-09-07T23:00:00Z,58,86.5,16,0,0,0
2016-09-08T00:00:00Z,24,84.9,18.6,0,0,0
2016-09-08T01:00:00Z,50,84.1,19.4,0,0,0
2016-09-08T02:00:00Z,96,83.1,19.9,0,0,0
2016-09-08T03:00:00Z,99,82.4,19.4,0,0,0
2016-09-08T04:00:00Z,100,81.7,19.7,0,0,0
2016-09-08T05:00:00Z,100,81,21,0,0,0
2016-09-08T06:00:00Z,98,80.6,21.3,0,0,0
2016-09-08T07:00:00Z,100,79.9,20.4,0,0,0
2016-09-08T08:00:00Z,99,79.4,19.4,0,0,0
2016-09-08T09:00:00Z,100,79,20.9,0,0,0
2016-09-08T10:00:00Z,100,78.1,20.9,0,0,0
2016-09-08T11:00:00Z,100,76.1,14.5,0.6,0.6,0
2016-09-08T12:00:00Z,100,75.3,15.1,1,1,0
2016-09-08T13:00:00Z,100,75.1,17.9,1.4,1.4,0
2016-09-08T14:00:00Z,100,75.1,19,1.2,1.2,0
2016-09-08T15:00:00Z,100,75.1,20.1,0.3,0.3,0
2016-09-08T16:00:00Z,100,75.6,26.1,0.3,0.3,0
2016-09-08T17:00:00Z,97,78.2,21.1,0,0,0
2016-09-08T18:00:00Z,96,77.9,20.4,0.1,0.1,0
2016-09-08T19:00:00Z,100,80.1,22.8,0,0,0
2016-09-08T20:00:00Z,100,79.9,19.9,0,0,0
2016-09-08T21:00:00Z,100,79.2,12,0.1,0.1,0
2016-09-08T22:00:00Z,100,78.2,12,0.3,0.3,0
2016-09-08T23:00:00Z,95,76.7,8.3,0.1,0.1,0
2016-09-09T00:00:00Z,99,75.6,7.6,0,0,0
2016-09-09T01:00:00Z,97,75,6.9,0,0,0
2016-09-09T02:00:00Z,98,74.5,7.2,0,0,0
2016-09-09T03:00:00Z,97,73.9,6.6,0,0,0
2016-09-09T04:00:00Z,89,73,6.6,0,0,0
2016-09-09T05:00:00Z,90,72.2,6.3,0,0,0
2016-09-09T06:00:00Z,87,71.1,6.1,0.2,0.2,0
2016-09-09T07:00:00Z,71,70.7,6.6,0.2,0.2,0
2016-09-09T08:00:00Z,77,70.1,5.8,0.2,0.2,0
2016-09-09T09:00:00Z,99,69.3,5.9,0,0,0
2016-09-09T10:00:00Z,100,68.4,5.2,0,0,0
2016-09-09T11:00:00Z,100,68.3,4.9,0,0,0
2016-09-09T12:00:00Z,92,70.6,5.4,0,0,0
2016-09-09T13:00:00Z,98,73.6,6.9,0,0,0
2016-09-09T14:00:00Z,92,77.1,5.1,0,0,0
2016-09-09T15:00:00Z,66,79,4.6,0,0,0
2016-09-09T16:00:00Z,49,80.6,4.7,0,0,0
2016-09-09T17:00:00Z,37,81.8,5.4,0,0,0
2016-09-09T18:00:00Z,68,83.5,4.6,0,0,0
2016-09-09T19:00:00Z,88,84.1,3.2,0,0,0
2016-09-09T20:00:00Z,97,84.2,1.8,0,0,0
2016-09-09T21:00:00Z,91,83.7,7.1,0,0,0
2016-09-09T22:00:00Z,91,82.3,5.2,0,0,0
2016-09-09T23:00:00Z,81,79.3,7.5,0,0,0
2016-09-10T00:00:00Z,81,77.3,12.6,0,0,0
2016-09-10T01:00:00Z,80,75.9,14,0,0,0
2016-09-10T02:00:00Z,98,75.2,14,0,0,0
2016-09-10T03:00:00Z,78,74.8,16.5,0,0,0
2016-09-10T04:00:00Z,74,74.5,16.8,0,0,0
2016-09-10T05:00:00Z,97,74.1,18,0.4,0.4,0
2016-09-10T06:00:00Z,93,72.5,19.8,3.1,3.1,0
2016-09-10T07:00:00Z,100,72.5,23.4,4.5,4.5,0
2016-09-10T08:00:00Z,98,72.4,23.5,1.1,1.1,0
2016-09-10T09:00:00Z,96,73,17.2,0.1,0.1,0
2016-09-10T10:00:00Z,93,73.6,19.4,0.1,0.1,0
2016-09-10T11:00:00Z,89,73.5,20.7,0.1,0.1,0
2016-09-10T12:00:00Z,90,74.3,22.1,0,0,0
2016-09-10T13:00:00Z,95,75.3,23.4,0,0,0
2016-09-10T14:00:00Z,97,76.5,24.6,0.1,0.1,0
2016-09-10T15:00:00Z,92,77.9,23.3,0.1,0.1,0
2016-09-10T16:00:00Z,96,79.3,20.4,0,0,0
2016-09-10T17:00:00Z,100,80.1,20.5,0.2,0.2,0
2016-09-10T18:00:00Z,99,76,22.7,1,1,0
