Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Group_Check_In,Total_Visits
Fall 2016,2,MALE,15,2.75,147,2.328,0.422,9,Thu,18,Introductory,2020,0,1,0,4
Fall 2016,2,MALE,16,3.187,119,2.69,0.497,10,Thu,18,Introductory,2017,0,1,0,8
Fall 2016,2,FEMALE,16,2.875,134,3.178,-0.303,11,Thu,18,Introductory,2018,0,1,0,23
Fall 2016,2,MALE,16,2.687,138,3.022,-0.335,12,Thu,18,Introductory,2018,0,1,0,62
Fall 2016,2,MALE,17,3.117,132,2.913,0.204,12,Thu,18,Introductory,2020,0,1,0,42
Fall 2016,2,FEMALE,17,4,39,4,0,12,Thu,18,Introductory,2021,0,1,0,7
Fall 2016,2,FEMALE,15,3.2,126,3.324,-0.124,8,Thu,19,Introductory,2019,0,1,0,2
Fall 2016,2,MALE,11,2.6,162,3.017,-0.417,9,Thu,19,Introductory,2021,0,1,0,8
Fall 2016,2,FEMALE,16,3.375,122,3.553,-0.178,10,Thu,19,Introductory,2019,0,1,0,10
Fall 2016,2,MALE,12,2.666,133,2.636,0.03,11,Thu,19,Introductory,2018,0,1,0,17
Fall 2016,2,MALE,18,3.333,122,3.288,0.045,11,Thu,19,Introductory,2019,0,1,0,4
Fall 2016,2,MALE,16,4,124.5,3.112,0.888,11,Thu,19,Introductory,2020,0,3,1,1
Fall 2016,2,MALE,16,3.812,127,3.312,0.5,12,Thu,19,Introductory,2020,0,3,1,3
Fall 2016,2,MALE,13,3.538,122,3.378,0.16,13,Thu,19,Introductory,2020,0,3,1,5
Fall 2016,2,MALE,15,2.25,124,2.822,-0.572,14,Thu,19,Introductory,2020,0,1,0,3
Fall 2016,2,MALE,13,3.1,163,2.109,0.991,15,Thu,19,Introductory,2017,0,1,0,14
Fall 2016,2,FEMALE,16,3.25,123,3.551,-0.301,16,Thu,19,Introductory,2020,0,1,0,33
Fall 2016,2,FEMALE,16,3.062,128,3.201,-0.139,17,Thu,19,Introductory,2020,0,2,1,27
Fall 2016,2,MALE,14,2.214,122,3.625,-1.411,18,Thu,19,Introductory,2021,0,2,1,3
Fall 2016,2,MALE,13,3.461,140,3.453,0.008,18,Thu,19,Introductory,2019,0,1,0,1
Fall 2016,2,FEMALE,17,2.823,0,2.868,-0.045,18,Thu,20,Introductory,2018,0,1,0,4
Fall 2016,2,FEMALE,16,3.769,129,3.577,0.192,19,Thu,20,Introductory,2020,0,1,0,30
Fall 2016,2,FEMALE,13,3.307,150,3.66,-0.353,20,Thu,20,Introductory,2018,0,1,0,14
Fall 2016,2,MALE,16,4,122,4,0,21,Thu,20,Introductory,2020,0,1,0,3
Fall 2016,2,MALE,12,3.25,154,3.29,-0.04,21,Thu,20,Introductory,2017,0,1,0,3
Fall 2016,2,FEMALE,16,2.875,123,2.658,0.217,20,Thu,20,Introductory,2020,0,1,0,25
Fall 2016,2,MALE,16,3.076,63,2.964,0.112,14,Thu,20,Introductory,2017,0,1,0,25
Fall 2016,2,FEMALE,17,3.47,145,2.891,0.579,10,Thu,21,Introductory,2020,0,1,0,7
Fall 2016,2,MALE,17,3.647,132,3.769,-0.122,1,Fri,8,Introductory,2020,0,1,0,30
Fall 2016,2,FEMALE,17,4,142,3.811,0.189,2,Fri,8,Introductory,2018,0,1,0,13
Fall 2016,2,FEMALE,16,2.916,79,2.924,-0.008,3,Fri,9,Introductory,2018,0,1,0,47
Fall 2016,2,FEMALE,6,2.5,105,3.265,-0.765,3,Fri,9,Intermediate,2017,0,1,0,5
Fall 2016,2,FEMALE,15,3.733,130,3.344,0.389,4,Fri,9,Introductory,2019,0,1,0,12
Fall 2016,2,MALE,9,3,55,2.326,0.674,5,Fri,9,Introductory,2017,1,1,0,3
Fall 2016,2,MALE,16,3.692,122,3.33,0.362,5,Fri,10,Introductory,2020,0,2,1,19
Fall 2016,2,MALE,17,2.882,126,2.85,0.032,6,Fri,10,Introductory,2020,0,2,1,23
Fall 2016,2,MALE,16,2.384,134,2.814,-0.43,5,Fri,10,Introductory,2020,0,1,0,11
Fall 2016,2,MALE,12,2.25,136,2.72,-0.47,5,Fri,11,Introductory,2020,0,1,0,44
Fall 2016,2,MALE,16,4,121,3.046,0.954,6,Fri,11,Introductory,2021,0,1,0,1
Fall 2016,2,MALE,12,2.666,133,2.636,0.03,7,Fri,11,Introductory,2018,0,1,0,17
Fall 2016,2,FEMALE,16,4,132,3.917,0.083,8,Fri,11,Introductory,2018,0,1,0,15
Fall 2016,2,MALE,15,2.466,30,2.592,-0.126,8,Fri,11,Introductory,2017,1,1,0,8
Fall 2016,2,FEMALE,16,3.25,130,3.593,-0.343,9,Fri,11,Introductory,2019,0,2,1,9
Fall 2016,2,MALE,13,3.769,128,3.588,0.181,10,Fri,11,Introductory,2020,0,2,1,64
Fall 2016,2,MALE,12,2.75,136,2.738,0.012,10,Fri,11,Introductory,2017,0,1,0,3
Fall 2016,2,MALE,18,2.333,155,2.383,-0.05,11,Fri,11,Introductory,2017,0,1,0,2
Fall 2016,2,MALE,15,3.666,123,3.57,0.096,10,Fri,11,Other,2020,0,1,0,60
Fall 2016,2,MALE,14,2.428,145,2.717,-0.289,11,Fri,12,Introductory,2020,0,1,0,12
Fall 2016,2,MALE,17,2.294,139,2.377,-0.083,7,Fri,12,Introductory,2018,0,2,1,3
Fall 2016,2,FEMALE,13,3,164,3.346,-0.346,8,Fri,12,Intermediate,2018,0,2,1,3
Fall 2016,2,FEMALE,13,2.1,126,2.822,-0.722,7,Fri,12,Introductory,2019,0,1,0,9
Fall 2016,2,FEMALE,17,3.571,147,3.632,-0.061,6,Fri,13,Introductory,2021,0,1,0,6
Fall 2016,2,MALE,17,2.705,124,2.966,-0.261,7,Fri,13,Introductory,2020,0,1,0,2
Fall 2016,2,MALE,12,2.25,136,2.72,-0.47,2,Fri,14,Introductory,2020,0,1,0,44
Fall 2016,2,MALE,18,3.6,133,3.015,0.585,3,Fri,14,Introductory,2020,0,1,0,7
Fall 2016,2,MALE,13,4,145,3.384,0.616,4,Fri,14,Introductory,2020,0,1,0,20
Fall 2016,2,MALE,16,3.187,119,2.69,0.497,4,Fri,14,Introductory,2017,0,1,0,8
Fall 2016,2,MALE,14,3.2,131,2.955,0.245,4,Fri,15,Intermediate,2018,0,1,0,49
Fall 2016,2,MALE,16,2.8,109,2.759,0.041,4,Fri,15,Advanced,2021,0,1,0,13
Fall 2016,3,MALE,17,3.823,124,3.321,0.502,1,Tue,8,Intermediate,2020,0,1,0,77
Fall 2016,3,MALE,13,2.846,104,2.525,0.321,2,Tue,9,Introductory,2021,0,1,0,1
Fall 2016,3,MALE,17,3.529,145,3.761,-0.232,2,Tue,9,Introductory,2020,0,1,0,12
Fall 2016,3,FEMALE,13,3.538,131,3.666,-0.128,3,Tue,9,Introductory,2021,0,1,0,11
Fall 2016,3,FEMALE,18,3.2,133,2.991,0.209,2,Tue,10,Introductory,2019,0,1,0,6
Fall 2016,3,MALE,10,3.4,145,2.543,0.857,3,Tue,10,Introductory,2018,0,2,1,8
Fall 2016,3,FEMALE,15,3.666,133,3.712,-0.046,4,Tue,10,Introductory,2018,0,2,1,19
Fall 2016,3,MALE,18,3.666,159,3.736,-0.07,5,Tue,10,Introductory,2019,0,1,0,71
Fall 2016,3,MALE,13,2.076,146,2.6,-0.524,6,Tue,10,Intermediate,2018,0,1,0,5
Fall 2016,3,FEMALE,16,3.812,132,3.677,0.135,7,Tue,10,Introductory,2020,0,1,0,4
Fall 2016,3,FEMALE,15,3.666,125,3.681,-0.015,8,Tue,10,Introductory,2020,0,1,0,15
Fall 2016,3,MALE,12,2.25,136,2.72,-0.47,9,Tue,10,Introductory,2020,0,1,0,44
Fall 2016,3,FEMALE,16,3.812,69,3.89,-0.078,10,Tue,10,Introductory,2018,1,1,0,1
Fall 2016,3,FEMALE,16,2.875,28,2.788,0.087,11,Tue,10,Introductory,2018,0,1,0,11
Fall 2016,3,MALE,13,4,145,3.384,0.616,9,Tue,10,Introductory,2020,0,1,0,20
Fall 2016,3,MALE,16,3.8,139,3.593,0.207,9,Tue,10,Introductory,2020,0,1,0,36
Fall 2016,3,FEMALE,17,2.823,0,2.868,-0.045,10,Tue,11,Introductory,2018,0,1,0,4
Fall 2016,3,MALE,16,3.769,125,4,-0.231,10,Tue,11,Introductory,2021,0,1,0,42
Fall 2016,3,MALE,16,2.875,0,3.317,-0.442,11,Tue,11,Introductory,2018,0,1,0,49
Fall 2016,3,MALE,16,3.625,125,3.467,0.158,11,Tue,11,Introductory,2018,0,2,1,25
Fall 2016,3,MALE,16,3.076,128,2.686,0.39,12,Tue,11,Introductory,2018,0,2,1,12
Fall 2016,3,FEMALE,16,4,132,3.917,0.083,13,Tue,11,Introductory,2018,0,1,0,15
Fall 2016,3,MALE,18,3.666,159,3.736,-0.07,14,Tue,11,Introductory,2019,0,1,0,71
Fall 2016,3,FEMALE,14,2.545,125,2.863,-0.318,15,Tue,11,Introductory,2018,0,1,0,27
Fall 2016,3,FEMALE,15,3.8,123,3.866,-0.066,16,Tue,11,Introductory,2018,0,1,0,52
Fall 2016,3,MALE,17,3.647,123,3.287,0.36,17,Tue,11,Introductory,2019,0,1,0,14
Fall 2016,3,FEMALE,15,3.8,148.27,3.76,0.04,18,Tue,11,Advanced,2018,0,1,0,8
Fall 2016,3,FEMALE,16,3.25,127,3.241,0.009,18,Tue,11,Advanced,2017,0,1,0,8
Fall 2016,3,MALE,6,4,134,3.423,0.577,16,Tue,12,Intermediate,2017,0,1,0,11
Fall 2016,3,MALE,19,3.812,126,3.886,-0.074,14,Tue,12,Introductory,2019,0,1,0,15
Fall 2016,3,FEMALE,16,3.062,131,3.153,-0.091,14,Tue,12,Intermediate,2018,0,1,0,2
Fall 2016,3,MALE,16,3.384,135,3.48,-0.096,14,Tue,12,Introductory,2020,0,1,0,1
Fall 2016,3,FEMALE,14,3,122,3,0,11,Tue,12,Intermediate,2020,0,1,0,19
Fall 2016,3,FEMALE,17,4,147,3.906,0.094,10,Tue,12,Introductory,2018,0,1,0,1
Fall 2016,3,FEMALE,12,3,130,3.15,-0.15,8,Tue,13,Intermediate,2018,0,1,0,19
Fall 2016,3,MALE,15,4,147,3.93,0.07,8,Tue,13,Introductory,2019,0,1,0,34
Fall 2016,3,FEMALE,17,4,150,4,0,9,Tue,13,Introductory,2018,0,1,0,37
Fall 2016,3,FEMALE,15,3.2,125,3.341,-0.141,10,Tue,13,Introductory,2018,0,1,0,33
Fall 2016,3,MALE,3,0,136,3.186,-3.186,11,Tue,13,Introductory,2018,0,4,1,35
Fall 2016,3,FEMALE,16,2.875,134,3.178,-0.303,12,Tue,13,Introductory,2018,0,4,1,23
Fall 2016,3,FEMALE,16,3.076,124,3.547,-0.471,13,Tue,13,Introductory,2018,0,4,1,23
Fall 2016,3,MALE,16,2.687,138,3.022,-0.335,14,Tue,13,Introductory,2018,0,4,1,62
Fall 2016,3,FEMALE,15,3.666,167,3.613,0.053,14,Tue,13,Introductory,2018,0,1,0,1
Fall 2016,3,MALE,4,1,150,2.089,-1.089,15,Tue,13,Introductory,2020,0,2,1,8
Fall 2016,3,FEMALE,15,2.416,133,2.857,-0.441,16,Tue,13,Introductory,2018,0,2,1,49
Fall 2016,3,MALE,19,3.625,126,3.494,0.131,13,Tue,14,Introductory,2018,0,2,1,42
Fall 2016,3,MALE,16,3.307,125,3.213,0.094,14,Tue,14,Introductory,2018,0,2,1,32
Fall 2016,3,MALE,16,3.461,123,2.941,0.52,15,Tue,14,Intermediate,2018,0,1,0,3
Fall 2016,3,FEMALE,16,2.937,155,2.949,-0.012,16,Tue,14,Introductory,2020,0,1,0,60
Fall 2016,3,MALE,17,2.882,126,2.85,0.032,15,Tue,14,Introductory,2020,0,1,0,23
Fall 2016,3,MALE,15,3.111,122,3.148,-0.037,16,Tue,14,Introductory,2019,0,1,0,37
Fall 2016,3,MALE,16,3.3,27,2.791,0.509,14,Tue,14,Introductory,2017,1,1,0,6
Fall 2016,3,MALE,15,4,152,3.972,0.028,15,Tue,14,Advanced,2017,0,1,0,1
Fall 2016,3,MALE,16,3.8,139,3.593,0.207,16,Tue,14,Introductory,2020,0,1,0,36
Fall 2016,3,MALE,17,2.882,126,2.319,0.563,16,Tue,14,Intermediate,2021,0,1,0,21
Fall 2016,3,MALE,13,2.461,133,2.427,0.034,17,Tue,14,Introductory,2019,0,1,0,1
Fall 2016,3,MALE,16,3.437,123,2.991,0.446,18,Tue,14,Introductory,2019,0,1,0,36
Fall 2016,3,MALE,10,2.333,139,2.924,-0.591,19,Tue,14,Intermediate,2018,0,1,0,33
Fall 2016,3,MALE,13,0,10,0.782,-0.782,19,Tue,14,Introductory,2017,1,1,0,1
Fall 2016,3,FEMALE,12,3,169,2.726,0.274,19,Tue,14,Introductory,2018,0,1,0,25
Fall 2016,3,MALE,16,3.538,129,3.576,-0.038,20,Tue,14,Introductory,2020,0,1,0,27
Fall 2016,3,FEMALE,16,3.812,126,3.135,0.677,21,Tue,14,Introductory,2020,0,1,0,20
Fall 2016,3,MALE,14,3.142,158.19,3.106,0.036,19,Tue,14,Introductory,2018,0,1,0,26
Fall 2016,3,MALE,17,3.647,127,3.507,0.14,17,Tue,15,Introductory,2018,0,1,0,1
Fall 2016,3,FEMALE,16,3.625,133,3.373,0.252,18,Tue,15,Introductory,2020,0,1,0,49
Fall 2016,3,FEMALE,15,1.818,148,2.871,-1.053,18,Tue,15,Intermediate,2018,0,1,0,4
Fall 2016,3,FEMALE,18,3.111,122,3.153,-0.042,13,Tue,15,Intermediate,2019,0,1,0,9
Fall 2016,3,FEMALE,12,3.75,152,3.357,0.393,14,Tue,15,Intermediate,2018,0,1,0,4
Fall 2016,3,MALE,17,2.812,136,2.63,0.182,15,Tue,15,Introductory,2019,0,1,0,24
Fall 2016,3,FEMALE,17,3.117,124,4,-0.883,16,Tue,15,Introductory,2021,0,1,0,10
Fall 2016,3,MALE,15,2.25,137,2.722,-0.472,14,Tue,16,Advanced,2018,0,1,0,29
Fall 2016,3,MALE,16,3.266,146,2.867,0.399,12,Tue,16,Introductory,2019,0,1,0,2
Fall 2016,3,MALE,16,3.25,122,2.844,0.406,13,Tue,16,Introductory,2020,0,1,0,24
Fall 2016,3,FEMALE,12,3.333,151,3.795,-0.462,13,Tue,16,Intermediate,2017,0,4,1,27
Fall 2016,3,MALE,16,3.812,122,3.601,0.211,14,Tue,16,Introductory,2020,0,4,1,6
Fall 2016,3,FEMALE,16,3.25,131,3.294,-0.044,15,Tue,16,Introductory,2020,0,4,1,5
Fall 2016,3,FEMALE,15,3.6,129,3.45,0.15,16,Tue,16,Introductory,2018,0,4,1,20
Fall 2016,3,MALE,16,3.25,123,4,-0.75,17,Tue,16,Introductory,2021,0,3,1,8
Fall 2016,3,MALE,16,3.076,123,3.117,-0.041,18,Tue,16,Introductory,2020,0,3,1,33
Fall 2016,3,MALE,16,3.769,107,3.619,0.15,19,Tue,16,Introductory,2021,0,3,1,45
Fall 2016,3,FEMALE,14,4,143,3.693,0.307,18,Tue,16,Introductory,2017,0,1,0,6
Fall 2016,3,MALE,14,0,8,1.437,-1.437,19,Tue,16,Introductory,2017,1,1,0,26
Fall 2016,3,FEMALE,19,4,122,4,0,16,Tue,16,Introductory,2021,0,1,0,17
Fall 2016,3,MALE,12,3.25,154,3.29,-0.04,15,Tue,17,Introductory,2017,0,1,0,3
Fall 2016,3,FEMALE,14,2.666,24,2.368,0.298,15,Tue,17,Introductory,2017,1,1,0,2
Fall 2016,3,MALE,16,2.384,134,2.814,-0.43,14,Tue,17,Introductory,2020,0,1,0,11
Fall 2016,3,FEMALE,15,4,76,4,0,8,Tue,17,Introductory,2017,0,2,1,4
Fall 2016,3,MALE,16,2.687,138,3.022,-0.335,9,Tue,17,Introductory,2018,0,2,1,62
Fall 2016,3,MALE,18,3.666,159,3.736,-0.07,6,Tue,17,Introductory,2019,0,1,0,71
Fall 2016,3,FEMALE,17,3.666,131,3.541,0.125,6,Tue,17,Introductory,2021,0,1,0,1
Fall 2016,3,MALE,16,4,134,3.5,0.5,6,Tue,18,Introductory,2020,0,1,0,20
Fall 2016,3,FEMALE,18,1.357,40,1.048,0.309,7,Tue,18,Introductory,2017,1,1,0,1
Fall 2016,3,FEMALE,17,3.294,134,3.214,0.08,7,Tue,18,Introductory,2018,0,3,1,22
Fall 2016,3,MALE,16,3.687,123,3.727,-0.04,8,Tue,18,Introductory,2021,0,3,1,14
Fall 2016,3,FEMALE,14,3,122,3,0,9,Tue,18,Introductory,2020,0,3,1,19
Fall 2016,3,FEMALE,14,3.285,122,3.486,-0.201,8,Tue,19,Advanced,2017,0,1,0,20
Fall 2016,3,FEMALE,16,1.6,40,2.136,-0.536,9,Tue,19,Other,2018,1,1,0,16
Fall 2016,3,MALE,18,4,122,3.606,0.394,10,Tue,19,Intermediate,2018,0,1,0,1
Fall 2016,3,FEMALE,20,3.647,174,3.859,-0.212,10,Tue,19,Advanced,2018,0,1,0,9
Fall 2016,3,FEMALE,16,3.461,67,3.633,-0.172,9,Tue,19,Advanced,2017,0,2,1,16
Fall 2016,3,MALE,14,4,162,3.942,0.058,10,Tue,19,Advanced,2018,0,2,1,10
Fall 2016,3,MALE,15,2.466,30,2.592,-0.126,10,Tue,19,Introductory,2017,1,1,0,8
Fall 2016,3,FEMALE,17,3,138,3.594,-0.594,11,Tue,19,Introductory,2018,0,1,0,3
Fall 2016,3,FEMALE,12,2.222,125,2.653,-0.431,12,Tue,19,Introductory,2020,0,1,0,34
Fall 2016,3,MALE,16,3.076,63,2.964,0.112,13,Tue,19,Introductory,2017,0,1,0,25
Fall 2016,3,FEMALE,13,4,145,3.864,0.136,14,Tue,19,Advanced,2018,0,1,0,9
Fall 2016,3,FEMALE,12,3.25,146,3.561,-0.311,15,Tue,19,Advanced,2018,0,1,0,4
Fall 2016,3,FEMALE,19,4,122,4,0,15,Tue,19,Introductory,2021,0,1,0,17
Fall 2016,3,FEMALE,16,3.25,123,3.551,-0.301,12,Tue,20,Introductory,2020,0,1,0,33
Fall 2016,3,FEMALE,17,3.47,145,2.891,0.579,13,Tue,20,Introductory,2020,0,1,0,7
Fall 2016,3,MALE,18,3.166,152,2.64,0.526,14,Tue,20,Intermediate,2018,0,1,0,15
Fall 2016,3,MALE,16,1.923,122,2.339,-0.416,15,Tue,20,Introductory,2020,0,1,0,5
Fall 2016,3,MALE,17,3.47,135,3.321,0.149,16,Tue,20,Intermediate,2018,0,1,0,1
Fall 2016,3,FEMALE,13,2.555,69,3.04,-0.485,14,Tue,20,Advanced,2018,1,1,0,1
Fall 2016,3,MALE,18,2.666,136,0,2.666,9,Tue,21,Introductory,2021,0,1,0,1
Fall 2016,3,FEMALE,18,2.533,127,3.113,-0.58,7,Tue,21,Introductory,2019,0,1,0,13
Fall 2016,3,MALE,9,3,55,2.326,0.674,1,Wed,8,Introductory,2017,1,1,0,3
Fall 2016,3,MALE,12,3.5,173,3.304,0.196,2,Wed,8,Introductory,2018,0,1,0,29
Fall 2016,3,MALE,16,3.3,27,2.791,0.509,2,Wed,9,Introductory,2017,1,1,0,6
Fall 2016,3,FEMALE,18,4,13,4,0,3,Wed,9,Introductory,2019,1,1,0,7
Fall 2016,3,FEMALE,16,2.916,79,2.924,-0.008,4,Wed,9,Introductory,2018,0,1,0,47
Fall 2016,3,MALE,16,3.812,126,3.715,0.097,4,Wed,9,Advanced,2018,0,1,0,8
Fall 2016,3,MALE,17,4,31,4,0,5,Wed,9,Introductory,2017,1,1,0,41
Fall 2016,3,MALE,17,3.647,132,3.769,-0.122,6,Wed,9,Introductory,2020,0,1,0,30
Fall 2016,3,MALE,18,3.666,159,3.736,-0.07,6,Wed,9,Introductory,2019,0,1,0,71
Fall 2016,3,FEMALE,13,3.307,165,3.579,-0.272,6,Wed,10,Introductory,2018,0,1,0,10
Fall 2016,3,FEMALE,18,3.666,134,3.911,-0.245,5,Wed,10,Introductory,2018,0,1,0,26
Fall 2016,3,MALE,12,2.25,136,2.72,-0.47,6,Wed,10,Introductory,2020,0,2,1,44
Fall 2016,3,FEMALE,20,4,41,3.916,0.084,7,Wed,10,Introductory,2017,1,2,1,19
Fall 2016,3,FEMALE,14,4,176,3.625,0.375,8,Wed,10,Introductory,2020,0,1,0,30
Fall 2016,3,MALE,13,2.076,133,3.039,-0.963,9,Wed,10,Introductory,2020,0,1,0,68
Fall 2016,3,FEMALE,16,2.875,123,2.658,0.217,9,Wed,10,Introductory,2020,0,1,0,25
Fall 2016,3,MALE,13,4,145,3.384,0.616,10,Wed,10,Introductory,2020,0,1,0,20
Fall 2016,3,FEMALE,13,2.1,126,2.822,-0.722,10,Wed,11,Introductory,2019,0,1,0,9
Fall 2016,3,FEMALE,16,3.812,132,3.677,0.135,10,Wed,11,Introductory,2020,0,1,0,4
Fall 2016,3,MALE,16,2.714,132,2.681,0.033,11,Wed,11,Introductory,2019,0,1,0,45
Fall 2016,3,FEMALE,13,3,76,2.5,0.5,12,Wed,11,Intermediate,2018,0,1,0,1
Fall 2016,3,MALE,17,3.117,132,2.913,0.204,8,Wed,12,Introductory,2020,0,1,0,42
Fall 2016,3,FEMALE,15,3,123,2.291,0.709,9,Wed,12,Introductory,2018,0,1,0,7
Fall 2016,3,FEMALE,11,2,23,2.45,-0.45,9,Wed,12,Advanced,2017,1,1,0,1
Fall 2016,3,MALE,13,3.769,128,3.588,0.181,7,Wed,12,Introductory,2020,0,1,0,64
Fall 2016,3,MALE,18,3.833,138,3.174,0.659,6,Wed,12,Introductory,2018,0,1,0,16
Fall 2016,3,MALE,12,2,134,2.268,-0.268,7,Wed,12,Advanced,2020,0,1,0,4
Fall 2016,3,MALE,13,2.076,133,3.039,-0.963,8,Wed,12,Introductory,2020,0,1,0,68
Fall 2016,3,FEMALE,13,3.75,142,2.4,1.35,9,Wed,12,Introductory,2018,0,1,0,59
Fall 2016,3,FEMALE,18,2.75,30,3.375,-0.625,10,Wed,12,Intermediate,2017,0,1,0,6
Fall 2016,3,MALE,16,3.625,125,3.467,0.158,8,Wed,13,Introductory,2018,0,1,0,25
Fall 2016,3,MALE,16,3.812,127,3.312,0.5,9,Wed,13,Introductory,2020,0,1,0,3
Fall 2016,3,FEMALE,13,2.692,130,2.834,-0.142,9,Wed,13,Advanced,2020,0,1,0,2
Fall 2016,3,MALE,17,2.882,126,2.85,0.032,10,Wed,13,Introductory,2020,0,1,0,23
Fall 2016,3,MALE,16,3.692,122,3.33,0.362,11,Wed,13,Introductory,2020,0,1,0,19
Fall 2016,3,MALE,7,3,155,2.18,0.82,12,Wed,13,Introductory,2020,0,1,0,11
Fall 2016,3,MALE,12,2.75,130,3.075,-0.325,13,Wed,13,Introductory,2020,0,1,0,6
Fall 2016,3,FEMALE,12,3,130,3.15,-0.15,12,Wed,13,Intermediate,2018,0,1,0,19
Fall 2016,3,FEMALE,15,4,125,3.446,0.554,13,Wed,13,Intermediate,2018,0,1,0,10
Fall 2016,3,FEMALE,15,2.8,33,2.9,-0.1,13,Wed,13,Advanced,2017,1,1,0,2
Fall 2016,3,FEMALE,13,2.538,139,2.48,0.058,13,Wed,13,Intermediate,2018,0,1,0,13
Fall 2016,3,FEMALE,17,3,130,3.336,-0.336,14,Wed,14,Introductory,2018,0,1,0,26
Fall 2016,3,FEMALE,15,4,126,3.964,0.036,11,Wed,14,Intermediate,2018,0,1,0,7
Fall 2016,3,MALE,16,3.437,123,2.991,0.446,12,Wed,14,Introductory,2019,0,2,1,36
Fall 2016,3,FEMALE,16,3.562,135,3.191,0.371,13,Wed,14,Intermediate,2018,0,2,1,9
Fall 2016,3,MALE,15,4,138,4,0,13,Wed,14,Intermediate,2020,0,1,0,1
Fall 2016,3,FEMALE,12,3,169,2.726,0.274,13,Wed,14,Introductory,2018,0,1,0,25
Fall 2016,3,MALE,18,2.5,122,2.247,0.253,14,Wed,14,Introductory,2019,0,1,0,1
Fall 2016,3,MALE,16,3.187,119,2.69,0.497,15,Wed,14,Introductory,2017,0,1,0,8
Fall 2016,3,FEMALE,16,4,142,3.688,0.312,16,Wed,14,Intermediate,2019,0,2,1,35
Fall 2016,3,FEMALE,15,3.8,123,3.866,-0.066,17,Wed,14,Introductory,2018,0,2,1,52
Fall 2016,3,MALE,9,1,160,2.719,-1.719,17,Wed,14,Introductory,2020,0,1,0,5
Fall 2016,3,MALE,16,2.714,132,2.681,0.033,12,Wed,15,Introductory,2019,0,2,1,45
Fall 2016,3,FEMALE,18,3.823,155,3.754,0.069,13,Wed,15,Introductory,2020,0,2,1,15
Fall 2016,3,FEMALE,12,3.75,152,3.357,0.393,14,Wed,15,Intermediate,2018,0,1,0,4
Fall 2016,3,FEMALE,16,4,47,3.517,0.483,14,Wed,15,Intermediate,2017,1,1,0,4
Fall 2016,3,FEMALE,14,2.875,62,3.4,-0.525,14,Wed,15,Introductory,2017,1,2,1,7
Fall 2016,3,MALE,14,0,8,1.437,-1.437,15,Wed,15,Introductory,2017,1,2,1,26
Fall 2016,3,MALE,16,2.384,134,2.814,-0.43,14,Wed,15,Introductory,2020,0,1,0,11
Fall 2016,3,MALE,16,2.875,0,3.317,-0.442,12,Wed,15,Introductory,2018,0,2,1,49
Fall 2016,3,MALE,16,2.687,138,3.022,-0.335,13,Wed,15,Introductory,2018,0,2,1,62
Fall 2016,3,FEMALE,16,3.062,128,3.201,-0.139,12,Wed,15,Introductory,2020,0,1,0,27
Fall 2016,3,MALE,22,4,147,3.875,0.125,13,Wed,15,Introductory,2018,0,2,1,5
Fall 2016,3,FEMALE,16,2.375,113,2.016,0.359,14,Wed,15,Introductory,2021,0,2,1,1
Fall 2016,3,MALE,12,3,69,2.68,0.32,15,Wed,15,Introductory,2019,0,1,0,8
Fall 2016,3,MALE,15,3.666,123,3.57,0.096,16,Wed,15,Introductory,2020,0,1,0,60
Fall 2016,3,FEMALE,15,3.6,129,3.45,0.15,13,Wed,16,Introductory,2018,0,1,0,20
Fall 2016,3,MALE,16,3.076,123,3.117,-0.041,14,Wed,16,Introductory,2020,0,1,0,33
Fall 2016,3,MALE,16,3.25,122,2.844,0.406,14,Wed,16,Introductory,2020,0,3,1,24
Fall 2016,3,FEMALE,16,3.625,125,3.654,-0.029,15,Wed,16,Introductory,2020,0,3,1,4
Fall 2016,3,MALE,16,3.769,107,3.619,0.15,16,Wed,16,Introductory,2021,0,3,1,45
Fall 2016,3,MALE,16,3.3,27,2.791,0.509,16,Wed,16,Introductory,2017,1,2,1,6
Fall 2016,3,FEMALE,15,3.75,136,3.864,-0.114,17,Wed,16,Introductory,2020,0,2,1,1
Fall 2016,3,FEMALE,15,3,123,2.291,0.709,18,Wed,16,Introductory,2018,0,1,0,7
Fall 2016,3,MALE,17,3.647,123,3.287,0.36,17,Wed,16,Introductory,2019,0,1,0,14
Fall 2016,3,FEMALE,14,4,176,3.625,0.375,18,Wed,16,Introductory,2020,0,1,0,30
Fall 2016,3,FEMALE,16,3.375,135,3.469,-0.094,19,Wed,16,Introductory,2020,0,3,1,2
Fall 2016,3,MALE,16,3.437,123,3.333,0.104,20,Wed,16,Introductory,2020,0,3,1,14
Fall 2016,3,FEMALE,19,4,128,3.512,0.488,21,Wed,16,Introductory,2020,0,3,1,4
Fall 2016,3,FEMALE,19,3.769,125,3.775,-0.006,21,Wed,16,Introductory,2018,0,1,0,41
Fall 2016,3,FEMALE,13,3.75,142,2.4,1.35,20,Wed,16,Introductory,2018,0,1,0,59
Fall 2016,3,FEMALE,15,2.416,133,2.857,-0.441,19,Wed,16,Introductory,2018,0,1,0,49
