Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Total_Visits
Spring 2017,8,104,MALE,19,3.631,144,3.408,0.223,Wed,16,Advanced,2020,0,1,46
Spring 2017,8,51,MALE,17,2.272,122,2.953,-0.681,Wed,17,Introductory,2020,0,1,25
Spring 2017,8,28,MALE,16,2.076,76,2.192,-0.116,Wed,17,Intermediate,2018,1,1,3
Spring 2017,8,178,MALE,16,3.8,139,3.593,0.207,Wed,17,Introductory,2020,0,1,36
Spring 2017,8,225,FEMALE,16,2.4,40,2.432,-0.032,Wed,17,Introductory,2018,1,1,2
Spring 2017,8,144,FEMALE,16,2.687,127,2.904,-0.217,Wed,17,Introductory,2021,0,1,18
Spring 2017,8,24,MALE,12,2.25,153,2.912,-0.662,Wed,17,Intermediate,2018,0,1,3
Spring 2017,8,71,MALE,16,1.75,125,2.144,-0.394,Wed,17,Advanced,2018,0,1,14
Spring 2017,8,56,MALE,14,1.928,122,3.02,-1.092,Wed,18,Introductory,2019,0,2,68
Spring 2017,8,58,MALE,15,2.25,129,3.039,-0.789,Wed,18,Intermediate,2020,0,2,51
Spring 2017,8,65,MALE,17,3.117,132,2.913,0.204,Wed,18,Introductory,2020,0,1,42
Spring 2017,8,58,MALE,12,2.333,28,2.055,0.278,Wed,18,Advanced,2018,1,1,22
Spring 2017,8,45,MALE,9,3,126,3.454,-0.454,Wed,18,Introductory,2021,0,1,36
Spring 2017,8,58,MALE,12,2.5,118,2.439,0.061,Wed,18,Introductory,2021,0,1,16
Spring 2017,8,21,MALE,14,3,44,2.59,0.41,Wed,19,Introductory,2017,1,1,35
Spring 2017,8,11,MALE,9,3,98,2.625,0.375,Wed,19,Introductory,2018,0,1,17
Spring 2017,8,8,FEMALE,20,3.769,65,3.777,-0.008,Wed,20,Introductory,2017,1,1,1
Spring 2017,8,67,MALE,15,2.533,133,2.504,0.029,Thu,9,Introductory,2018,0,2,26
Spring 2017,8,54,MALE,14,2.642,124,3.301,-0.659,Thu,9,Introductory,2018,0,2,16
Spring 2017,8,56,FEMALE,13,3.461,122,3.404,0.057,Thu,9,Introductory,2017,0,1,11
Spring 2017,8,42,MALE,9,3,126,3.454,-0.454,Thu,9,Introductory,2021,0,1,36
Spring 2017,8,7,FEMALE,15,1,65,2,-1,Thu,9,Introductory,2018,1,1,1
Spring 2017,8,55,FEMALE,16,3.75,97,3.292,0.458,Thu,9,Introductory,2018,0,1,19
Spring 2017,8,24,MALE,14,1.928,122,3.02,-1.092,Thu,9,Intermediate,2019,0,3,68
Spring 2017,8,75,MALE,18,2.285,134,2.656,-0.371,Thu,9,Introductory,2018,0,3,13
Spring 2017,8,61,MALE,16,3.8,139,3.593,0.207,Thu,9,Introductory,2020,0,3,36
Spring 2017,8,22,FEMALE,13,3,152,3.377,-0.377,Thu,10,Introductory,2018,0,1,11
Spring 2017,8,29,MALE,17,3.117,132,2.913,0.204,Thu,10,Introductory,2020,0,1,42
Spring 2017,8,100,FEMALE,18,2.666,138,3.184,-0.518,Thu,10,Intermediate,2018,0,1,6
Spring 2017,8,65,MALE,12,2.75,141,2.601,0.149,Thu,10,Introductory,2018,0,1,22
Spring 2017,8,8,FEMALE,13,3.538,131,3.666,-0.128,Thu,11,Intermediate,2021,0,1,11
Spring 2017,8,13,FEMALE,20,3.588,148,3.471,0.117,Thu,11,Intermediate,2021,0,2,40
Spring 2017,8,70,FEMALE,16,3.375,143,3.572,-0.197,Thu,11,Intermediate,2021,0,2,41
Spring 2017,8,87,FEMALE,13,3.538,122,3.244,0.294,Thu,11,Intermediate,2017,0,1,4
Spring 2017,8,98,FEMALE,17,2.411,9,3.666,-1.255,Thu,11,Introductory,2019,0,1,11
Spring 2017,8,49,FEMALE,20,2.625,87,1.682,0.943,Thu,11,Introductory,2019,0,1,3
Spring 2017,8,55,FEMALE,14,3,117,3.281,-0.281,Thu,12,Introductory,2018,0,1,36
Spring 2017,8,161,MALE,12,4,122,4,0,Thu,12,Introductory,2020,0,1,29
Spring 2017,8,107,FEMALE,18,3,122,2.954,0.046,Thu,12,Intermediate,2018,0,1,2
Spring 2017,8,59,FEMALE,14,3,138,2.588,0.412,Thu,12,Introductory,2020,0,1,20
Spring 2017,8,57,FEMALE,22,1.857,125,2.606,-0.749,Thu,12,Introductory,2021,0,1,25
Spring 2017,8,72,MALE,17,3.117,132,2.913,0.204,Thu,13,Introductory,2020,0,1,42
Spring 2017,8,73,FEMALE,13,3.75,142,2.4,1.35,Thu,13,Introductory,2018,0,1,59
Spring 2017,8,56,MALE,14,1.818,133,2.74,-0.922,Thu,14,Intermediate,2018,0,1,6
Spring 2017,8,24,MALE,16,3.375,126,2.531,0.844,Thu,14,Introductory,2020,0,1,1
Spring 2017,8,86,FEMALE,11,2.416,0,2.9,-0.484,Thu,14,Advanced,2018,0,1,2
Spring 2017,8,129,MALE,10,3.1,135,2.611,0.489,Thu,14,Introductory,2019,0,1,2
Spring 2017,8,63,MALE,19,2.166,104,2.5,-0.334,Thu,14,Introductory,2018,0,2,1
Spring 2017,8,69,FEMALE,16,2.937,155,2.949,-0.012,Thu,14,Introductory,2020,0,2,60
Spring 2017,8,20,MALE,17,3.823,124,3.321,0.502,Thu,14,Introductory,2020,0,1,77
Spring 2017,8,52,FEMALE,12,3,122,2.454,0.546,Thu,14,Introductory,2019,0,1,10
Spring 2017,8,58,FEMALE,16,2.916,79,2.924,-0.008,Thu,15,Introductory,2018,0,1,47
Spring 2017,8,66,MALE,12,1.833,129,2.722,-0.889,Thu,15,Introductory,2018,0,1,33
Spring 2017,8,107,MALE,17,3,148,2.812,0.188,Thu,15,Introductory,2018,0,1,47
Spring 2017,8,99,MALE,14,2.545,135,2.753,-0.208,Thu,15,Introductory,2018,0,1,31
Spring 2017,8,112,MALE,19,3.631,144,3.408,0.223,Thu,15,Advanced,2020,0,1,46
Spring 2017,8,64,MALE,14,2.666,146,2.54,0.126,Thu,15,Introductory,2020,0,1,8
Spring 2017,8,41,FEMALE,16,3.25,123,3.551,-0.301,Thu,16,Intermediate,2020,0,1,33
Spring 2017,8,34,FEMALE,15,3.666,151,3.5,0.166,Thu,16,Intermediate,2021,0,1,27
Spring 2017,8,206,MALE,15,4,123,3.735,0.265,Thu,16,Advanced,2018,0,1,18
Spring 2017,8,46,MALE,15,2.25,129,3.039,-0.789,Thu,16,Intermediate,2020,0,1,51
Spring 2017,8,118,MALE,17,3.076,128,3.223,-0.147,Thu,16,Intermediate,2020,0,1,21
Spring 2017,8,101,FEMALE,14,3.785,155,3.817,-0.032,Thu,16,Intermediate,2020,0,1,11
Spring 2017,8,50,MALE,12,3,122,3.271,-0.271,Thu,17,Introductory,2020,0,1,18
Spring 2017,8,31,MALE,9,3,126,3.454,-0.454,Thu,17,Introductory,2021,0,1,36
Spring 2017,8,62,MALE,16,2.8,109,2.759,0.041,Thu,17,Introductory,2021,0,1,13
Spring 2017,8,84,FEMALE,19,3.176,133,3.701,-0.525,Thu,17,Introductory,2020,0,2,6
Spring 2017,8,122,MALE,14,2,50,1.65,0.35,Thu,17,Intermediate,2019,1,2,1
Spring 2017,8,122,MALE,17,2,41,1.8,0.2,Thu,18,Intermediate,2017,1,1,2
Spring 2017,8,102,MALE,18,3.833,143,3.764,0.069,Thu,18,Intermediate,2020,0,1,9
Spring 2017,8,128,FEMALE,19,3.437,62,3.34,0.097,Thu,18,Advanced,2018,1,1,5
Spring 2017,8,61,FEMALE,13,2.153,122,2.377,-0.224,Thu,18,Introductory,2020,0,1,4
Spring 2017,8,33,MALE,11,3,140,2.76,0.24,Thu,19,Advanced,2019,0,1,8
Spring 2017,8,8,FEMALE,16,4,122,4,0,Thu,21,Introductory,2021,0,1,20
Spring 2017,8,60,MALE,15,3,119,3.105,-0.105,Fri,10,Intermediate,2020,0,1,22
Spring 2017,8,36,MALE,9,3,126,3.454,-0.454,Fri,10,Introductory,2021,0,1,36
Spring 2017,8,93,MALE,12,2.666,163,2.76,-0.094,Fri,10,Introductory,2017,0,1,58
Spring 2017,8,57,MALE,15,3.666,123,3.57,0.096,Fri,11,Introductory,2020,0,1,60
Spring 2017,8,75,MALE,12,1.833,129,2.722,-0.889,Fri,11,Introductory,2018,0,1,33
Spring 2017,8,22,MALE,17,3.235,122,3.174,0.061,Fri,12,Introductory,2019,0,2,4
Spring 2017,8,73,FEMALE,16,4,140,3.909,0.091,Fri,12,Introductory,2018,0,2,8
Spring 2017,8,35,MALE,14,2.214,169.02,2.909,-0.695,Fri,12,Introductory,2018,0,2,34
Spring 2017,8,94,MALE,16,2.562,126,2.702,-0.14,Fri,12,Introductory,2017,0,2,5
Spring 2017,8,38,MALE,15,1.933,59,1.983,-0.05,Fri,13,Introductory,2018,1,1,1
Spring 2017,8,86,MALE,16,2.8,109,2.759,0.041,Fri,15,Introductory,2021,0,1,13
Spring 2017,9,64,FEMALE,19,3.769,125,3.775,-0.006,Sun,18,Intermediate,2018,0,1,41
Spring 2017,9,13,MALE,16,3,131,3.25,-0.25,Sun,18,Introductory,2019,0,1,3
Spring 2017,10,67,FEMALE,14,3.714,48,4,-0.286,Mon,9,Introductory,2020,1,1,12
Spring 2017,10,63,FEMALE,16,2.916,79,2.924,-0.008,Mon,10,Introductory,2018,0,1,47
Spring 2017,10,56,FEMALE,14,3.642,126,4,-0.358,Mon,10,Introductory,2021,0,1,20
Spring 2017,10,174,FEMALE,14,2.933,143,2.703,0.23,Mon,11,Introductory,2020,0,1,9
Spring 2017,10,59,FEMALE,16,2.687,162,3.425,-0.738,Mon,11,Introductory,2018,0,1,23
Spring 2017,10,59,MALE,15,3.666,123,3.57,0.096,Mon,11,Introductory,2020,0,1,60
Spring 2017,10,44,MALE,15,3.25,53,3.042,0.208,Mon,11,Advanced,2020,0,1,11
Spring 2017,10,167,FEMALE,15,3.8,123,3.866,-0.066,Mon,11,Introductory,2018,0,1,52
Spring 2017,10,89,FEMALE,16,4,142,3.688,0.312,Mon,12,Introductory,2019,0,1,35
Spring 2017,10,121,MALE,12,2,124,2.343,-0.343,Mon,13,Advanced,2017,0,1,11
Spring 2017,10,127,MALE,17,3.117,132,2.913,0.204,Mon,13,Introductory,2020,0,1,42
Spring 2017,10,79,MALE,19,3.375,181,3.253,0.122,Mon,13,Introductory,2017,0,1,15
Spring 2017,10,78,MALE,9,4,134,3.175,0.825,Mon,13,Introductory,2020,0,2,30
Spring 2017,10,486,MALE,13,2.076,133,3.039,-0.963,Mon,13,Advanced,2020,0,2,68
Spring 2017,10,121,MALE,16,3.437,137,3.557,-0.12,Mon,13,Intermediate,2018,0,1,14
Spring 2017,10,105,FEMALE,17,2.857,27,2.708,0.149,Mon,14,Introductory,2017,1,1,45
Spring 2017,10,29,FEMALE,16,3,128,3.042,-0.042,Mon,14,Introductory,2018,0,1,4
Spring 2017,10,26,FEMALE,17,3.571,133,3.747,-0.176,Mon,14,Introductory,2019,0,1,5
Spring 2017,10,91,MALE,14,1.5,147,2.528,-1.028,Mon,14,Introductory,2018,0,1,3
Spring 2017,10,68,MALE,12,2.333,28,2.055,0.278,Mon,15,Advanced,2018,1,1,22
Spring 2017,10,87,MALE,19,3.631,144,3.408,0.223,Mon,15,Introductory,2020,0,1,46
Spring 2017,10,144,FEMALE,16,3.666,139,2.902,0.764,Mon,15,Intermediate,2019,0,1,3
Spring 2017,10,80,FEMALE,15,2.416,133,2.857,-0.441,Mon,15,Introductory,2018,0,1,49
Spring 2017,10,21,MALE,15,4,125,3.833,0.167,Mon,15,Introductory,2018,0,1,9
Spring 2017,10,67,MALE,13,3.615,138,3.816,-0.201,Mon,15,Introductory,2020,0,1,26
Spring 2017,10,114,MALE,14,3,124,3.123,-0.123,Mon,15,Intermediate,2020,0,1,1
Spring 2017,10,67,MALE,17,3.529,124,3.563,-0.034,Mon,15,Introductory,2020,0,1,24
Spring 2017,10,30,MALE,14,1.928,122,3.02,-1.092,Mon,15,Advanced,2019,0,1,68
Spring 2017,10,51,FEMALE,17,2.529,133,2.879,-0.35,Mon,15,Introductory,2018,0,1,43
Spring 2017,10,16,MALE,17,3.823,124,3.321,0.502,Mon,15,Intermediate,2020,0,1,77
Spring 2017,10,105,MALE,15,3,122,2.952,0.048,Mon,16,Intermediate,2018,0,2,6
Spring 2017,10,105,MALE,19,2.875,122,2.806,0.069,Mon,16,Intermediate,2019,0,2,15
Spring 2017,10,330,FEMALE,13,2.615,129,2.8,-0.185,Mon,16,Intermediate,2020,0,3,3
Spring 2017,10,104,MALE,15,3.6,122,3.68,-0.08,Mon,16,Intermediate,2019,0,3,31
Spring 2017,10,107,FEMALE,16,2.5,137,2.873,-0.373,Mon,16,Intermediate,2018,0,3,13
Spring 2017,10,102,FEMALE,19,3.625,125,3.292,0.333,Mon,16,Intermediate,2018,0,3,3
Spring 2017,10,102,FEMALE,16,2.875,134,3.178,-0.303,Mon,16,Intermediate,2018,0,3,23
Spring 2017,10,65,FEMALE,17,2.214,142,3.383,-1.169,Mon,16,Introductory,2020,0,3,9
Spring 2017,10,101,FEMALE,13,3.307,126,3.046,0.261,Mon,16,Intermediate,2018,0,3,3
Spring 2017,10,48,MALE,15,3,120,3.38,-0.38,Mon,16,Introductory,2020,0,3,23
Spring 2017,10,65,MALE,15,3.8,126,3.66,0.14,Mon,16,Introductory,2020,0,3,36
Spring 2017,10,24,FEMALE,17,3.8,131,3.319,0.481,Mon,16,Intermediate,2018,0,1,5
Spring 2017,10,48,FEMALE,16,3.375,143,3.572,-0.197,Mon,16,Introductory,2021,0,1,41
Spring 2017,10,113,MALE,15,3,134,2.836,0.164,Mon,16,Intermediate,2019,0,1,3
Spring 2017,10,109,MALE,16,3.437,123,2.991,0.446,Mon,16,Intermediate,2019,0,1,36
Spring 2017,10,69,MALE,15,2.4,136,2.893,-0.493,Mon,16,Intermediate,2019,0,1,22
Spring 2017,10,88,FEMALE,24,3.055,163,3.297,-0.242,Mon,16,Introductory,2020,0,1,22
Spring 2017,10,38,FEMALE,6,0.5,19,1.578,-1.078,Mon,16,Introductory,2017,1,1,2
Spring 2017,10,74,FEMALE,15,2.6,141,3.174,-0.574,Mon,16,Intermediate,2021,0,1,9
Spring 2017,10,68,MALE,12,2.166,93,2.464,-0.298,Mon,16,Introductory,2020,0,1,14
Spring 2017,10,31,MALE,15,2.4,125,3.344,-0.944,Mon,17,Introductory,2020,0,1,26
Spring 2017,10,113,FEMALE,12,2.222,125,2.653,-0.431,Mon,17,Introductory,2020,0,1,34
Spring 2017,10,58,FEMALE,16,3.375,124,3.34,0.035,Mon,17,Intermediate,2018,0,1,1
Spring 2017,10,62,MALE,13,3.615,138,3.816,-0.201,Mon,18,Introductory,2020,0,2,26
Spring 2017,10,33,MALE,13,3.769,128,3.588,0.181,Mon,18,Intermediate,2020,0,2,64
Spring 2017,10,98,FEMALE,12,3.333,151,3.795,-0.462,Mon,18,Intermediate,2017,0,1,27
Spring 2017,10,188,MALE,15,2.428,111,2.678,-0.25,Mon,18,Intermediate,2021,0,1,35
Spring 2017,10,102,FEMALE,17,2.764,132,3.026,-0.262,Mon,18,Introductory,2021,0,4,2
Spring 2017,10,102,FEMALE,20,2.384,134,3.324,-0.94,Mon,18,Introductory,2021,0,4,1
Spring 2017,10,102,FEMALE,16,3.166,127,3.218,-0.052,Mon,18,Introductory,2020,0,4,3
Spring 2017,10,102,FEMALE,13,2.1,59,2.6,-0.5,Mon,18,Introductory,2018,1,4,2
Spring 2017,10,56,FEMALE,14,3,117,3.281,-0.281,Mon,18,Introductory,2018,0,1,36
Spring 2017,10,77,MALE,18,4,151,4,0,Mon,18,Intermediate,2018,0,1,9
Spring 2017,10,53,MALE,17,2.272,122,2.953,-0.681,Mon,18,Introductory,2020,0,1,25
Spring 2017,10,102,FEMALE,24,3.4,153,3.431,-0.031,Mon,19,Intermediate,2020,0,1,83
Spring 2017,10,44,FEMALE,18,2.933,144,3.173,-0.24,Mon,19,Intermediate,2018,0,2,15
Spring 2017,10,60,MALE,12,2.5,118,2.439,0.061,Mon,19,Introductory,2021,0,2,16
Spring 2017,10,97,MALE,15,2.4,125,3.344,-0.944,Mon,19,Introductory,2020,0,1,26
Spring 2017,10,81,MALE,16,3.25,137,2.521,0.729,Mon,19,Introductory,2020,0,1,19
Spring 2017,10,65,MALE,13,3.615,138,3.816,-0.201,Mon,19,Introductory,2020,0,1,26
Spring 2017,10,77,MALE,17,1.285,20,2.428,-1.143,Mon,20,Introductory,2017,1,1,12
Spring 2017,10,24,MALE,9,3,98,2.625,0.375,Mon,20,Introductory,2018,0,1,17
Spring 2017,10,57,MALE,12,2,124,2.343,-0.343,Mon,20,Advanced,2017,0,1,11
Spring 2017,10,101,MALE,15,2.533,133,2.504,0.029,Tue,9,Introductory,2018,0,1,26
Spring 2017,10,183,MALE,14,2.428,134,2.8,-0.372,Tue,9,Introductory,2018,0,2,16
Spring 2017,10,79,MALE,15,2.466,30,2.592,-0.126,Tue,9,Introductory,2017,1,2,8
Spring 2017,10,55,MALE,13,2.076,133,3.039,-0.963,Tue,9,Introductory,2020,0,1,68
Spring 2017,10,72,FEMALE,15,2.416,133,2.857,-0.441,Tue,10,Introductory,2018,0,1,49
Spring 2017,10,102,MALE,9,3,126,3.454,-0.454,Tue,10,Introductory,2021,0,1,36
Spring 2017,10,98,MALE,15,3.266,126,3.172,0.094,Tue,10,Introductory,2018,0,1,6
Spring 2017,10,92,FEMALE,13,3.307,122,3.492,-0.185,Tue,10,Advanced,2018,0,1,11
Spring 2017,10,82,FEMALE,14,3,138,2.588,0.412,Tue,10,Introductory,2020,0,1,20
Spring 2017,10,42,MALE,13,2,156,3.048,-1.048,Tue,10,Introductory,2021,0,1,19
Spring 2017,10,51,MALE,11,2.666,132,2.427,0.239,Tue,10,Introductory,2020,0,1,7
Spring 2017,10,57,MALE,12,2.857,147,3.58,-0.723,Tue,10,Introductory,2018,0,1,14
Spring 2017,10,42,FEMALE,18,3.666,134,3.911,-0.245,Tue,11,Introductory,2018,0,1,26
Spring 2017,10,59,MALE,12,2.75,141,2.601,0.149,Tue,11,Introductory,2018,0,2,22
Spring 2017,10,11,FEMALE,20,3.588,148,3.471,0.117,Tue,11,Intermediate,2021,0,2,40
Spring 2017,10,85,FEMALE,17,3.785,126,3.607,0.178,Tue,11,Introductory,2018,0,1,3
Spring 2017,10,61,FEMALE,14,3,117,3.281,-0.281,Tue,11,Introductory,2018,0,1,36
Spring 2017,10,58,MALE,13,3.769,128,3.588,0.181,Tue,11,Intermediate,2020,0,1,64
Spring 2017,10,20,MALE,15,2.857,128,3.142,-0.285,Tue,11,Introductory,2018,0,1,9
Spring 2017,10,13,FEMALE,15,3.571,131,3.576,-0.005,Tue,11,Intermediate,2018,0,1,4
Spring 2017,10,51,FEMALE,17,3.117,143,2.826,0.291,Tue,11,Advanced,2019,0,1,13
Spring 2017,10,73,FEMALE,16,3.25,123,3.551,-0.301,Tue,11,Intermediate,2020,0,1,33
Spring 2017,10,118,FEMALE,18,3.133,125,4,-0.867,Tue,12,Introductory,2021,0,1,47
Spring 2017,10,105,MALE,17,3.058,153.99,2.837,0.221,Tue,12,Introductory,2019,0,1,24
Spring 2017,10,62,FEMALE,13,3.538,131,3.666,-0.128,Tue,12,Intermediate,2021,0,1,11
Spring 2017,10,9,FEMALE,16,3.625,133,3.373,0.252,Tue,13,Intermediate,2020,0,1,49
Spring 2017,10,48,FEMALE,16,3.25,123,3.551,-0.301,Tue,13,Intermediate,2020,0,1,33
Spring 2017,10,66,FEMALE,16,3.625,133,3.373,0.252,Tue,13,Intermediate,2020,0,1,49
Spring 2017,10,42,FEMALE,14,3.571,128,3.265,0.306,Tue,13,Introductory,2019,0,1,16
Spring 2017,10,59,MALE,15,2.4,134,2.688,-0.288,Tue,13,Advanced,2017,0,1,13
Spring 2017,10,35,MALE,14,2.214,169.02,2.909,-0.695,Tue,13,Introductory,2018,0,1,34
Spring 2017,10,90,FEMALE,13,3.75,142,2.4,1.35,Tue,14,Introductory,2018,0,2,59
Spring 2017,10,76,MALE,9,4,134,3.175,0.825,Tue,14,Introductory,2020,0,2,30
Spring 2017,10,44,MALE,13,2.076,133,3.039,-0.963,Tue,14,Introductory,2020,0,1,68
Spring 2017,10,69,FEMALE,18,2.933,144,3.173,-0.24,Tue,14,Intermediate,2018,0,1,15
Spring 2017,10,90,MALE,15,3.4,25,3.256,0.144,Tue,14,Introductory,2017,1,1,19
Spring 2017,10,79,FEMALE,16,3.1,126,2.802,0.298,Tue,14,Intermediate,2018,0,2,6
Spring 2017,10,131,FEMALE,16,2.937,155,2.949,-0.012,Tue,14,Introductory,2020,0,2,60
Spring 2017,10,163,FEMALE,17,3.117,143,2.826,0.291,Tue,14,Intermediate,2019,0,1,13
Spring 2017,10,64,MALE,17,3.823,124,3.321,0.502,Tue,14,Introductory,2020,0,1,77
Spring 2017,10,79,FEMALE,18,3.4,127,3.024,0.376,Tue,15,Intermediate,2019,0,1,2
Spring 2017,10,19,FEMALE,16,4,122,4,0,Tue,15,Introductory,2021,0,1,20
Spring 2017,10,40,MALE,17,2.235,83,2.312,-0.077,Tue,15,Intermediate,2018,0,1,1
Spring 2017,10,182,MALE,14,2.545,135,2.753,-0.208,Tue,15,Introductory,2018,0,1,31
Spring 2017,10,179,MALE,17,3,148,2.812,0.188,Tue,15,Introductory,2018,0,1,47
Spring 2017,10,32,MALE,12,3,122,3.271,-0.271,Tue,15,Introductory,2020,0,1,18
Spring 2017,10,75,MALE,12,2.666,163,2.76,-0.094,Tue,15,Introductory,2017,0,1,58
Spring 2017,10,39,FEMALE,14,2.5,122,2.623,-0.123,Tue,16,Introductory,2020,0,1,1
Spring 2017,10,64,MALE,13,3.461,51,3.026,0.435,Tue,16,Introductory,2018,0,1,13
Spring 2017,10,66,FEMALE,24,3.4,153,3.431,-0.031,Tue,16,Intermediate,2020,0,1,83
Spring 2017,10,142,FEMALE,19,3.105,122,3.358,-0.253,Tue,16,Introductory,2018,0,1,30
Spring 2017,10,113,FEMALE,12,3.333,122,3.4,-0.067,Tue,16,Intermediate,2018,0,1,8
Spring 2017,10,52,FEMALE,15,3.533,130,3.734,-0.201,Tue,16,Intermediate,2018,0,1,25
Spring 2017,10,76,MALE,14,2.615,131,2.477,0.138,Tue,16,Introductory,2019,0,1,33
Spring 2017,10,88,MALE,14,3,44,2.59,0.41,Tue,16,Introductory,2017,1,1,35
Spring 2017,10,29,FEMALE,12,2.222,125,2.653,-0.431,Tue,16,Introductory,2020,0,1,34
Spring 2017,10,33,MALE,17,3.062,30,3.111,-0.049,Tue,17,Introductory,2017,1,1,6
Spring 2017,10,113,MALE,19,3.631,144,3.408,0.223,Tue,17,Introductory,2020,0,1,46
Spring 2017,10,52,MALE,9,3,126,3.454,-0.454,Tue,17,Introductory,2021,0,1,36
Spring 2017,10,71,FEMALE,9,1,105,1.873,-0.873,Tue,17,Advanced,2021,0,1,5
Spring 2017,10,65,MALE,6,1,56,1.857,-0.857,Tue,17,Advanced,2017,1,1,3
Spring 2017,10,63,FEMALE,16,3.666,139,2.902,0.764,Tue,17,Introductory,2019,0,1,3
Spring 2017,10,52,FEMALE,20,3.944,199,3.925,0.019,Tue,18,Intermediate,2018,0,2,2
Spring 2017,10,52,FEMALE,18,3.312,148,3.489,-0.177,Tue,18,Intermediate,2018,0,2,3
Spring 2017,10,105,FEMALE,12,3.333,151,3.795,-0.462,Tue,18,Intermediate,2017,0,1,27
Spring 2017,10,127,FEMALE,13,2.846,105,3.25,-0.404,Tue,18,Introductory,2021,0,1,16
Spring 2017,10,94,FEMALE,15,3.666,151,3.5,0.166,Tue,18,Introductory,2021,0,1,27
Spring 2017,10,59,MALE,17,3.823,124,3.321,0.502,Tue,18,Introductory,2020,0,1,77
Spring 2017,10,152,FEMALE,17,3.705,122,3.657,0.048,Tue,19,Introductory,2020,0,2,11
Spring 2017,10,163,MALE,16,3.25,137,2.521,0.729,Tue,19,Introductory,2020,0,2,19
Spring 2017,10,68,FEMALE,13,3.692,125,3.172,0.52,Tue,19,Introductory,2018,0,1,20
Spring 2017,10,82,MALE,14,2.615,131,2.477,0.138,Tue,19,Introductory,2019,0,1,33
Spring 2017,10,137,FEMALE,16,3.687,133,3.76,-0.073,Tue,19,Introductory,2020,0,1,24
Spring 2017,10,34,MALE,16,3.076,63,2.964,0.112,Tue,19,Intermediate,2017,0,1,25
Spring 2017,10,92,MALE,20,3.5,123,3.475,0.025,Tue,19,Advanced,2018,0,1,13
Spring 2017,10,63,MALE,19,4,183,3.973,0.027,Tue,19,Intermediate,2018,0,1,12
Spring 2017,10,102,MALE,13,3.615,138,3.816,-0.201,Tue,20,Introductory,2020,0,1,26
Spring 2017,10,58,FEMALE,12,3.666,131,3.422,0.244,Tue,20,Advanced,2017,0,1,19
Spring 2017,10,53,FEMALE,15,3.666,133,3.712,-0.046,Tue,20,Introductory,2018,0,1,19
Spring 2017,10,71,MALE,15,2.4,125,3.344,-0.944,Tue,20,Introductory,2020,0,1,26
Spring 2017,10,15,MALE,17,2.272,122,2.953,-0.681,Tue,20,Introductory,2020,0,1,25
Spring 2017,10,38,FEMALE,12,3.666,131,3.422,0.244,Tue,21,Advanced,2017,0,1,19
Spring 2017,10,41,FEMALE,15,2.416,133,2.857,-0.441,Wed,9,Introductory,2018,0,2,49
Spring 2017,10,141,FEMALE,16,2.916,79,2.924,-0.008,Wed,9,Introductory,2018,0,2,47
Spring 2017,10,580,MALE,9,3,126,3.454,-0.454,Wed,9,Introductory,2021,0,1,36
Spring 2017,10,10,FEMALE,17,4,150,4,0,Wed,10,Intermediate,2018,0,1,37
Spring 2017,10,92,FEMALE,18,3.8,172,3.535,0.265,Wed,10,Introductory,2017,0,1,13
Spring 2017,10,111,MALE,15,2.533,133,2.504,0.029,Wed,10,Introductory,2018,0,2,26
Spring 2017,10,111,MALE,14,2.642,124,3.301,-0.659,Wed,10,Introductory,2018,0,2,16
Spring 2017,10,76,FEMALE,17,2.857,27,2.708,0.149,Wed,10,Advanced,2017,1,1,45
Spring 2017,10,75,FEMALE,14,3.357,123,3.676,-0.319,Wed,10,Advanced,2018,0,1,21
Spring 2017,10,53,FEMALE,19,3.692,125,3.113,0.579,Wed,11,Intermediate,2020,0,2,8
Spring 2017,10,78,FEMALE,13,2.846,105,3.25,-0.404,Wed,11,Introductory,2021,0,2,16
Spring 2017,10,95,FEMALE,13,3.5,123,3.666,-0.166,Wed,11,Advanced,2018,0,1,3
Spring 2017,10,50,MALE,15,3.25,53,3.042,0.208,Wed,11,Advanced,2020,0,1,11
Spring 2017,10,82,FEMALE,15,2.416,133,2.857,-0.441,Wed,11,Introductory,2018,0,1,49
Spring 2017,10,19,FEMALE,16,2.687,162,3.425,-0.738,Wed,11,Introductory,2018,0,1,23
Spring 2017,10,152,FEMALE,17,3.785,126,3.607,0.178,Wed,12,Introductory,2018,0,2,3
Spring 2017,10,87,MALE,12,4,27,4,0,Wed,12,Introductory,2017,1,2,34
Spring 2017,10,88,FEMALE,16,3.25,123,3.551,-0.301,Wed,12,Intermediate,2020,0,1,33
Spring 2017,10,86,FEMALE,14,2.571,95,1.949,0.622,Wed,12,Introductory,2020,0,1,7
Spring 2017,10,98,FEMALE,18,3.133,125,4,-0.867,Wed,13,Intermediate,2021,0,2,47
Spring 2017,10,74,MALE,17,3.529,124,3.563,-0.034,Wed,13,Introductory,2020,0,2,24
Spring 2017,10,75,MALE,17,3.117,132,2.913,0.204,Wed,13,Introductory,2020,0,1,42
Spring 2017,10,52,FEMALE,16,3.375,143,3.572,-0.197,Wed,13,Introductory,2021,0,1,41
