Semester,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,96,FEMALE,16,3.625,133,0.252,Thu,Introductory,2020,0,49,1,1,0,1,1,0
Fall,146,MALE,15,4,125,0.167,Thu,Introductory,2018,0,9,0,0,0,1,1,0
Fall,287,MALE,19,2.111,111,-0.529,Thu,Introductory,2021,0,8,1,1,0,1,1,0
Fall,135,FEMALE,18,2.285,139,0.266,Thu,Introductory,2019,0,15,1,1,0,1,1,0
Fall,25,FEMALE,15,2.933,124,0.476,Thu,Intermediate,2019,0,12,1,0,0,1,1,0
Fall,105,MALE,11,3,178,-0.121,Thu,Intermediate,2021,0,8,1,0,0,1,1,0
Fall,54,MALE,16,3.187,119,0.497,Thu,Introductory,2017,0,8,0,1,0,1,1,0
Fall,103,FEMALE,15,3.214,154,-0.192,Thu,Introductory,2018,0,16,0,0,0,1,1,0
Fall,123,MALE,15,2.25,137,-0.472,Thu,Advanced,2018,0,29,0,0,0,1,1,0
Fall,68,MALE,16,3.25,122,0.406,Thu,Introductory,2020,0,24,1,1,0,1,1,0
Fall,67,MALE,16,3.769,107,0.15,Thu,Introductory,2021,0,45,1,1,0,1,1,0
Fall,236,MALE,16,3.076,123,-0.041,Thu,Introductory,2020,0,33,1,1,0,1,1,0
Fall,69,FEMALE,14,2.545,125,-0.318,Thu,Introductory,2018,0,27,0,1,0,1,1,0
Fall,61,MALE,16,2.384,126,-0.198,Thu,Intermediate,2018,0,2,0,0,0,1,1,0
Fall,76,MALE,18,4,143,0.278,Thu,Introductory,2018,0,65,0,1,0,1,1,0
Fall,183,MALE,15,3.4,146,-0.253,Thu,Intermediate,2018,0,1,0,0,1,1,1,0
Fall,184,MALE,15,2.8,144,-0.008,Thu,Introductory,2018,0,1,0,1,0,1,1,0
Fall,182,MALE,15,2.6,140,-0.057,Thu,Intermediate,2017,0,1,0,0,1,1,1,0
Fall,75,MALE,10,2.333,139,-0.591,Thu,Intermediate,2018,0,33,0,0,0,1,1,0
Fall,72,FEMALE,16,2.875,123,-0.381,Thu,Advanced,2018,0,6,0,0,0,1,0,1
Fall,61,MALE,16,4,125,0.381,Thu,Intermediate,2019,0,15,1,0,0,1,0,1
Fall,25,MALE,13,2.142,114,-1.013,Thu,Introductory,2021,0,1,1,0,0,1,0,1
Fall,96,FEMALE,16,4,126,0,Thu,Introductory,2019,0,17,1,1,0,1,0,1
Fall,44,MALE,17,2.769,129,-0.128,Thu,Advanced,2018,0,1,1,0,0,1,0,1
Fall,129,MALE,13,3.307,150,0.507,Thu,Advanced,2018,0,2,0,0,0,1,0,1
Fall,270,FEMALE,13,3,152,-0.377,Thu,Introductory,2018,0,11,0,1,0,1,0,1
Fall,39,FEMALE,12,3.166,125,0.219,Thu,Introductory,2018,0,18,0,1,0,1,0,1
Fall,41,MALE,16,2.312,46,-0.423,Thu,Introductory,2017,1,19,0,0,0,1,0,1
Fall,51,FEMALE,16,3.25,123,-0.301,Thu,Introductory,2020,0,32,1,1,0,1,0,1
Fall,57,FEMALE,18,4,160,0.099,Thu,Introductory,2020,0,14,1,1,0,1,0,1
Fall,106,MALE,18,2.8,165,0.041,Thu,Introductory,2019,0,16,1,1,0,1,0,1
Fall,93,MALE,13,2.769,104,0.306,Thu,Introductory,2018,0,2,1,0,0,1,0,1
Fall,52,MALE,18,3.666,159,-0.07,Thu,Introductory,2019,0,70,1,1,0,1,0,1
Fall,55,MALE,16,3.769,125,-0.231,Thu,Introductory,2021,0,42,1,1,0,1,0,1
Fall,162,FEMALE,14,2.214,129,-0.152,Thu,Introductory,2019,0,6,1,1,0,1,0,1
Fall,24,MALE,12,3.25,128,0.779,Thu,Introductory,2019,0,1,1,1,0,1,0,1
Fall,22,FEMALE,17,3.583,147,-0.218,Thu,Introductory,2018,0,8,0,1,0,1,0,1
Fall,124,MALE,20,3,146,-0.015,Thu,Introductory,2019,0,13,1,1,0,1,0,1
Fall,39,MALE,19,2,130,-0.39,Thu,Introductory,2020,0,3,1,1,0,1,0,1
Fall,54,FEMALE,18,2.285,139,0.266,Thu,Introductory,2019,0,15,1,1,0,1,0,1
Fall,76,FEMALE,16,2.916,79,-0.008,Thu,Introductory,2018,0,47,0,1,0,1,0,1
Fall,118,FEMALE,16,3.769,129,0.192,Thu,Introductory,2020,0,29,1,1,0,1,0,1
Fall,74,FEMALE,19,4,122,0,Thu,Introductory,2021,0,17,1,1,0,1,0,1
Fall,70,MALE,15,2.466,30,-0.126,Thu,Introductory,2017,1,8,0,1,0,1,0,1
Fall,47,FEMALE,9,1,105,-0.873,Thu,Intermediate,2021,0,5,1,0,0,1,0,1
Fall,38,MALE,13,2.846,132,0.374,Thu,Introductory,2019,0,6,1,1,0,1,0,1
Fall,25,FEMALE,13,3.307,150,-0.353,Thu,Introductory,2018,0,14,0,1,0,1,0,1
Fall,19,FEMALE,12,3.166,125,0.219,Thu,Introductory,2018,0,18,0,1,0,1,0,1
Fall,85,MALE,12,3.5,173,0.196,Fri,Introductory,2018,0,29,0,1,0,1,0,0
Fall,44,FEMALE,18,3.666,123,0.342,Fri,Intermediate,2017,0,2,0,0,0,1,0,0
Fall,101,MALE,16,3.692,122,0.362,Fri,Introductory,2020,0,19,1,1,0,1,0,0
Fall,101,MALE,17,2.882,126,0.032,Fri,Introductory,2020,0,23,1,1,0,1,0,0
Fall,59,FEMALE,16,2.875,123,0.217,Fri,Introductory,2020,0,25,1,1,0,1,0,0
Fall,27,FEMALE,17,4,137,0.514,Fri,Introductory,2020,0,14,1,1,0,1,0,0
Fall,34,MALE,16,2.312,131,-0.25,Fri,Intermediate,2020,0,12,1,0,1,1,0,0
Fall,72,FEMALE,19,2.75,140,0.238,Fri,Intermediate,2017,0,8,0,0,0,1,0,0
Fall,59,MALE,15,3,139,0.308,Fri,Intermediate,2020,0,10,1,0,0,1,0,0
Fall,35,FEMALE,15,3.466,30,0.066,Fri,Intermediate,2017,1,4,0,0,0,1,0,0
Fall,52,FEMALE,16,3.062,128,-0.139,Fri,Introductory,2020,0,27,1,1,0,1,0,0
Fall,44,FEMALE,16,4,132,0.083,Fri,Introductory,2018,0,15,0,1,0,1,0,0
Fall,28,FEMALE,13,3,130,0.714,Fri,Introductory,2020,0,1,1,1,0,1,0,0
Fall,195,FEMALE,12,1.666,138,-1.167,Fri,Introductory,2020,0,18,1,1,0,1,0,0
Fall,27,FEMALE,13,3.461,123,0.258,Fri,Intermediate,2017,0,8,0,1,0,1,0,0
Fall,77,FEMALE,13,3.307,165,-0.272,Fri,Introductory,2018,0,10,0,1,0,1,0,0
Fall,17,MALE,16,2.687,137,-0.337,Fri,Introductory,2020,0,1,1,1,0,1,0,0
Fall,39,MALE,13,3.538,124,0.175,Fri,Intermediate,2018,0,12,0,0,1,1,0,0
Fall,48,FEMALE,12,3.166,125,0.219,Fri,Advanced,2018,0,18,0,0,0,1,1,0
Fall,47,FEMALE,16,4,131,0.135,Fri,Advanced,2018,0,7,0,0,0,1,1,0
Fall,70,MALE,22,1.846,122,-0.64,Fri,Introductory,2017,0,6,0,1,0,1,1,0
Fall,137,MALE,13,2.23,28,-0.21,Fri,Introductory,2017,1,11,0,1,0,1,1,0
Fall,31,FEMALE,19,3.307,118,0.755,Fri,Advanced,2020,0,1,1,0,0,1,1,0
Fall,20,MALE,8,3.666,70,1.038,Fri,Intermediate,2017,0,3,0,0,1,1,1,0
Fall,34,FEMALE,13,2.9,133,-0.424,Fri,Introductory,2020,0,2,1,1,0,1,1,0
Fall,85,MALE,13,3.538,124,0.175,Fri,Intermediate,2018,0,12,0,0,1,1,1,0
Fall,78,FEMALE,13,2.461,100,-0.586,Fri,Introductory,2017,0,8,1,1,0,1,1,0
Fall,18,FEMALE,16,3.25,131,0.091,Fri,Intermediate,2018,0,19,0,0,1,1,1,0
Fall,37,MALE,8,3.666,70,1.038,Fri,Intermediate,2017,0,3,0,0,1,1,1,0
Fall,22,FEMALE,13,3,129.5,0.824,Fri,Advanced,2018,0,2,0,0,0,1,1,0
Fall,18,MALE,16,3.769,125,-0.231,Sun,Introductory,2021,0,42,1,1,0,1,0,1
Fall,20,MALE,16,2.687,137,-0.261,Sun,Intermediate,2018,0,7,0,0,1,1,0,1
Fall,52,MALE,20,3.117,125,0.018,Sun,Introductory,2020,0,2,1,1,0,1,0,1
Fall,60,FEMALE,24,3.4,153,-0.031,Sun,Intermediate,2020,0,83,1,0,0,1,0,1
Fall,19,MALE,13,3.769,128,0.181,Sun,Introductory,2020,0,64,1,1,0,1,0,1
Fall,54,MALE,9,0.666,68,-1.449,Sun,Introductory,2018,0,2,0,1,0,1,0,1
Fall,52,MALE,8,2.666,123,0.047,Sun,Introductory,2018,0,4,0,1,0,1,0,1
Fall,225,MALE,13,1.769,133,-0.542,Sun,Intermediate,2018,0,45,0,0,1,1,0,1
Fall,187,FEMALE,23,3.55,170,-0.112,Sun,Introductory,2018,0,3,0,0,0,1,0,1
Fall,95,FEMALE,16,3.812,137,-0.188,Sun,Introductory,2021,0,8,1,1,0,1,0,1
Fall,85,FEMALE,12,4,135,0.12,Sun,Advanced,2017,0,9,0,0,0,1,0,1
Fall,132,FEMALE,16,3.461,67,-0.172,Sun,Advanced,2017,0,16,0,0,0,1,0,1
Fall,161,FEMALE,17,4,39,0,Sun,Introductory,2021,0,7,1,1,0,1,0,1
Fall,30,FEMALE,16,3.307,122,-0.244,Sun,Introductory,2020,0,4,1,1,0,1,0,1
Fall,132,FEMALE,14,3.285,122,-0.201,Sun,Advanced,2017,0,20,0,0,0,1,0,1
Fall,99,FEMALE,16,3.625,133,0.252,Sun,Introductory,2020,0,49,1,1,0,1,0,1
Fall,105,FEMALE,13,3.461,123,0.258,Sun,Intermediate,2017,0,8,0,1,0,1,0,1
Fall,100,MALE,18,3.666,159,-0.07,Sun,Introductory,2019,0,70,1,1,0,1,0,1
Fall,33,MALE,19,3.47,132,-0.12,Sun,Introductory,2019,0,6,1,1,0,1,0,1
Fall,33,FEMALE,19,3.842,166,0.176,Sun,Introductory,2018,0,13,0,1,0,1,0,1
Fall,33,FEMALE,19,3.437,122,-0.183,Sun,Introductory,2020,0,7,1,0,0,1,0,1
Fall,123,FEMALE,16,3.533,146,-0.045,Sun,Advanced,2018,0,5,0,0,0,1,0,1
Fall,123,FEMALE,12,3.25,146,-0.311,Sun,Advanced,2018,0,4,0,0,0,1,0,1
Fall,38,MALE,15,4,125,0.167,Sun,Introductory,2018,0,9,0,0,0,1,0,1
Fall,25,FEMALE,20,2.692,131,-0.516,Sun,Introductory,2018,0,13,0,1,0,1,0,1
Fall,135,MALE,14,3,44,0.41,Sun,Introductory,2017,1,35,0,1,0,1,0,1
Fall,7,MALE,14,4,162,0.058,Sun,Introductory,2018,0,10,0,0,0,1,0,1
Fall,39,FEMALE,12,2.5,146,0.334,Sun,Advanced,2018,0,13,0,0,0,1,0,1
Fall,116,MALE,16,2.875,0,-0.442,Sun,Introductory,2018,0,49,1,1,0,1,0,1
Fall,115,MALE,16,2.687,138,-0.335,Sun,Introductory,2018,0,61,0,1,0,1,0,1
Fall,65,FEMALE,18,3.833,142,-0.092,Sun,Advanced,2018,0,8,0,0,0,1,0,1
Fall,74,FEMALE,16,3.625,72,0.07,Sun,Introductory,2018,1,7,0,0,0,1,0,1
Fall,78,MALE,16,3.812,9,-0.188,Sun,Intermediate,2021,0,5,1,0,1,1,0,1
Fall,25,MALE,19,3.625,126,0.131,Sun,Introductory,2018,0,42,0,1,0,1,0,1
Fall,25,MALE,16,3.307,125,0.094,Sun,Introductory,2018,0,31,0,1,0,1,0,1
Fall,89,FEMALE,18,2.285,139,0.266,Sun,Introductory,2019,0,15,1,1,0,1,0,1
Fall,88,MALE,19,2.111,111,-0.529,Sun,Introductory,2021,0,8,1,1,0,1,0,1
Fall,45,FEMALE,19,4,130,0.412,Sun,Introductory,2019,0,2,1,1,0,1,0,1
Fall,122,MALE,17,3.647,132,-0.122,Mon,Introductory,2020,0,30,1,1,0,1,0,0
Fall,34,MALE,11,2.6,162,-0.417,Mon,Introductory,2021,0,8,1,1,0,1,0,0
Fall,201,MALE,12,2.666,133,0.03,Mon,Introductory,2018,0,16,0,1,0,1,0,0
Fall,28,MALE,18,3.666,159,-0.07,Mon,Introductory,2019,0,70,1,1,0,1,0,0
Fall,58,MALE,14,1.928,122,-1.092,Mon,Introductory,2019,0,68,1,0,0,1,0,0
Fall,88,MALE,14,3,44,0.41,Mon,Introductory,2017,1,35,0,1,0,1,0,0
Fall,60,MALE,16,3.625,122,0.197,Mon,Introductory,2020,0,10,1,1,0,1,0,0
Fall,145,FEMALE,13,3.75,142,1.35,Mon,Introductory,2018,0,59,0,1,0,1,0,0
Fall,40,MALE,15,3.4,128,-0.042,Mon,Advanced,2017,0,17,0,0,0,1,0,0
Fall,38,MALE,16,3.769,125,-0.231,Mon,Introductory,2021,0,42,1,1,0,1,0,0
Fall,88,MALE,16,4,123,0.082,Mon,Intermediate,2018,0,2,0,0,0,1,0,0
Fall,40,FEMALE,12,3.75,149,0.148,Mon,Intermediate,2019,0,8,1,0,0,1,0,0
Fall,47,MALE,16,2.714,132,0.033,Mon,Introductory,2019,0,44,1,1,0,1,0,0
Fall,143,FEMALE,12,3,130,-0.15,Mon,Intermediate,2018,0,19,0,0,0,1,0,0
Fall,11,MALE,16,3.769,107,0.15,Mon,Introductory,2021,0,45,1,1,0,1,0,0
Fall,122,MALE,15,3.5,89,-0.085,Mon,Advanced,2018,0,11,0,0,0,1,0,0
Fall,51,FEMALE,16,3.062,128,-0.139,Mon,Introductory,2020,0,27,1,1,0,1,0,0
Fall,55,FEMALE,16,2.812,141,-0.263,Mon,Intermediate,2017,0,6,0,0,1,1,0,0
Fall,16,FEMALE,15,3.615,145,-0.162,Mon,Introductory,2021,0,10,1,1,0,1,0,0
Fall,32,MALE,19,3.166,103,1.043,Mon,Introductory,2018,0,1,0,0,0,1,0,0
Fall,20,FEMALE,24,3.055,163,-0.242,Mon,Intermediate,2020,0,22,1,0,0,1,0,0
Fall,29,FEMALE,21,3.562,150,-0.071,Mon,Introductory,2021,0,6,1,1,0,1,0,0
Fall,64,FEMALE,14,2.545,125,-0.318,Mon,Introductory,2018,0,27,0,1,0,1,0,0
Fall,73,FEMALE,15,4,122,0.04,Mon,Introductory,2018,0,9,0,0,0,1,1,0
Fall,211,FEMALE,24,3.4,153,-0.031,Mon,Intermediate,2020,0,83,1,0,0,1,1,0
Fall,54,MALE,15,3,119,-0.105,Mon,Introductory,2020,0,22,1,0,0,1,1,0
Fall,34,MALE,13,1.769,133,-0.542,Mon,Intermediate,2018,0,45,0,0,1,1,1,0
Fall,11,MALE,13,2.846,132,0.374,Mon,Introductory,2019,0,6,1,1,0,1,1,0
Fall,44,FEMALE,14,1.727,134,-1.609,Mon,Introductory,2020,0,8,1,0,0,1,1,0
Fall,109,FEMALE,17,3.058,128,-0.175,Mon,Introductory,2021,0,18,1,1,0,1,1,0
Fall,258,FEMALE,15,3.666,125,-0.015,Mon,Introductory,2020,0,15,1,1,0,1,1,0
Fall,81,FEMALE,16,2.875,123,0.217,Mon,Introductory,2020,0,25,1,1,0,1,1,0
Fall,40,MALE,18,3.166,139,-0.106,Mon,Advanced,2017,0,6,0,0,0,1,1,0
Fall,44,FEMALE,16,4,140,0.091,Mon,Introductory,2018,0,8,0,1,0,1,1,0
Fall,50,FEMALE,13,3.23,35,0.162,Mon,Introductory,2017,1,10,0,1,0,1,1,0
Fall,49,MALE,18,3.6,133,0.585,Mon,Introductory,2020,0,7,1,1,0,1,1,0
Fall,68,FEMALE,16,3.769,130,0.066,Mon,Introductory,2018,0,1,0,0,0,1,1,0
Fall,68,FEMALE,16,3.625,131.33,-0.152,Mon,Introductory,2018,0,1,0,0,0,1,1,0
Fall,16,FEMALE,15,3.8,124,-0.06,Mon,Intermediate,2018,0,1,0,0,1,1,1,0
Fall,93,FEMALE,16,4,123,0.351,Mon,Introductory,2019,0,4,1,0,0,1,1,0
Fall,80,MALE,17,2.812,136,0.182,Mon,Introductory,2019,0,24,1,1,0,1,1,0
Fall,63,FEMALE,20,2.692,131,-0.516,Mon,Introductory,2018,0,13,0,1,0,1,1,0
Fall,70,MALE,18,2.8,165,0.041,Mon,Introductory,2019,0,16,1,1,0,1,1,0
Fall,97,MALE,12,2,159,-0.712,Mon,Introductory,2021,0,10,1,0,0,1,1,0
Fall,66,FEMALE,17,3.117,124,-0.883,Mon,Introductory,2021,0,10,1,1,0,1,1,0
Fall,126,MALE,16,3.187,119,0.497,Mon,Introductory,2017,0,8,0,1,0,1,1,0
Fall,70,MALE,12,3.5,133,0.538,Mon,Graduate,2021,0,1,1,1,0,1,1,0
Fall,71,MALE,16,2,45,-0.21,Mon,Graduate,2018,1,6,0,1,0,1,1,0
Fall,118,FEMALE,19,3.842,145,-0.091,Mon,Introductory,2018,0,4,0,0,0,1,1,0
Fall,23,MALE,12,3,123,0.095,Mon,Advanced,2017,0,3,0,0,0,1,1,0
Fall,67,FEMALE,16,2.23,121,-0.092,Mon,Introductory,2020,0,4,1,0,0,1,1,0
Fall,54,FEMALE,16,2.615,125,-0.393,Mon,Intermediate,2020,0,44,1,0,0,1,1,0
Fall,63,FEMALE,24,3.4,153,-0.031,Mon,Intermediate,2020,0,83,1,0,0,1,1,0
Fall,24,MALE,13,2.846,15,0.196,Mon,Intermediate,2018,0,32,0,0,1,1,1,0
Fall,105,FEMALE,15,3.8,123,-0.066,Mon,Introductory,2018,0,52,0,1,0,1,1,0
Fall,79,MALE,14,1.928,122,-1.092,Mon,Introductory,2019,0,68,1,0,0,1,1,0
Fall,24,FEMALE,24,4,126,0.167,Mon,Introductory,2018,0,2,0,0,0,1,1,0
Fall,113,FEMALE,15,3.6,129,0.15,Mon,Intermediate,2018,0,20,0,0,0,1,1,0
Fall,237,MALE,6,1.5,148,-1.618,Mon,Intermediate,2018,0,5,0,0,0,1,1,0
Fall,95,MALE,12,3.25,130,0.118,Mon,Intermediate,2020,0,3,1,0,0,1,1,0
Fall,141,MALE,12,3.333,203,-0.403,Mon,Introductory,2017,0,30,0,0,0,1,1,0
Fall,77,MALE,15,2.25,137,-0.472,Mon,Advanced,2018,0,29,0,0,0,1,1,0
Fall,62,FEMALE,18,3.187,141,-0.037,Mon,Introductory,2020,0,28,1,1,0,1,1,0
Fall,42,MALE,18,2.5,148,-0.5,Mon,Advanced,2018,0,4,0,0,0,1,1,0
Fall,114,FEMALE,17,3.764,123,-0.136,Mon,Introductory,2018,0,20,0,0,0,1,0,1
Fall,68,MALE,12,3,69,0.32,Mon,Introductory,2019,0,8,1,1,0,1,0,1
Fall,42,FEMALE,19,3.176,133,-0.525,Mon,Introductory,2020,0,6,1,1,0,1,0,1
Fall,50,FEMALE,13,3.461,123,0.258,Mon,Intermediate,2017,0,8,0,1,0,1,0,1
Fall,16,MALE,17,3.117,132,0.204,Mon,Introductory,2020,0,42,1,1,0,1,0,1
Fall,58,MALE,15,4,123,0.265,Mon,Intermediate,2018,0,18,0,0,0,1,0,1
Fall,175,MALE,13,2.23,28,-0.21,Mon,Introductory,2017,1,11,0,1,0,1,0,1
Fall,64,FEMALE,14,3,122,0,Mon,Intermediate,2020,0,19,1,0,0,1,0,1
Fall,113,MALE,14,3.2,131,0.245,Mon,Advanced,2018,0,48,0,0,0,1,0,1
Fall,116,FEMALE,12,3,169,0.274,Mon,Introductory,2018,0,25,0,1,0,1,0,1
Fall,39,MALE,15,2.2,135,-0.136,Mon,Intermediate,2020,0,3,1,0,0,1,0,1
Fall,76,FEMALE,15,2.909,125,-0.031,Mon,Introductory,2018,0,3,0,1,0,1,0,1
Fall,49,FEMALE,17,3.823,125,-0.017,Mon,Intermediate,2019,0,6,1,0,0,1,0,1
Fall,75,MALE,15,2.6,146,-0.475,Mon,Introductory,2018,0,13,0,1,0,1,0,1
Fall,59,MALE,15,2.6,127,0.086,Mon,Introductory,2021,0,25,1,1,0,1,0,1
Fall,193,MALE,12,4,149,0.309,Mon,Intermediate,2018,0,9,0,0,0,1,0,1
Fall,83,FEMALE,15,3.266,126,-0.461,Mon,Advanced,2018,0,16,0,0,0,1,0,1
Fall,134,FEMALE,17,3.176,137,-0.354,Mon,Advanced,2018,0,14,0,0,0,1,0,1
Fall,101,FEMALE,14,3.285,122,-0.201,Mon,Advanced,2017,0,20,0,0,0,1,0,1
Fall,56,FEMALE,19,4,137,0.474,Mon,Introductory,2018,0,11,0,1,0,1,0,1
Fall,97,FEMALE,16,3.461,67,-0.172,Mon,Advanced,2017,0,16,0,0,0,1,0,1
Fall,170,MALE,18,4,178,0.077,Mon,Advanced,2018,0,4,0,0,0,1,0,1
Fall,116,FEMALE,16,3.812,77,0.116,Mon,Advanced,2017,0,7,0,0,0,1,0,1
Fall,116,FEMALE,18,3.833,142,-0.092,Mon,Advanced,2018,0,8,0,0,0,1,0,1
Fall,52,FEMALE,11,2.846,109,0.422,Mon,Introductory,2021,0,4,1,0,0,1,0,1
Fall,118,FEMALE,13,4,145,0.136,Mon,Advanced,2018,0,9,0,0,0,1,0,1
Fall,113,FEMALE,17,3.823,185,-0.097,Mon,Advanced,2020,0,5,1,0,0,1,0,1
Fall,102,FEMALE,11,2.272,132,-1.448,Mon,Advanced,2017,0,4,0,0,0,1,0,1
Fall,108,FEMALE,13,3.461,123,0.258,Mon,Intermediate,2017,0,8,0,1,0,1,0,1
Fall,101,FEMALE,18,3.266,123,-0.147,Mon,Advanced,2018,0,1,0,0,0,1,0,1
Fall,50,FEMALE,13,2.615,127,-0.866,Mon,Intermediate,2018,0,2,0,0,0,1,0,1
Fall,66,FEMALE,16,3.25,131,0.091,Mon,Intermediate,2018,0,19,0,0,1,1,0,1
Fall,30,FEMALE,15,3.8,123,-0.066,Mon,Introductory,2018,0,52,0,1,0,1,0,1
Fall,78,FEMALE,19,3.769,125,-0.006,Mon,Introductory,2018,0,40,0,1,0,1,0,1
Fall,90,MALE,14,3.2,131,0.245,Mon,Intermediate,2018,0,48,0,1,0,1,0,1
Fall,47,FEMALE,22,1.857,125,-0.749,Mon,Introductory,2021,0,24,1,0,0,1,0,1
Fall,83,FEMALE,17,3.583,147,-0.218,Mon,Introductory,2018,0,8,0,1,0,1,0,1
Fall,65,MALE,16,3.923,137,0.168,Mon,Introductory,2018,0,7,0,1,0,1,0,1
Fall,192,MALE,15,2.4,136,-0.493,Tue,Introductory,2019,0,18,1,1,0,1,0,0
Fall,49,MALE,17,3.823,124,0.502,Tue,Intermediate,2020,0,76,1,0,0,1,0,0
Fall,117,FEMALE,20,4,41,0.084,Tue,Introductory,2017,1,19,0,1,0,1,0,0
Fall,81,MALE,15,2.6,140,-0.295,Tue,Intermediate,2018,0,10,0,0,0,1,0,0
Fall,102,MALE,12,3.5,173,0.196,Tue,Introductory,2018,0,29,0,1,0,1,0,0
Fall,99,MALE,13,2.23,28,-0.21,Tue,Introductory,2017,1,11,0,1,0,1,0,0
Fall,54,FEMALE,13,2.8,123,-0.752,Tue,Intermediate,2019,0,39,1,0,1,1,0,0
Fall,59,MALE,10,3.1,126,-0.471,Tue,Advanced,2017,0,2,0,0,0,1,0,0
Fall,82,MALE,3,0,136,-3.186,Tue,Intermediate,2018,0,35,0,0,0,1,0,0
Fall,114,MALE,16,4,134,0.5,Tue,Intermediate,2020,0,20,1,0,0,1,0,0
Fall,85,MALE,13,1.769,148,-0.303,Tue,Introductory,2019,0,10,1,1,0,1,0,0
Fall,85,MALE,12,2.25,136,-0.47,Tue,Introductory,2020,0,44,1,1,0,1,0,0
Fall,84,FEMALE,14,3.357,146,0.165,Tue,Intermediate,2020,0,1,1,0,0,1,0,0
Fall,44,FEMALE,18,3.5,146,0.247,Tue,Intermediate,2018,0,4,0,0,0,1,0,0
Fall,177,FEMALE,15,4,163,0.142,Tue,Introductory,2018,0,16,0,1,0,1,0,0
Fall,73,MALE,15,2,9,-2,Tue,Advanced,2021,0,6,1,0,0,1,0,0
Fall,99,MALE,16,3.812,126,0.097,Tue,Advanced,2018,0,8,0,0,0,1,0,0
Fall,82,FEMALE,12,4,135,0.12,Tue,Advanced,2017,0,9,0,0,0,1,0,0
Fall,46,MALE,13,2.846,15,0.196,Tue,Advanced,2018,0,32,0,0,0,1,0,0
Fall,53,FEMALE,20,2.692,131,-0.516,Tue,Introductory,2018,0,13,0,1,0,1,0,0
Fall,54,FEMALE,16,3.6,128,0.044,Tue,Advanced,2017,0,1,0,0,0,1,0,0
Fall,50,FEMALE,13,3.23,138,-0.553,Tue,Introductory,2018,0,4,0,1,0,1,0,0
Fall,273,FEMALE,16,3.812,126,0.677,Tue,Introductory,2020,0,20,1,1,0,1,1,0
Fall,70,FEMALE,16,2.875,123,-0.381,Tue,Advanced,2018,0,6,0,0,0,1,1,0
Fall,51,MALE,11,3.4,126,-0.083,Tue,Advanced,2018,0,10,0,0,0,1,1,0
Fall,106,FEMALE,17,3,130,-0.336,Tue,Introductory,2018,0,26,0,1,0,1,1,0
Fall,117,FEMALE,23,3.55,170,-0.112,Tue,Introductory,2018,0,3,0,0,0,1,1,0
Fall,50,MALE,16,3.769,107,0.15,Tue,Introductory,2021,0,45,1,1,0,1,1,0
Fall,90,FEMALE,13,2.461,100,-0.586,Tue,Introductory,2017,0,8,1,1,0,1,1,0
Fall,19,FEMALE,18,4,127.5,0.219,Tue,Advanced,2017,0,1,0,0,0,1,1,0
Fall,133,FEMALE,20,4,41,0.084,Tue,Introductory,2017,1,19,0,1,0,1,1,0
Fall,62,FEMALE,14,3.461,150,0.182,Tue,Graduate,2019,0,18,1,1,0,1,1,0
Fall,81,FEMALE,18,3.187,141,-0.037,Tue,Introductory,2020,0,28,1,1,0,1,1,0
Fall,63,FEMALE,24,3.4,153,-0.031,Tue,Introductory,2020,0,83,1,0,0,1,1,0
Fall,143,MALE,16,3.8,139,0.207,Tue,Introductory,2020,0,36,1,1,0,1,1,0
Fall,139,FEMALE,15,3.2,125,-0.141,Tue,Introductory,2018,0,33,0,1,0,1,1,0
Fall,111,MALE,4,1,150,-1.089,Tue,Introductory,2020,0,5,1,1,0,1,1,0
Fall,130,MALE,3,0,136,-3.186,Tue,Introductory,2018,0,35,0,1,0,1,1,0
Fall,137,FEMALE,14,3.5,122,-0.5,Tue,Intermediate,2021,0,8,1,0,0,1,1,0
Fall,60,FEMALE,16,3.437,150,0.322,Tue,Introductory,2018,0,4,0,0,0,1,1,0
Fall,149,MALE,10,2.333,139,-0.591,Tue,Intermediate,2018,0,33,0,0,0,1,1,0
Fall,66,MALE,14,2.437,131,-0.311,Tue,Intermediate,2017,0,12,0,0,1,1,1,0
Fall,89,FEMALE,9,4,135,0.61,Tue,Intermediate,2018,0,8,0,0,1,1,1,0
Fall,24,MALE,17,3.117,132,0.204,Tue,Introductory,2020,0,42,1,1,0,1,1,0
Fall,134,FEMALE,18,3.133,125,-0.867,Tue,Introductory,2021,0,47,1,1,0,1,1,0
Fall,102,FEMALE,16,3.375,140,0.082,Tue,Introductory,2020,0,2,1,0,0,1,1,0
Fall,82,FEMALE,14,3.461,147,0.151,Tue,Intermediate,2018,0,12,0,0,0,1,1,0
Fall,100,FEMALE,15,2.933,124,0.476,Tue,Intermediate,2019,0,12,1,0,0,1,1,0
Fall,57,MALE,15,3.266,132,0.066,Tue,Intermediate,2018,0,13,0,0,0,1,1,0
Fall,57,MALE,19,4,124,0.184,Tue,Intermediate,2018,0,4,0,0,0,1,1,0
Fall,121,FEMALE,18,3.235,45,-0.193,Tue,Introductory,2017,1,10,0,0,0,1,1,0
