Student_IDs,Semester,Degree_Type,Class_Standing,Major,Expected_Graduation,Course_Name,Course_Number,Course_Type,Course_Code_by_Thousands,Semester_Week,Check_In_Date,Check_In_Time,Check_Out_Time,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Day_of_Week,Is_Weekend,Week_of_Month,Month,Hour_of_Day,Time_Period,Course_Level,GPA_Category,Session_Length_Category,Credit_Load_Category,Class_Standing_Self_Reported,Class_Standing_BGSU,Occupancy,Previous_Duration,Avg_Past_Duration,Days_Since_Last_Visit,Unique_Courses,Course_Level_Mix,Advanced_Course_Ratio,Degree_Progress,GPA_Trend,Semesters_To_Graduation,Visit_Time_Variance,Most_Common_Time_Period,Weekly_Visit_Frequency
BGSU00002,Spring 2017,Graduate,Graduate,BIOL-MS:Biological Sciences,Spring Semester 2021,General Genetics,BIOL-3500,BIOL,3000,3,2017-01-26,18:07:00,19:12:00,65.0,FEMALE,13,3.615,38.0,3.739,-0.124,Thu,False,4.0,Jan,18,Evening,Other,Excellent,Medium,Full Time,Graduate,Sophomore,5,,,,1,1,0.0,31.666666666666664,-1.0,48,,Evening,1
BGSU00006,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,2,2016-08-31,09:32:00,10:59:00,87.0,FEMALE,6,2.5,105.0,3.265,-0.765,Wed,False,5.0,Aug,9,Morning,Other,Good,Medium,Part Time,Fourth Year,Senior,3,,,,1,1,0.0,87.5,-1.0,13,1.9999999999999998,Morning,2
BGSU00006,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,2,2016-09-02,09:31:00,10:37:00,66.0,FEMALE,6,2.5,105.0,3.265,-0.765,Fri,False,1.0,Sep,9,Morning,Other,Good,Medium,Part Time,Fourth Year,Senior,3,87.0,87.0,2.0,1,1,0.0,87.5,-1.0,12,1.9999999999999998,Morning,2
BGSU00006,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,4,2016-09-13,13:21:00,15:32:00,131.0,FEMALE,6,2.5,105.0,3.265,-0.765,Tue,False,2.0,Sep,13,Afternoon,Other,Good,Long,Part Time,Fourth Year,Senior,5,66.0,76.5,11.0,1,1,0.0,87.5,-1.0,12,1.9999999999999998,Morning,1
BGSU00006,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,10,2017-03-17,13:24:00,14:12:00,48.0,FEMALE,6,2.5,105.0,3.265,-0.765,Fri,False,3.0,Mar,13,Afternoon,Other,Good,Medium,Part Time,Fourth Year,Senior,4,131.0,94.66666666666667,185.0,1,1,0.0,87.5,-1.0,6,1.9999999999999998,Morning,1
BGSU00006,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Business Analytics III: Descriptive Analytics,STAT-2110,STAT,2000,12,2017-03-31,11:42:00,15:36:00,234.0,FEMALE,6,2.5,105.0,3.265,-0.765,Fri,False,5.0,Mar,11,Morning,Other,Good,Extended,Part Time,Fourth Year,Senior,3,48.0,83.0,14.0,1,1,0.0,87.5,-1.0,6,1.9999999999999998,Morning,1
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,3,2016-09-07,13:31:00,15:23:00,112.0,MALE,7,3.0,155.0,2.18,0.82,Wed,False,1.0,Sep,13,Afternoon,Other,Satisfactory,Long,Half Time,Fourth Year,Extended,12,,,,1,1,0.0,100.0,1.0,48,3.165151152501539,Afternoon,6
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,3,2016-09-07,18:24:00,20:17:00,113.0,MALE,7,3.0,155.0,2.18,0.82,Wed,False,1.0,Sep,18,Evening,Other,Satisfactory,Long,Half Time,Fourth Year,Extended,17,112.0,112.0,0.0,1,1,0.0,100.0,1.0,48,3.165151152501539,Afternoon,6
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,3,2016-09-08,10:35:00,12:26:00,111.0,MALE,7,3.0,155.0,2.18,0.82,Thu,False,2.0,Sep,10,Morning,Other,Satisfactory,Long,Half Time,Fourth Year,Extended,8,113.0,112.5,1.0,1,1,0.0,100.0,1.0,48,3.165151152501539,Afternoon,6
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,3,2016-09-08,17:19:00,19:01:00,102.0,MALE,7,3.0,155.0,2.18,0.82,Thu,False,2.0,Sep,17,Afternoon,Other,Satisfactory,Long,Half Time,Fourth Year,Extended,15,111.0,112.0,0.0,1,1,0.0,100.0,1.0,48,3.165151152501539,Afternoon,6
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,3,2016-09-08,19:38:00,21:05:00,87.0,MALE,7,3.0,155.0,2.18,0.82,Thu,False,2.0,Sep,19,Evening,Other,Satisfactory,Medium,Half Time,Fourth Year,Extended,9,102.0,109.5,0.0,1,1,0.0,100.0,1.0,48,3.165151152501539,Afternoon,6
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,4,2016-09-12,12:21:00,12:39:00,18.0,MALE,7,3.0,155.0,2.18,0.82,Mon,False,2.0,Sep,12,Morning,Other,Satisfactory,Short,Half Time,Fourth Year,Extended,11,87.0,105.0,4.0,1,1,0.0,100.0,1.0,48,3.165151152501539,Afternoon,1
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,7,2016-10-07,11:48:00,13:01:00,73.0,MALE,7,3.0,155.0,2.18,0.82,Fri,False,1.0,Oct,11,Morning,Other,Satisfactory,Medium,Half Time,Fourth Year,Extended,4,18.0,90.5,25.0,1,1,0.0,100.0,1.0,47,3.165151152501539,Afternoon,1
BGSU00009,Fall 2016,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra I,MATH-1210,MATH,1000,15,2016-12-01,13:24:00,17:02:00,218.0,MALE,7,3.0,155.0,2.18,0.82,Thu,False,1.0,Dec,13,Afternoon,Other,Satisfactory,Extended,Half Time,Fourth Year,Extended,16,73.0,88.0,55.0,1,1,0.0,100.0,1.0,45,3.165151152501539,Afternoon,1
BGSU00009,Spring 2017,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,3,2017-01-24,17:01:00,18:58:00,117.0,MALE,7,3.0,155.0,2.18,0.82,Tue,False,4.0,Jan,17,Afternoon,Other,Satisfactory,Long,Half Time,Fourth Year,Extended,4,218.0,104.25,54.0,1,1,0.0,100.0,1.0,44,3.165151152501539,Afternoon,6
BGSU00009,Spring 2017,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,13,2017-04-06,14:55:00,15:16:00,21.0,MALE,7,3.0,155.0,2.18,0.82,Thu,False,1.0,Apr,14,Afternoon,Other,Satisfactory,Short,Half Time,Fourth Year,Extended,8,117.0,105.66666666666667,72.0,1,1,0.0,100.0,1.0,41,3.165151152501539,Afternoon,1
BGSU00009,Spring 2017,Undergraduate,Senior,"COMPSC-BS:Computer Science,SCIENC-MIN:Science",Fall Semester 2020,College Algebra,MATH-1220,MATH,1000,16,2017-04-27,18:16:00,21:41:00,205.0,MALE,7,3.0,155.0,2.18,0.82,Thu,False,4.0,Apr,18,Evening,Other,Satisfactory,Extended,Half Time,Fourth Year,Extended,6,21.0,97.2,21.0,1,1,0.0,100.0,1.0,41,3.165151152501539,Afternoon,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,3,2017-01-23,10:42:00,12:09:00,87.0,FEMALE,18,3.8,172.0,3.535,0.265,Mon,False,4.0,Jan,10,Morning,Other,Excellent,Medium,Full Time,Fourth Year,Extended,1,,,,1,1,0.0,100.0,1.0,8,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,4,2017-02-01,10:18:00,12:29:00,131.0,FEMALE,18,3.8,172.0,3.535,0.265,Wed,False,1.0,Feb,10,Morning,Other,Excellent,Long,Full Time,Fourth Year,Extended,7,87.0,87.0,9.0,1,1,0.0,100.0,1.0,7,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,7,2017-02-20,15:53:00,17:33:00,100.0,FEMALE,18,3.8,172.0,3.535,0.265,Mon,False,3.0,Feb,15,Afternoon,Other,Excellent,Long,Full Time,Fourth Year,Extended,12,131.0,109.0,19.0,1,1,0.0,100.0,1.0,7,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,8,2017-03-01,10:11:00,12:18:00,127.0,FEMALE,18,3.8,172.0,3.535,0.265,Wed,False,1.0,Mar,10,Morning,Other,Excellent,Long,Full Time,Fourth Year,Extended,4,100.0,106.0,9.0,1,1,0.0,100.0,1.0,6,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,10,2017-03-15,10:14:00,11:46:00,92.0,FEMALE,18,3.8,172.0,3.535,0.265,Wed,False,3.0,Mar,10,Morning,Other,Excellent,Long,Full Time,Fourth Year,Extended,5,127.0,111.25,14.0,1,1,0.0,100.0,1.0,6,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,11,2017-03-20,16:52:00,17:36:00,44.0,FEMALE,18,3.8,172.0,3.535,0.265,Mon,False,3.0,Mar,16,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,16,92.0,107.4,5.0,1,1,0.0,100.0,1.0,6,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,13,2017-04-05,12:57:00,14:52:00,115.0,FEMALE,18,3.8,172.0,3.535,0.265,Wed,False,1.0,Apr,12,Morning,Other,Excellent,Long,Full Time,Fourth Year,Extended,10,44.0,96.83333333333333,16.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,3
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,13,2017-04-06,16:45:00,17:43:00,58.0,FEMALE,18,3.8,172.0,3.535,0.265,Thu,False,1.0,Apr,16,Afternoon,Other,Excellent,Medium,Full Time,Fourth Year,Extended,11,115.0,99.42857142857143,1.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,3
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,13,2017-04-07,11:41:00,12:07:00,26.0,FEMALE,18,3.8,172.0,3.535,0.265,Fri,False,1.0,Apr,11,Morning,Other,Excellent,Short,Full Time,Fourth Year,Extended,5,58.0,94.25,1.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,3
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,14,2017-04-11,09:42:00,11:08:00,86.0,FEMALE,18,3.8,172.0,3.535,0.265,Tue,False,2.0,Apr,9,Morning,Other,Excellent,Medium,Full Time,Fourth Year,Extended,1,26.0,86.66666666666667,4.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,1
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,15,2017-04-19,09:19:00,10:05:00,46.0,FEMALE,18,3.8,172.0,3.535,0.265,Wed,False,3.0,Apr,9,Morning,Other,Excellent,Medium,Full Time,Fourth Year,Extended,1,86.0,86.6,8.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,2
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,15,2017-04-20,20:30:00,21:02:00,32.0,FEMALE,18,3.8,172.0,3.535,0.265,Thu,False,3.0,Apr,20,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,9,46.0,82.9090909090909,1.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,2
BGSU00013,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Introduction to Statistics,MATH-1150,MATH,1000,16,2017-04-30,19:13:00,20:22:00,69.0,FEMALE,18,3.8,172.0,3.535,0.265,Sun,True,5.0,Apr,19,Evening,Other,Excellent,Medium,Full Time,Fourth Year,Extended,17,32.0,78.66666666666667,10.0,1,1,0.0,100.0,1.0,5,3.869671688187381,Morning,1
BGSU00015,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,6,2016-09-28,12:34:00,14:55:00,141.0,MALE,13,0.0,78.0,1.548,-1.548,Wed,False,4.0,Sep,12,Morning,Other,Needs Improvement,Long,Full Time,Third Year,Junior,14,,,,1,1,0.0,65.0,-1.0,4,2.0,Afternoon,2
BGSU00015,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,6,2016-09-28,16:29:00,17:55:00,86.0,MALE,13,0.0,78.0,1.548,-1.548,Wed,False,4.0,Sep,16,Afternoon,Other,Needs Improvement,Medium,Full Time,Third Year,Junior,21,141.0,141.0,0.0,1,1,0.0,65.0,-1.0,4,2.0,Afternoon,2
BGSU00015,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,7,2016-10-05,16:23:00,18:17:00,114.0,MALE,13,0.0,78.0,1.548,-1.548,Wed,False,1.0,Oct,16,Afternoon,Other,Needs Improvement,Long,Full Time,Third Year,Junior,15,86.0,113.5,7.0,1,1,0.0,65.0,-1.0,3,2.0,Afternoon,1
BGSU00015,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2017,College Algebra I,MATH-1210,MATH,1000,11,2016-11-02,16:28:00,17:46:00,78.0,MALE,13,0.0,78.0,1.548,-1.548,Wed,False,1.0,Nov,16,Afternoon,Other,Needs Improvement,Medium,Full Time,Third Year,Junior,17,114.0,113.66666666666667,28.0,1,1,0.0,65.0,-1.0,2,2.0,Afternoon,1
BGSU00016,Spring 2017,Graduate,Graduate,No Response,Summer Semester 2017,Advanced Statistics,SOC-7190,SOC,7000,16,2017-04-24,13:16:00,14:43:00,87.0,FEMALE,4,3.0,54.0,3.264,-0.264,Mon,False,4.0,Apr,13,Afternoon,Other,Good,Medium,Part Time,Graduate,Sophomore,15,,,,1,1,0.0,45.0,-1.0,2,,Afternoon,1
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,World War II,HIST-3030,HIST,3000,7,2016-10-04,16:22:00,18:37:00,135.0,FEMALE,13,3.461,122.0,3.404,0.057,Tue,False,1.0,Oct,16,Afternoon,Other,Good,Long,Full Time,Fourth Year,Extended,23,,,,2,2,0.0,100.0,1.0,11,2.46429041972071,Afternoon,2
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,7,2016-10-06,17:43:00,18:22:00,39.0,FEMALE,13,3.461,122.0,3.404,0.057,Thu,False,1.0,Oct,17,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,18,135.0,135.0,2.0,2,2,0.0,100.0,1.0,11,2.46429041972071,Afternoon,2
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,9,2016-10-17,14:05:00,16:20:00,135.0,FEMALE,13,3.461,122.0,3.404,0.057,Mon,False,3.0,Oct,14,Afternoon,Other,Good,Long,Full Time,Fourth Year,Extended,11,39.0,87.0,11.0,2,2,0.0,100.0,1.0,11,2.46429041972071,Afternoon,2
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,9,2016-10-18,14:53:00,17:40:00,167.0,FEMALE,13,3.461,122.0,3.404,0.057,Tue,False,3.0,Oct,14,Afternoon,Other,Good,Long,Full Time,Fourth Year,Extended,17,135.0,103.0,1.0,2,2,0.0,100.0,1.0,11,2.46429041972071,Afternoon,2
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,World War II,HIST-3030,HIST,3000,10,2016-10-27,17:21:00,18:03:00,42.0,FEMALE,13,3.461,122.0,3.404,0.057,Thu,False,4.0,Oct,17,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,18,167.0,119.0,9.0,2,2,0.0,100.0,1.0,11,2.46429041972071,Afternoon,1
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,11,2016-11-01,17:22:00,18:05:00,43.0,FEMALE,13,3.461,122.0,3.404,0.057,Tue,False,1.0,Nov,17,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,20,42.0,103.6,5.0,2,2,0.0,100.0,1.0,10,2.46429041972071,Afternoon,1
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,World War II,HIST-3030,HIST,3000,12,2016-11-08,17:29:00,18:04:00,35.0,FEMALE,13,3.461,122.0,3.404,0.057,Tue,False,2.0,Nov,17,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,20,43.0,93.5,7.0,2,2,0.0,100.0,1.0,10,2.46429041972071,Afternoon,1
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,13,2016-11-15,17:25:00,18:50:00,85.0,FEMALE,13,3.461,122.0,3.404,0.057,Tue,False,3.0,Nov,17,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,12,35.0,85.14285714285714,7.0,2,2,0.0,100.0,1.0,10,2.46429041972071,Afternoon,1
BGSU00018,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Introductory Methodology,SOC-2680,SOC,2000,16,2016-12-07,17:53:00,19:17:00,84.0,FEMALE,13,3.461,122.0,3.404,0.057,Wed,False,1.0,Dec,17,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,10,85.0,85.125,22.0,2,2,0.0,100.0,1.0,9,2.46429041972071,Afternoon,1
BGSU00018,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Elementary Spanish I,SPAN-1010,SPAN,1000,8,2017-03-02,09:28:00,10:24:00,56.0,FEMALE,13,3.461,122.0,3.404,0.057,Thu,False,1.0,Mar,9,Morning,Other,Good,Medium,Full Time,Fourth Year,Extended,3,84.0,85.0,85.0,1,1,0.0,100.0,1.0,6,2.46429041972071,Afternoon,1
BGSU00018,Spring 2017,Undergraduate,Senior,No Response,Fall Semester 2017,Elementary Spanish I,SPAN-1010,SPAN,1000,14,2017-04-10,15:33:00,16:03:00,30.0,FEMALE,13,3.461,122.0,3.404,0.057,Mon,False,2.0,Apr,15,Afternoon,Other,Good,Short,Full Time,Fourth Year,Extended,6,56.0,82.1,39.0,1,1,0.0,100.0,1.0,5,2.46429041972071,Afternoon,1
BGSU00022,Spring 2017,Undergraduate,Senior,"ECON-MIN:Economics,MATH-BS:Mathematics",Fall Semester 2019,Calculus and Analytic Geometry II,MATH-2320,MATH,2000,4,2017-01-30,10:40:00,11:30:00,50.0,MALE,12,3.583,221.0,2.293,1.29,Mon,False,5.0,Jan,10,Morning,Other,Satisfactory,Medium,Half Time,Fourth Year,Extended,1,,,,1,1,0.0,100.0,1.0,32,,Morning,1
BGSU00024,Fall 2016,Graduate,Graduate,"HDFS-MIN:Human Development & Family Std,PSYC-BA:Psychology",Spring Semester 2021,Introduction to Biology,BIOL-1040,BIOL,1000,10,2016-10-24,14:32:00,15:40:00,68.0,FEMALE,15,3.733,123.0,4.0,-0.267,Mon,False,4.0,Oct,14,Afternoon,Other,Excellent,Medium,Full Time,Graduate,Extended,16,,,,1,1,0.0,100.0,-1.0,51,,Afternoon,1
BGSU00025,Spring 2017,Undergraduate,Freshman,NONDEGMAIN:Non-Degree Graduate at Main,Spring Semester 2021,Psychology of the Workplace,PSYC-3580,PSYC,3000,7,2017-02-21,16:20:00,16:59:00,39.0,FEMALE,5,2.0,0.0,0.0,2.0,Tue,False,3.0,Feb,16,Afternoon,Other,Needs Improvement,Medium,Part Time,First Year,Freshman,19,,,,1,1,0.0,0.0,1.0,47,2.3094010767585034,Afternoon,1
BGSU00025,Spring 2017,Undergraduate,Freshman,NONDEGMAIN:Non-Degree Graduate at Main,Spring Semester 2021,Psychology of the Workplace,PSYC-3580,PSYC,3000,8,2017-02-28,16:00:00,16:52:00,52.0,FEMALE,5,2.0,0.0,0.0,2.0,Tue,False,4.0,Feb,16,Afternoon,Other,Needs Improvement,Medium,Part Time,First Year,Freshman,13,39.0,39.0,7.0,1,1,0.0,0.0,1.0,47,2.3094010767585034,Afternoon,1
BGSU00025,Spring 2017,Undergraduate,Freshman,NONDEGMAIN:Non-Degree Graduate at Main,Spring Semester 2021,Psychology of the Workplace,PSYC-3580,PSYC,3000,16,2017-04-30,20:26:00,21:34:00,68.0,FEMALE,5,2.0,0.0,0.0,2.0,Sun,True,5.0,Apr,20,Evening,Other,Needs Improvement,Medium,Part Time,First Year,Freshman,16,52.0,45.5,61.0,1,1,0.0,0.0,1.0,45,2.3094010767585034,Afternoon,1
BGSU00031,Spring 2017,Undergraduate,Senior,HLTHBSDIET:BS in Dietetics,Spring Semester 2021,Concepts in Biology II,BIOL-2050,BIOL,2000,13,2017-04-05,16:00:00,17:44:00,104.0,FEMALE,7,3.428,141.0,2.681,0.747,Wed,False,1.0,Apr,16,Afternoon,Other,Satisfactory,Long,Half Time,Fourth Year,Extended,18,,,,1,1,0.0,100.0,1.0,45,,Afternoon,1
BGSU00032,Spring 2017,Graduate,Graduate,No Response,Spring Semester 2017,Research Methods in HMSL,HMSL-6530,HMSL,6000,15,2017-04-18,12:56:00,14:04:00,68.0,FEMALE,14,3.333,126.0,3.833,-0.5,Tue,False,3.0,Apr,12,Morning,Other,Excellent,Medium,Full Time,Graduate,Extended,13,,,,1,1,0.0,100.0,-1.0,-3,,Morning,1
BGSU00034,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,PREMED:Pre-Prof Program in Medicine",Summer Semester 2018,Principles of Microeconomics,ECON-2020,ECON,2000,4,2016-09-13,19:19:00,19:53:00,34.0,MALE,18,2.8,126.0,3.254,-0.454,Tue,False,2.0,Sep,19,Evening,Other,Good,Medium,Full Time,Fourth Year,Extended,23,,,,1,1,0.0,100.0,-1.0,21,3.0,Afternoon,1
BGSU00034,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,PREMED:Pre-Prof Program in Medicine",Summer Semester 2018,Principles of Microeconomics,ECON-2020,ECON,2000,6,2016-09-29,13:23:00,13:55:00,32.0,MALE,18,2.8,126.0,3.254,-0.454,Thu,False,5.0,Sep,13,Afternoon,Other,Good,Medium,Full Time,Fourth Year,Extended,16,34.0,34.0,16.0,1,1,0.0,100.0,-1.0,21,3.0,Afternoon,1
BGSU00034,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,PREMED:Pre-Prof Program in Medicine",Summer Semester 2018,Principles of Microeconomics,ECON-2020,ECON,2000,9,2016-10-20,14:00:00,14:17:00,17.0,MALE,18,2.8,126.0,3.254,-0.454,Thu,False,3.0,Oct,14,Afternoon,Other,Good,Short,Full Time,Fourth Year,Extended,17,32.0,33.0,21.0,1,1,0.0,100.0,-1.0,20,3.0,Afternoon,1
BGSU00034,Fall 2016,Undergraduate,Senior,"BIOL-BS:Biology,PREMED:Pre-Prof Program in Medicine",Summer Semester 2018,Principles of Microeconomics,ECON-2020,ECON,2000,14,2016-11-22,11:22:00,11:44:00,22.0,MALE,18,2.8,126.0,3.254,-0.454,Tue,False,4.0,Nov,11,Morning,Other,Good,Short,Full Time,Fourth Year,Extended,3,17.0,27.666666666666668,33.0,1,1,0.0,100.0,-1.0,19,3.0,Afternoon,1
BGSU00034,Spring 2017,Undergraduate,Senior,"BIOL-BS:Biology,PREMED:Pre-Prof Program in Medicine",Summer Semester 2018,Principles of Macroeconomics,ECON-2030,ECON,2000,8,2017-02-27,13:52:00,13:59:00,7.0,MALE,18,2.8,126.0,3.254,-0.454,Mon,False,4.0,Feb,13,Afternoon,Other,Good,Short,Full Time,Fourth Year,Extended,10,22.0,26.25,97.0,1,1,0.0,100.0,-1.0,16,3.0,Afternoon,1
BGSU00037,Spring 2017,Graduate,Graduate,No Response,Summer Semester 2017,Behavior of the Firm in a Global Environment,ECON-6000P,ECON,6000,6,2017-02-13,10:56:00,11:32:00,36.0,FEMALE,3,3.0,130.97,3.4,-0.4,Mon,False,2.0,Feb,10,Morning,Other,Good,Medium,Part Time,Graduate,Extended,6,,,,1,1,0.0,100.0,-1.0,4,,Morning,1
BGSU00039,Fall 2016,Undergraduate,Senior,"BSHDFS:BS Hum Dev & Fam Stds,SOC-MIN:Sociology",Spring Semester 2021,Preadolescent and Adolescent in Family and Community,HDFS-2280,HDFS,2000,6,2016-09-29,20:56:00,21:43:00,47.0,FEMALE,9,1.0,105.0,1.873,-0.873,Thu,False,5.0,Sep,20,Evening,Other,Needs Improvement,Medium,Half Time,Fourth Year,Senior,7,,,,1,1,0.0,87.5,-1.0,52,1.3416407864998734,Evening,1
BGSU00039,Fall 2016,Undergraduate,Senior,"BSHDFS:BS Hum Dev & Fam Stds,SOC-MIN:Sociology",Spring Semester 2021,Preadolescent and Adolescent in Family and Community,HDFS-2280,HDFS,2000,7,2016-10-06,20:49:00,21:03:00,14.0,FEMALE,9,1.0,105.0,1.873,-0.873,Thu,False,1.0,Oct,20,Evening,Other,Needs Improvement,Short,Half Time,Fourth Year,Senior,8,47.0,47.0,7.0,1,1,0.0,87.5,-1.0,51,1.3416407864998734,Evening,1
BGSU00039,Fall 2016,Undergraduate,Senior,"BSHDFS:BS Hum Dev & Fam Stds,SOC-MIN:Sociology",Spring Semester 2021,Preadolescent and Adolescent in Family and Community,HDFS-2280,HDFS,2000,9,2016-10-20,20:43:00,21:08:00,25.0,FEMALE,9,1.0,105.0,1.873,-0.873,Thu,False,3.0,Oct,20,Evening,Other,Needs Improvement,Short,Half Time,Fourth Year,Senior,6,14.0,30.5,14.0,1,1,0.0,87.5,-1.0,51,1.3416407864998734,Evening,1
