Semester,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,118,FEMALE,14,3,46,0.187,12,Wed,Introductory,2018,1,0,1,0,1,0,0
Fall,11,FEMALE,17,4,142,0.189,13,Wed,Introductory,2018,0,1,1,0,1,0,0
Fall,86,FEMALE,9,4,135,0.61,13,Wed,Intermediate,2018,0,0,0,1,1,0,0
Fall,64,MALE,16,3.076,128,0.39,10,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,33,MALE,16,3.625,125,0.158,10,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,50,MALE,13,2.076,133,-0.963,11,Wed,Introductory,2020,0,1,0,0,1,1,0
Fall,126,FEMALE,15,3,123,0.709,12,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,54,FEMALE,14,2.545,125,-0.318,13,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,9,MALE,18,3.833,138,0.659,12,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,34,FEMALE,15,3,27,0.533,9,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,86,MALE,20,2.785,149,-0.434,10,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,52,FEMALE,17,3.058,128,-0.175,8,Wed,Introductory,2021,0,1,1,0,1,1,0
Fall,47,MALE,20,3,146,-0.015,8,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,97,FEMALE,16,3.562,135,0.371,8,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,97,FEMALE,17,2.8,162,0.234,9,Wed,Introductory,2018,0,1,0,0,1,1,0
Fall,90,FEMALE,15,4,126,0.036,9,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,93,FEMALE,15,4,122,0.04,10,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,48,FEMALE,15,4,125,0.554,10,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,108,FEMALE,18,4,132,0.159,9,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,13,MALE,17,4,31,0,8,Wed,Introductory,2017,1,0,1,0,1,1,0
Fall,47,MALE,16,3.625,122,0.197,9,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,39,FEMALE,17,3.117,124,-0.883,10,Wed,Introductory,2021,0,1,1,0,1,1,0
Fall,120,MALE,3,0,136,-3.186,10,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,21,MALE,14,0,8,-1.437,11,Wed,Introductory,2017,1,0,1,0,1,1,0
Fall,83,MALE,15,2.428,111,-0.25,11,Wed,Introductory,2021,0,1,0,0,1,1,0
Fall,80,FEMALE,15,2.25,91,-0.784,12,Wed,Graduate,2017,0,0,1,0,1,1,0
Fall,50,FEMALE,13,2.8,123,-0.752,12,Wed,Intermediate,2019,0,1,0,1,1,1,0
Fall,32,MALE,16,3.187,119,0.497,13,Wed,Introductory,2017,0,0,1,0,1,1,0
Fall,73,FEMALE,15,3.8,123,-0.066,14,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,72,FEMALE,16,2.875,126,0.811,15,Wed,Intermediate,2021,0,1,0,0,1,1,0
Fall,74,FEMALE,16,3.812,137,-0.188,15,Wed,Introductory,2021,0,1,1,0,1,1,0
Fall,75,FEMALE,16,3.625,133,0.252,16,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,16,MALE,12,4,134,0.782,12,Wed,Advanced,2017,0,0,0,0,1,1,0
Fall,84,FEMALE,17,4,150,0,13,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,131,FEMALE,16,2.615,125,-0.393,12,Wed,Intermediate,2020,0,1,0,0,1,1,0
Fall,31,FEMALE,12,3,169,0.274,13,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,61,MALE,16,2.384,134,-0.43,14,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,86,FEMALE,15,4,163,0.142,14,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,67,MALE,15,3.666,123,0.096,15,Wed,Introductory,2020,0,1,0,0,1,1,0
Fall,45,MALE,15,0.8,130,-1.121,16,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,108,MALE,14,3.2,131,0.245,15,Wed,Advanced,2018,0,0,0,0,1,1,0
Fall,70,FEMALE,15,3.666,125,-0.015,16,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,104,FEMALE,19,3.769,125,-0.006,17,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,60,MALE,13,2.153,126,-0.463,16,Wed,Intermediate,2018,0,0,0,1,1,1,0
Fall,13,MALE,15,3.6,122,-0.08,15,Wed,Intermediate,2019,0,1,0,0,1,1,0
Fall,181,FEMALE,17,3.764,123,-0.136,15,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,114,MALE,13,0,78,-1.548,15,Wed,Introductory,2017,0,0,1,0,1,1,0
Fall,186,FEMALE,20,3.647,82,-0.033,16,Wed,Introductory,2017,0,0,0,0,1,1,0
Fall,56,MALE,16,3.187,131,0.179,17,Wed,Intermediate,2018,0,0,0,1,1,1,0
Fall,179,FEMALE,16,3.25,47,0.114,17,Wed,Introductory,2017,1,0,0,0,1,1,0
Fall,61,FEMALE,16,2.615,125,-0.393,18,Wed,Intermediate,2020,0,1,0,0,1,1,0
Fall,10,MALE,18,4,143,0.278,18,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,148,FEMALE,15,2.466,123,-0.418,19,Wed,Introductory,2020,0,1,0,0,1,1,0
Fall,11,MALE,16,3.769,107,0.15,20,Wed,Introductory,2021,0,1,1,0,1,1,0
Fall,205,MALE,16,3.923,137,0.168,21,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,32,FEMALE,14,3.285,128,0.085,20,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,202,FEMALE,17,3.583,147,-0.218,19,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,112,MALE,16,3.437,138,0.144,18,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,120,MALE,12,3.333,203,-0.403,19,Wed,Introductory,2017,0,0,0,0,1,1,0
Fall,70,FEMALE,22,1.857,125,-0.749,20,Wed,Graduate,2021,0,1,1,0,1,1,0
Fall,93,FEMALE,15,3.6,137,0.557,21,Wed,Introductory,2020,0,1,0,0,1,0,1
Fall,124,FEMALE,20,3.058,146,-0.382,21,Wed,Introductory,2020,0,1,0,0,1,0,1
Fall,87,FEMALE,20,3.588,148,0.117,22,Wed,Introductory,2021,0,1,0,0,1,0,1
Fall,22,FEMALE,20,2.692,131,-0.516,20,Wed,Introductory,2018,0,0,0,0,1,0,1
Fall,54,MALE,15,2.333,40,0.533,19,Wed,Introductory,2018,1,1,0,0,1,0,1
Fall,124,FEMALE,13,4,145,0.136,19,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,104,FEMALE,15,3.266,126,-0.461,20,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,141,FEMALE,12,2.5,146,0.334,21,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,26,MALE,14,2.8,127,-0.005,21,Wed,Introductory,2020,0,1,0,0,1,0,1
Fall,19,MALE,13,3,103,0.926,22,Wed,Introductory,2021,0,1,0,0,1,0,1
Fall,94,MALE,18,3.666,159,-0.07,22,Wed,Introductory,2019,0,1,1,0,1,0,1
Fall,52,MALE,15,2.25,129,-0.789,21,Wed,Introductory,2020,0,1,1,0,1,0,1
Fall,63,MALE,18,2.285,134,-0.371,22,Wed,Introductory,2018,0,0,0,0,1,0,1
Fall,12,MALE,21,0,16,-0.846,21,Wed,Introductory,2017,1,0,0,0,1,0,1
Fall,76,FEMALE,18,3.444,134,0.469,19,Wed,Advanced,2019,0,1,0,0,1,0,1
Fall,216,MALE,14,2.785,108,0.108,20,Wed,Introductory,2021,0,1,0,0,1,0,1
Fall,69,FEMALE,15,4,125,0.554,20,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,53,FEMALE,13,3.692,125,0.52,21,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,61,FEMALE,13,3,152,-0.377,22,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,34,MALE,16,3.769,125,-0.231,23,Wed,Introductory,2021,0,1,1,0,1,0,1
Fall,59,MALE,10,4,141,0.13,22,Wed,Advanced,2017,0,0,0,0,1,0,1
Fall,118,FEMALE,18,3.5,83,0.267,22,Wed,Introductory,2019,0,1,1,0,1,0,1
Fall,118,FEMALE,15,2.75,122,-0.439,23,Wed,Introductory,2018,0,0,0,0,1,0,1
Fall,71,MALE,15,2.25,137,-0.472,23,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,49,MALE,12,3,69,0.32,24,Wed,Introductory,2019,0,1,1,0,1,0,1
Fall,60,FEMALE,6,0,12,-3,24,Wed,Advanced,2020,0,1,0,0,1,0,1
Fall,60,MALE,10,2.7,130,-0.492,25,Wed,Advanced,2018,0,0,0,0,1,0,1
Fall,86,FEMALE,13,3.769,107,0.103,26,Wed,Introductory,2021,0,1,0,0,1,0,1
Fall,50,MALE,15,2,125,-0.131,24,Wed,Introductory,2018,0,0,0,0,1,0,1
Fall,50,FEMALE,18,4,33,0.234,24,Wed,Introductory,2017,1,0,0,0,1,0,1
Fall,139,FEMALE,13,3.307,150,-0.353,19,Wed,Introductory,2018,0,0,1,0,1,0,1
Fall,18,FEMALE,16,3.437,127,0.285,14,Wed,Introductory,2018,0,0,1,0,1,0,1
Fall,77,MALE,15,3.066,126,0.38,15,Wed,Advanced,2017,0,0,0,0,1,0,1
Fall,8,MALE,11,3,178,-0.121,16,Wed,Intermediate,2021,0,1,0,0,1,0,1
Fall,82,MALE,15,2.428,111,-0.25,17,Wed,Introductory,2021,0,1,1,0,1,0,1
Fall,126,FEMALE,18,2.285,139,0.266,18,Wed,Advanced,2019,0,1,0,0,1,0,1
Fall,110,FEMALE,15,4,163,0.142,19,Wed,Introductory,2018,0,0,1,0,1,0,1
Fall,38,MALE,15,3.111,122,-0.037,10,Wed,Introductory,2019,0,1,1,0,1,0,1
Fall,81,MALE,18,3.166,152,0.526,11,Wed,Intermediate,2018,0,0,0,1,1,0,1
Fall,54,FEMALE,16,4,142,0.025,1,Thu,Introductory,2020,0,1,0,0,1,0,0
Fall,139,FEMALE,14,4,176,0.375,1,Thu,Introductory,2020,0,1,1,0,1,0,0
Fall,57,MALE,17,3.529,145,-0.232,2,Thu,Introductory,2020,0,1,1,0,1,0,0
Fall,744,MALE,14,2.437,131,-0.311,3,Thu,Intermediate,2017,0,0,0,1,1,0,0
Fall,88,MALE,12,3.5,173,0.196,4,Thu,Introductory,2018,0,0,1,0,1,0,0
Fall,100,FEMALE,16,4,132,0.083,5,Thu,Introductory,2018,0,0,1,0,1,0,0
Fall,134,MALE,13,2.23,28,-0.21,6,Thu,Introductory,2017,1,0,1,0,1,0,0
Fall,80,FEMALE,15,3.733,130,0.389,6,Thu,Introductory,2019,0,1,1,0,1,0,0
Fall,109,FEMALE,18,4,13,0,7,Thu,Introductory,2019,1,1,1,0,1,0,0
Fall,120,FEMALE,9,4,135,0.61,8,Thu,Intermediate,2018,0,0,0,1,1,0,0
Fall,26,MALE,18,3.666,159,-0.07,9,Thu,Introductory,2019,0,1,1,0,1,0,0
Fall,38,FEMALE,17,4,137,0.514,10,Thu,Introductory,2020,0,1,1,0,1,0,0
Fall,26,MALE,15,3.6,122,-0.08,11,Thu,Intermediate,2019,0,1,0,0,1,0,0
Fall,59,MALE,12,3.25,126,-0.159,12,Thu,Advanced,2019,0,1,0,0,1,0,0
Fall,29,FEMALE,19,3.769,125,-0.006,12,Thu,Introductory,2018,0,0,0,0,1,0,0
Fall,73,MALE,15,2.6,125,0.076,13,Thu,Introductory,2019,0,1,1,0,1,0,0
Fall,82,MALE,16,2.875,0,-0.442,14,Thu,Introductory,2018,0,1,1,0,1,0,0
Fall,20,MALE,16,3.625,125,0.158,14,Thu,Introductory,2018,0,0,1,0,1,0,0
Fall,300,MALE,13,2.076,133,-0.963,13,Thu,Intermediate,2020,0,1,0,0,1,0,0
Fall,91,MALE,16,3.437,123,0.446,13,Thu,Intermediate,2019,0,1,0,0,1,0,0
Fall,46,FEMALE,16,2.5,125,-0.704,14,Thu,Intermediate,2018,0,0,0,0,1,0,0
Fall,58,MALE,15,3.666,123,0.096,11,Thu,Introductory,2020,0,1,1,0,1,0,0
Fall,22,MALE,16,2.714,132,0.033,12,Thu,Introductory,2019,0,1,1,0,1,0,0
Fall,40,FEMALE,28,3.777,128,-0.069,12,Thu,Intermediate,2020,0,1,0,0,1,1,0
Fall,19,FEMALE,18,4,127,0,13,Thu,Introductory,2021,0,1,1,0,1,1,0
Fall,17,FEMALE,3,4,128,0.955,9,Thu,Intermediate,2017,0,0,0,0,1,1,0
Fall,182,MALE,16,4,134,0.5,8,Thu,Intermediate,2020,0,1,0,0,1,1,0
Fall,101,FEMALE,15,3.733,130,0.389,8,Thu,Introductory,2019,0,1,1,0,1,1,0
Fall,28,FEMALE,16,3.23,123,-0.436,7,Thu,Introductory,2021,0,1,1,0,1,1,0
Fall,67,MALE,17,3.823,124,0.502,8,Thu,Introductory,2020,0,1,0,0,1,1,0
Fall,130,FEMALE,18,3.187,141,-0.037,8,Thu,Introductory,2020,0,1,1,0,1,1,0
Fall,43,FEMALE,14,2.571,95,0.622,8,Thu,Introductory,2020,0,1,1,0,1,1,0
Fall,64,FEMALE,13,0.615,15,-0.426,9,Thu,Introductory,2017,1,1,0,0,1,1,0
Fall,42,MALE,16,4,123,0.082,10,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,57,FEMALE,16,3.812,126,0.677,11,Thu,Introductory,2020,0,1,1,0,1,1,0
Fall,51,MALE,16,2.687,138,-0.335,11,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,121,FEMALE,16,3.076,124,-0.471,12,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,119,FEMALE,16,2.875,134,-0.303,13,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,54,MALE,13,2.5,74,0.107,14,Thu,Introductory,2017,0,0,1,0,1,1,0
Fall,44,MALE,15,4,147,0.07,15,Thu,Introductory,2019,0,1,1,0,1,1,0
Fall,163,FEMALE,11,2.5,15,0.167,16,Thu,Introductory,2017,1,0,0,0,1,1,0
Fall,16,FEMALE,15,4,131,0,14,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,99,MALE,15,2.6,146,-0.475,14,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,37,MALE,15,3.111,122,-0.037,14,Thu,Introductory,2019,0,1,1,0,1,1,0
Fall,25,MALE,14,3.142,158.19,0.036,13,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,79,FEMALE,15,2.909,125,-0.031,11,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,44,FEMALE,13,3.23,138,-0.553,12,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,142,MALE,19,3.625,126,0.131,13,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,47,MALE,13,2.846,15,0.196,13,Thu,Advanced,2018,0,0,0,0,1,1,0
Fall,22,FEMALE,13,2.538,139,0.058,14,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,266,FEMALE,16,3.437,122,-0.563,15,Thu,Introductory,2021,0,1,1,0,1,1,0
Fall,90,FEMALE,14,3.461,147,0.151,16,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,14,MALE,12,2,124,-0.343,16,Thu,Intermediate,2017,0,0,0,1,1,1,0
Fall,85,MALE,15,2.666,133,-0.257,16,Thu,Introductory,2020,0,1,1,0,1,1,0
Fall,68,FEMALE,10,1.4,141,-0.85,15,Thu,Advanced,2021,0,1,0,0,1,1,0
Fall,8,FEMALE,13,3.75,142,1.35,16,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,191,FEMALE,18,3.666,134,-0.245,17,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,34,FEMALE,16,4,140,0.091,17,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,51,FEMALE,15,2.933,124,0.476,13,Thu,Intermediate,2019,0,1,0,0,1,1,0
Fall,113,FEMALE,15,4,154,0.492,14,Thu,Introductory,2020,0,1,0,0,1,1,0
Fall,117,MALE,16,2.538,164,-0.276,15,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,105,MALE,0,0,143,-3.117,13,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,77,MALE,12,2.25,136,-0.47,14,Thu,Intermediate,2020,0,1,0,0,1,1,0
Fall,131,MALE,18,3.666,133,0.131,15,Thu,Intermediate,2020,0,1,0,0,1,1,0
Fall,35,MALE,17,3.647,123,0.36,16,Thu,Introductory,2019,0,1,1,0,1,1,0
Fall,73,FEMALE,18,3.4,142,-0.066,17,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,12,MALE,14,2.642,124,-0.659,14,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,6,MALE,12,3.75,148,0.365,15,Thu,Introductory,2018,0,1,0,0,1,1,0
Fall,77,MALE,10,2.333,139,-0.591,15,Thu,Intermediate,2018,0,0,0,0,1,1,0
Fall,69,MALE,18,4,143,0.278,16,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,65,FEMALE,18,2,28,-0.5,14,Thu,Introductory,2017,1,1,0,0,1,1,0
Fall,289,FEMALE,22,3.578,143,0.167,14,Thu,Introductory,2020,0,1,1,0,1,1,0
Fall,66,MALE,16,2.687,138,-0.335,15,Thu,Introductory,2018,0,0,1,0,1,1,0
Fall,36,FEMALE,14,1.727,134,-1.609,16,Thu,Introductory,2020,0,1,0,0,1,1,0
Fall,36,MALE,16,3.625,122,0.197,16,Thu,Introductory,2020,0,1,1,0,1,1,0
Fall,90,FEMALE,16,3.625,133,0.252,17,Thu,Introductory,2020,0,1,1,0,1,0,1
Fall,48,MALE,15,3,128,-0.094,18,Thu,Advanced,2017,0,0,0,0,1,0,1
Fall,269,MALE,14,3.2,131,0.245,17,Thu,Intermediate,2018,0,0,1,0,1,0,1
Fall,36,FEMALE,21,3.235,122,-0.148,18,Thu,Introductory,2019,0,1,0,0,1,0,1
Fall,47,FEMALE,13,4,124,0,17,Thu,Introductory,2021,0,1,0,0,1,0,1
Fall,63,MALE,16,3.437,123,0.446,18,Thu,Introductory,2019,0,1,1,0,1,0,1
Fall,42,MALE,15,4,144,0.623,19,Thu,Introductory,2018,0,0,0,0,1,0,1
Fall,38,FEMALE,13,3.461,122,0.057,18,Thu,Intermediate,2017,0,0,0,0,1,0,1
Fall,88,FEMALE,16,2.769,144,-0.085,15,Thu,Introductory,2018,0,0,1,0,1,0,1
Fall,89,MALE,15,3.5,150,0.244,13,Thu,Advanced,2018,0,0,0,0,1,0,1
Fall,44,FEMALE,17,3.294,134,0.08,10,Thu,Introductory,2018,0,0,1,0,1,0,1
Fall,79,FEMALE,15,2,82,-0.328,8,Thu,Introductory,2017,0,0,1,0,1,0,1
Fall,69,MALE,16,3.307,125,0.094,9,Thu,Introductory,2018,0,0,1,0,1,0,1
Fall,44,MALE,16,3.812,123,0.527,7,Thu,Introductory,2020,0,1,1,0,1,0,1
Fall,44,MALE,16,2.769,125,-0.251,8,Thu,Introductory,2019,0,1,1,0,1,0,1
Fall,65,MALE,13,2.153,126,-0.463,6,Thu,Intermediate,2018,0,0,0,1,1,0,1
Fall,94,FEMALE,19,4,122,0,5,Thu,Introductory,2021,0,1,1,0,1,0,1
Fall,96,FEMALE,20,3.588,148,0.117,6,Thu,Introductory,2021,0,1,1,0,1,0,1
Fall,56,FEMALE,16,2.875,123,0.217,7,Thu,Introductory,2020,0,1,1,0,1,0,1
Fall,14,FEMALE,9,1,105,-0.873,8,Thu,Intermediate,2021,0,1,0,0,1,0,1
Fall,61,FEMALE,16,3.625,133,0.252,9,Thu,Introductory,2020,0,1,1,0,1,0,1
Fall,50,MALE,17,2.352,182,0.233,10,Thu,Introductory,2018,0,0,1,0,1,0,1
Fall,35,MALE,15,3,139,0.308,9,Thu,Introductory,2020,0,1,1,0,1,0,1
Fall,15,MALE,16,2.714,132,0.033,1,Fri,Introductory,2019,0,1,1,0,1,0,0
Fall,86,MALE,12,3.5,173,0.196,1,Fri,Introductory,2018,0,0,1,0,1,0,0
Fall,75,MALE,17,3.235,122,0.061,2,Fri,Introductory,2019,0,1,0,0,1,0,0
Fall,39,MALE,15,2.6,122,-0.434,3,Fri,Intermediate,2019,0,1,0,1,1,0,0
Fall,39,FEMALE,13,2.615,129,-0.185,4,Fri,Intermediate,2020,0,1,0,0,1,0,0
Fall,81,MALE,15,2.428,111,-0.25,5,Fri,Introductory,2021,0,1,0,0,1,0,0
Fall,70,FEMALE,19,2.75,140,0.238,6,Fri,Intermediate,2017,0,0,0,0,1,0,0
Fall,31,FEMALE,16,4,132,0.083,3,Fri,Introductory,2018,0,0,1,0,1,0,0
Fall,72,MALE,7,3,155,0.82,4,Fri,Introductory,2020,0,1,1,0,1,0,0
Fall,294,FEMALE,16,4,131,0.135,2,Fri,Advanced,2018,0,0,0,0,1,1,0
Fall,42,FEMALE,12,3.166,125,0.219,3,Fri,Advanced,2018,0,0,0,0,1,1,0
Fall,212,MALE,16,3.769,122,0.433,3,Fri,Introductory,2019,0,1,0,0,1,1,0
Fall,81,FEMALE,18,3.187,141,-0.037,3,Fri,Introductory,2020,0,1,1,0,1,1,0
Fall,62,MALE,13,3.769,128,0.181,4,Fri,Introductory,2020,0,1,1,0,1,1,0
Fall,39,MALE,12,1.666,122,-1.115,4,Fri,Introductory,2020,0,1,0,0,1,1,0
Fall,63,FEMALE,12,3,128,-0.095,5,Fri,Introductory,2018,0,0,1,0,1,1,0
Fall,24,MALE,16,3.687,123,-0.04,1,Tue,Introductory,2021,0,1,1,0,1,0,1
Fall,85,FEMALE,12,2.333,170,-0.372,2,Tue,Introductory,2020,0,1,1,0,1,0,1
Fall,77,MALE,16,4,123,0,3,Tue,Introductory,2021,0,1,1,0,1,0,1
Fall,68,MALE,12,3,122,-0.271,4,Tue,Introductory,2020,0,1,1,0,1,0,1
Fall,88,MALE,18,2.8,165,0.041,4,Tue,Introductory,2019,0,1,1,0,1,0,1
Fall,42,MALE,18,3.6,133,0.585,2,Tue,Introductory,2020,0,1,1,0,1,0,1
Fall,39,MALE,14,2.8,131,-0.116,1,Tue,Graduate,2020,0,1,1,0,1,0,1
Fall,39,FEMALE,15,3.5,126,-0.076,2,Tue,Graduate,2020,0,1,1,0,1,0,1
Fall,208,MALE,17,3.647,132,-0.122,1,Wed,Introductory,2020,0,1,1,0,1,0,0
Fall,60,MALE,16,3.538,129,-0.038,2,Wed,Introductory,2020,0,1,1,0,1,0,0
Fall,61,MALE,17,4,31,0,3,Wed,Introductory,2017,1,0,1,0,1,0,0
Fall,177,FEMALE,15,3.5,126,-0.076,4,Wed,Graduate,2020,0,1,1,0,1,0,0
Fall,58,FEMALE,16,3.625,133,0.252,5,Wed,Introductory,2020,0,1,1,0,1,0,0
Fall,122,FEMALE,14,4,176,0.375,6,Wed,Introductory,2020,0,1,1,0,1,0,0
Fall,58,MALE,15,3.4,128,-0.042,5,Wed,Advanced,2017,0,0,0,0,1,0,0
Fall,51,MALE,18,2.666,129,-0.02,6,Wed,Advanced,2017,0,0,0,0,1,0,0
Fall,351,FEMALE,16,3.769,129,0.192,6,Wed,Introductory,2020,0,1,1,0,1,0,0
Fall,140,MALE,12,2.25,136,-0.47,7,Wed,Introductory,2020,0,1,1,0,1,0,0
Fall,77,MALE,13,2.076,133,-0.963,8,Wed,Introductory,2020,0,1,0,0,1,0,0
Fall,127,MALE,12,2.75,141,0.149,9,Wed,Introductory,2018,0,0,1,0,1,0,0
Fall,68,FEMALE,14,3.285,128,0.085,10,Wed,Introductory,2018,0,0,0,0,1,0,0
Fall,41,FEMALE,18,3.083,119,0.799,9,Wed,Introductory,2020,0,1,0,0,1,0,0
Fall,126,FEMALE,12,2.5,89,-0.817,9,Wed,Introductory,2017,0,0,1,0,1,0,0
Fall,45,MALE,17,3.235,122,0.061,9,Wed,Introductory,2019,0,1,0,0,1,0,0
Fall,54,MALE,15,3.5,89,-0.085,10,Wed,Advanced,2018,0,0,0,0,1,1,0
Fall,51,MALE,17,4,31,0,10,Wed,Introductory,2017,1,0,1,0,1,1,0
Fall,61,FEMALE,17,3.058,128,-0.175,7,Wed,Introductory,2021,0,1,1,0,1,1,0
Fall,57,MALE,13,2.846,132,0.374,8,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,101,FEMALE,16,3,141,0.788,9,Wed,Intermediate,2017,0,0,0,0,1,1,0
Fall,63,FEMALE,17,4,150,0,10,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,48,FEMALE,19,3.4,145,-0.189,7,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,177,MALE,3,0,136,-3.186,8,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,54,MALE,16,3.812,122,0.211,9,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,47,MALE,20,3,146,-0.015,10,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,58,MALE,14,3,44,0.41,11,Wed,Introductory,2017,1,0,1,0,1,1,0
Fall,138,MALE,14,2.785,131,-0.364,10,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,74,MALE,15,3.2,133,0.571,11,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,74,MALE,13,1.769,148,-0.303,12,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,120,FEMALE,20,3.058,146,-0.382,12,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,138,MALE,14,2.428,145,-0.289,13,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,123,FEMALE,18,4,132,0.159,12,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,94,FEMALE,12,1,79,-1.535,13,Wed,Introductory,2018,0,1,1,0,1,1,0
Fall,119,FEMALE,12,3,169,0.274,12,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,358,MALE,16,2.714,132,0.033,13,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,116,FEMALE,15,3.2,125,-0.141,12,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,39,FEMALE,18,1.933,151,-0.763,13,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,40,FEMALE,18,2.166,122,-1.14,14,Wed,Introductory,2018,0,0,0,0,1,1,0
Fall,91,MALE,15,2.428,111,-0.25,15,Wed,Introductory,2021,0,1,0,0,1,1,0
Fall,97,FEMALE,9,2.666,25,-0.106,16,Wed,Intermediate,2017,1,0,0,0,1,1,0
Fall,41,MALE,17,3.647,123,0.36,17,Wed,Introductory,2019,0,1,1,0,1,1,0
Fall,49,MALE,15,4,123,0.265,18,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,15,MALE,16,3.25,132,-0.49,19,Wed,Intermediate,2018,0,0,0,0,1,1,0
Fall,140,MALE,14,0,8,-1.437,18,Wed,Introductory,2017,1,0,1,0,1,1,0
Fall,72,FEMALE,12,2.5,24,-0.125,15,Wed,Intermediate,2017,1,0,0,0,1,1,0
Fall,55,FEMALE,13,2.333,76,0.513,16,Wed,Introductory,2020,0,1,1,0,1,1,0
Fall,140,MALE,16,2.875,0,-0.442,17,Wed,Introductory,2018,0,1,1,0,1,1,0
Fall,189,MALE,16,2.687,138,-0.335,18,Wed,Introductory,2018,0,0,1,0,1,1,0
Fall,128,FEMALE,15,3.6,129,0.15,18,Wed,Introductory,2018,0,0,1,0,1,1,0
