Semester,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Spring,55,MALE,14,2.642,124,-0.659,4,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,108,FEMALE,14,3,138,0.412,4,Thu,Introductory,2020,0,1,1,0,0,0,0
Spring,143,FEMALE,16,2.875,122,-0.077,5,Thu,Introductory,2017,0,0,1,0,0,0,0
Spring,176,FEMALE,15,3.666,151,0.166,6,Thu,Introductory,2021,0,1,1,0,0,0,0
Spring,39,MALE,14,1.928,122,-1.092,7,Thu,Intermediate,2019,0,1,0,0,0,0,0
Spring,255,MALE,12,4,122,0,6,Thu,Introductory,2020,0,1,1,0,0,0,0
Spring,35,MALE,13,3.083,167,-0.125,7,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,75,MALE,10,2.333,139,-0.591,7,Thu,Advanced,2018,0,0,0,0,0,0,0
Spring,79,MALE,17,3.117,132,0.204,8,Thu,Introductory,2020,0,1,1,0,0,0,0
Spring,110,MALE,18,4,143,0.278,9,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,11,FEMALE,18,3,122,-0.156,10,Thu,Intermediate,2018,0,0,0,0,0,0,0
Spring,62,MALE,12,2.75,141,0.149,10,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,91,MALE,15,3.4,125,0.179,11,Thu,Introductory,2020,0,1,1,0,0,0,0
Spring,74,FEMALE,16,3.333,135,0.379,12,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,181,MALE,15,3.2,129,-0.075,11,Thu,Graduate,2019,0,1,1,0,0,0,0
Spring,58,MALE,13,4,145,0.616,12,Thu,Introductory,2020,0,1,1,0,0,0,0
Spring,70,MALE,15,2.466,30,-0.126,13,Thu,Introductory,2017,1,0,1,0,0,0,0
Spring,71,FEMALE,14,3,117,-0.281,13,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,132,MALE,18,2.8,165,0.041,14,Thu,Introductory,2019,0,1,1,0,0,0,0
Spring,27,MALE,12,2.25,136,-0.47,15,Thu,Intermediate,2020,0,1,1,0,0,0,0
Spring,110,FEMALE,17,3.714,122,0.154,16,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,123,MALE,14,2.272,141,-0.357,17,Thu,Intermediate,2019,0,1,0,1,0,1,0
Spring,103,FEMALE,16,2.916,79,-0.008,16,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,102,FEMALE,16,4,142,0.312,12,Thu,Introductory,2019,0,1,1,0,0,1,0
Spring,63,MALE,12,4,27,0,13,Thu,Introductory,2017,1,0,1,0,0,1,0
Spring,183,FEMALE,13,3.75,142,1.35,11,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,49,FEMALE,22,1.857,125,-0.749,11,Thu,Introductory,2021,0,1,0,0,0,1,0
Spring,14,FEMALE,14,3,117,-0.281,11,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,60,FEMALE,15,3.466,123,0.281,7,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,54,MALE,13,3.461,51,0.435,8,Thu,Advanced,2018,0,0,0,0,0,1,0
Spring,61,FEMALE,15,3.8,123,-0.066,5,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,99,FEMALE,15,2.583,133,-0.389,6,Thu,Introductory,2019,0,1,1,0,0,1,0
Spring,78,MALE,18,3.5,132,3.5,7,Thu,Introductory,2020,0,1,0,0,0,1,0
Spring,76,MALE,13,4,145,0.616,8,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,21,MALE,7,3,155,0.82,8,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,31,FEMALE,18,4,160,0.099,9,Thu,Introductory,2020,0,1,0,0,0,1,0
Spring,28,MALE,17,3.823,124,0.502,10,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,59,FEMALE,16,2.937,155,-0.012,11,Thu,Introductory,2020,0,1,0,0,0,1,0
Spring,130,FEMALE,18,2.888,151,-0.338,10,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,90,MALE,15,3.8,128,0.246,7,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,79,MALE,13,2,156,-1.048,8,Thu,Introductory,2021,0,1,1,0,0,1,0
Spring,58,FEMALE,15,3.214,154,-0.192,9,Thu,Intermediate,2018,0,0,0,0,0,1,0
Spring,127,MALE,13,2.384,127,-0.374,8,Thu,Intermediate,2019,0,1,0,1,0,1,0
Spring,34,MALE,17,2.272,122,-0.681,9,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,148,MALE,5,1.5,139,-1.005,7,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,70,MALE,16,2.538,164,-0.276,8,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,120,MALE,17,3.076,128,-0.147,8,Thu,Intermediate,2020,0,1,0,0,0,1,0
Spring,86,MALE,17,2.272,122,-0.681,9,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,115,MALE,15,3.333,120,0.603,10,Thu,Introductory,2021,0,1,1,0,0,1,0
Spring,57,FEMALE,18,3.8,172,0.265,11,Thu,Introductory,2017,0,0,1,0,0,1,0
Spring,15,FEMALE,15,3.214,154,-0.192,11,Thu,Advanced,2018,0,0,0,0,0,1,0
Spring,12,FEMALE,13,3.75,142,1.35,12,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,97,FEMALE,17,2.857,27,0.149,12,Thu,Introductory,2017,1,0,1,0,0,1,0
Spring,59,FEMALE,15,2.6,141,-0.574,13,Thu,Intermediate,2021,0,1,0,0,0,0,1
Spring,90,FEMALE,14,3.785,155,-0.032,13,Thu,Intermediate,2020,0,1,0,0,0,0,1
Spring,97,MALE,15,2.916,125,0.124,12,Thu,Introductory,2019,0,1,1,0,0,0,1
Spring,82,MALE,21,3.333,158,-0.043,13,Thu,Introductory,2021,0,1,1,0,0,0,1
Spring,45,FEMALE,19,3.105,122,-0.253,14,Thu,Introductory,2018,0,0,1,0,0,0,1
Spring,203,MALE,11,2.666,131,0.134,13,Thu,Introductory,2019,0,1,1,0,0,0,1
Spring,52,FEMALE,16,2.937,155,-0.012,12,Thu,Introductory,2020,0,1,1,0,0,0,1
Spring,95,MALE,14,3.5,133,0.406,10,Thu,Advanced,2018,0,0,0,0,0,0,1
Spring,71,FEMALE,17,3.235,150,-0.172,11,Thu,Intermediate,2018,0,0,0,0,0,0,1
Spring,109,MALE,16,2.312,141,-0.49,7,Thu,Introductory,2018,0,0,1,0,0,0,1
Spring,66,FEMALE,16,3.375,143,-0.197,8,Thu,Introductory,2021,0,1,1,0,0,0,1
Spring,67,FEMALE,22,3.2,125,-0.148,7,Thu,Intermediate,2018,0,0,1,0,0,0,1
Spring,138,FEMALE,17,3.294,134,0.08,7,Thu,Intermediate,2018,0,0,0,1,0,0,1
Spring,112,MALE,15,3.8,128,0.246,8,Thu,Introductory,2020,0,1,1,0,0,0,1
Spring,35,MALE,15,2.6,141,0.048,9,Thu,Advanced,2019,0,1,0,0,0,0,1
Spring,111,FEMALE,17,2.529,133,-0.35,9,Thu,Introductory,2018,0,0,1,0,0,0,1
Spring,56,FEMALE,13,4,35,0,10,Thu,Introductory,2017,1,0,1,0,0,0,1
Spring,65,MALE,14,2.214,169.02,-0.695,9,Thu,Introductory,2018,0,0,1,0,0,0,1
Spring,121,MALE,17,3.571,133,0.593,8,Thu,Intermediate,2018,0,0,0,1,0,0,1
Spring,72,MALE,15,3.266,126,0.094,9,Thu,Introductory,2018,0,0,1,0,0,0,1
Spring,25,MALE,15,3.111,122,-0.037,10,Thu,Introductory,2019,0,1,1,0,0,0,1
Spring,91,FEMALE,19,2.875,128,-0.472,11,Thu,Introductory,2020,0,1,1,0,0,0,1
Spring,64,MALE,12,2.333,28,0.278,9,Thu,Graduate,2018,1,0,1,0,0,0,1
Spring,38,MALE,16,3.2,126,0.217,4,Thu,Introductory,2021,0,1,1,0,0,0,1
Spring,110,FEMALE,24,3.055,163,-0.242,1,Fri,Introductory,2020,0,1,1,0,0,0,0
Spring,61,MALE,15,3,119,-0.105,2,Fri,Intermediate,2020,0,1,0,0,0,0,0
Spring,32,MALE,12,3.25,63,0.391,3,Fri,Introductory,2018,1,0,1,0,0,0,0
Spring,67,MALE,15,2.428,111,-0.25,4,Fri,Introductory,2021,0,1,0,0,0,0,0
Spring,90,MALE,15,2.916,125,0.124,3,Fri,Introductory,2019,0,1,1,0,0,0,0
Spring,54,MALE,15,3.111,122,-0.037,3,Fri,Introductory,2019,0,1,1,0,0,0,0
Spring,96,FEMALE,14,3,157,-0.082,4,Fri,Introductory,2018,0,0,1,0,0,0,0
Spring,26,FEMALE,18,3.8,172,0.265,5,Fri,Introductory,2017,0,0,1,0,0,0,0
Spring,34,FEMALE,12,2.75,147,0.223,6,Fri,Intermediate,2020,0,1,0,1,0,0,0
Spring,65,MALE,12,1.833,129,-0.889,5,Fri,Introductory,2018,0,0,1,0,0,1,0
Spring,33,MALE,13,1.769,133,-0.542,4,Fri,Intermediate,2018,0,0,0,1,0,1,0
Spring,71,MALE,22,3.4,138,0.106,5,Fri,Introductory,2019,0,1,1,0,0,1,0
Spring,211,MALE,16,2.312,141,-0.49,6,Fri,Introductory,2018,0,0,1,0,0,1,0
Spring,40,MALE,5,1.5,139,-1.005,7,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,54,MALE,15,3.111,122,-0.037,7,Fri,Introductory,2019,0,1,1,0,0,1,0
Spring,203,MALE,17,2.588,88,-0.506,4,Fri,Advanced,2017,1,1,0,0,0,1,0
Spring,122,FEMALE,11,2.545,133,-0.31,5,Fri,Introductory,2019,0,1,1,0,0,1,0
Spring,134,FEMALE,16,3.25,128,0.259,6,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,30,MALE,15,3.8,126,0.14,7,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,153,MALE,15,3,120,-0.38,5,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,33,FEMALE,12,2.75,122,0.406,6,Fri,Introductory,2020,0,1,0,0,0,1,0
Spring,76,FEMALE,17,2.529,133,-0.35,7,Fri,Introductory,2018,0,0,1,0,0,1,0
Spring,35,MALE,17,3.666,45,1.01,8,Fri,Introductory,2017,1,0,1,0,0,1,0
Spring,62,MALE,12,3,122,-0.271,9,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,70,MALE,15,3.8,126,0.14,6,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,54,FEMALE,18,2.533,127,-0.58,5,Fri,Introductory,2019,0,1,1,0,0,1,0
Spring,137,MALE,17,3,32,-0.285,1,Sun,Introductory,2017,1,0,1,0,0,0,1
Spring,158,MALE,10,2.769,137,0.213,2,Sun,Advanced,2017,0,0,0,0,0,0,1
Spring,14,MALE,14,3.2,131,0.245,3,Sun,Advanced,2018,0,0,1,0,0,0,1
Spring,66,FEMALE,13,2.5,136,-0.18,4,Sun,Introductory,2019,0,1,1,0,0,0,1
Spring,57,FEMALE,19,3.769,125,-0.006,5,Sun,Intermediate,2018,0,0,0,0,0,0,1
Spring,17,FEMALE,16,3.687,133,-0.073,5,Sun,Introductory,2020,0,1,1,0,0,0,1
Spring,160,MALE,14,2.642,104,-0.13,6,Sun,Introductory,2021,0,1,1,0,0,0,1
Spring,45,MALE,17,3.058,153.99,0.221,7,Sun,Introductory,2019,0,1,1,0,0,0,1
Spring,193,MALE,15,2.866,149,0.385,8,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,45,MALE,15,3.111,122,-0.037,8,Sun,Introductory,2019,0,1,0,0,0,0,1
Spring,60,FEMALE,14,3.357,123,-0.319,9,Sun,Advanced,2018,0,0,0,0,0,0,1
Spring,95,FEMALE,13,3.384,151,-0.205,8,Sun,Advanced,2018,0,0,0,0,0,0,1
Spring,47,MALE,15,3.4,25,0.144,9,Sun,Introductory,2017,1,0,1,0,0,0,1
Spring,85,MALE,13,1.769,133,-0.542,9,Sun,Intermediate,2018,0,0,0,1,0,0,1
Spring,113,FEMALE,12,3.666,131,0.244,10,Sun,Advanced,2017,0,0,0,0,0,0,1
Spring,97,FEMALE,16,2.916,79,-0.008,8,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,36,FEMALE,16,3.375,143,-0.197,9,Sun,Introductory,2021,0,1,1,0,0,0,1
Spring,15,FEMALE,16,3.25,140,0.268,9,Sun,Introductory,2020,0,1,1,0,0,0,1
Spring,95,MALE,18,4,143,0.278,10,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,52,FEMALE,16,2.687,162,-0.738,11,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,86,MALE,12,1.833,129,-0.889,12,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,85,MALE,12,3,122,-0.271,13,Sun,Introductory,2020,0,1,1,0,0,0,1
Spring,57,MALE,15,3.4,25,0.144,9,Sun,Introductory,2017,1,0,1,0,0,0,1
Spring,20,FEMALE,18,3,146,0.193,10,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,41,MALE,12,2.857,127,-0.116,11,Sun,Introductory,2019,0,1,1,0,0,0,1
Spring,41,FEMALE,15,2.416,133,-0.441,12,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,41,FEMALE,16,3.187,124,-0.575,13,Sun,Introductory,2019,0,1,1,0,0,0,1
Spring,15,FEMALE,14,3,157,-0.082,10,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,61,MALE,15,2.8,123,-0.208,1,Mon,Introductory,2020,0,1,1,0,1,0,0
Spring,105,MALE,16,2.538,164,-0.276,2,Mon,Introductory,2018,0,0,1,0,1,0,0
Spring,99,MALE,12,3.25,63,0.391,3,Mon,Introductory,2018,1,0,1,0,1,0,0
Spring,84,FEMALE,17,2.857,27,0.149,4,Mon,Introductory,2017,1,0,1,0,1,0,0
Spring,19,FEMALE,13,3.538,131,-0.128,5,Mon,Intermediate,2021,0,1,0,1,1,0,0
Spring,73,MALE,12,2.166,93,-0.298,5,Mon,Introductory,2020,0,1,1,0,1,0,0
Spring,39,FEMALE,13,3.538,131,-0.128,5,Mon,Intermediate,2021,0,1,0,0,1,0,0
Spring,36,MALE,17,3.058,153.99,0.221,2,Mon,Intermediate,2019,0,1,0,0,1,0,0
Spring,126,MALE,12,4,122,0,2,Mon,Introductory,2020,0,1,1,0,1,0,0
Spring,63,FEMALE,14,3.642,126,-0.358,3,Mon,Introductory,2021,0,1,0,0,1,0,0
Spring,13,MALE,17,3.666,45,1.01,4,Mon,Introductory,2017,1,0,1,0,1,0,0
Spring,63,FEMALE,13,2.846,105,-0.404,5,Mon,Introductory,2021,0,1,0,0,1,0,0
Spring,24,MALE,17,3.117,132,0.204,5,Mon,Advanced,2020,0,1,0,0,1,0,0
Spring,64,MALE,15,3.666,123,0.096,5,Mon,Introductory,2020,0,1,0,0,1,0,0
Spring,17,MALE,15,3.25,53,0.208,6,Mon,Graduate,2020,0,1,1,0,1,0,0
Spring,83,FEMALE,15,3.8,123,-0.066,5,Mon,Introductory,2018,0,0,1,0,1,0,0
Spring,70,FEMALE,16,3.75,97,0.458,4,Mon,Introductory,2018,0,1,1,0,1,1,0
Spring,41,FEMALE,15,3.533,130,-0.201,4,Mon,Intermediate,2018,0,0,1,0,1,1,0
Spring,30,FEMALE,14,4,126,0,4,Mon,Intermediate,2019,0,1,0,0,1,1,0
Spring,28,FEMALE,16,3.375,122,-0.178,5,Mon,Intermediate,2019,0,1,0,0,1,1,0
Spring,29,FEMALE,16,2.625,150,-0.98,6,Mon,Intermediate,2020,0,1,0,0,1,1,0
Spring,28,FEMALE,17,3.588,122,-0.049,7,Mon,Intermediate,2018,0,0,0,0,1,1,0
Spring,28,MALE,15,4,134,0.026,8,Mon,Intermediate,2020,0,1,0,0,1,1,0
Spring,27,FEMALE,16,4,125,0.058,9,Mon,Intermediate,2020,0,1,0,0,1,1,0
Spring,136,MALE,6,4,34,0.177,10,Mon,Graduate,2017,0,0,0,0,1,1,0
Spring,227,MALE,17,3.571,133,0.593,11,Mon,Intermediate,2018,0,0,0,1,1,1,0
Spring,72,MALE,13,2.076,133,-0.963,10,Mon,Advanced,2020,0,1,0,0,1,1,0
Spring,69,MALE,19,3.375,181,0.122,4,Mon,Introductory,2017,0,0,0,0,1,1,0
Spring,68,MALE,9,4,134,0.825,5,Mon,Introductory,2020,0,1,0,0,1,1,0
Spring,22,FEMALE,16,4,122,0.2,6,Mon,Intermediate,2021,0,1,0,0,1,1,0
Spring,22,FEMALE,18,4,136,0,7,Mon,Intermediate,2020,1,1,0,0,1,1,0
Spring,32,MALE,13,1.769,133,-0.542,6,Mon,Intermediate,2018,0,0,0,1,1,1,0
Spring,22,MALE,12,1.25,127,-0.831,7,Mon,Intermediate,2017,0,0,0,0,1,1,0
Spring,7,FEMALE,16,4,126,0,8,Mon,Intermediate,2021,0,1,0,0,1,1,0
Spring,15,MALE,9,3,98,0.375,8,Mon,Intermediate,2018,0,1,0,0,1,1,0
Spring,41,MALE,13,3.615,138,-0.201,9,Mon,Introductory,2020,0,1,1,0,1,1,0
Spring,97,FEMALE,15,3.8,123,-0.066,4,Mon,Introductory,2018,0,0,1,0,1,1,0
Spring,46,MALE,13,3.615,138,-0.201,4,Mon,Introductory,2020,0,1,1,0,1,1,0
Spring,18,MALE,14,1.928,122,-1.092,4,Mon,Advanced,2019,0,1,0,0,1,1,0
Spring,109,MALE,14,2.545,135,-0.208,5,Mon,Introductory,2018,0,0,1,0,1,1,0
Spring,29,FEMALE,13,3.461,122,0.057,6,Mon,Introductory,2017,0,0,0,0,1,1,0
Spring,196,MALE,12,2.666,163,-0.094,7,Mon,Introductory,2017,0,1,1,0,1,1,0
Spring,66,FEMALE,15,3.533,123,-0.065,8,Mon,Advanced,2018,0,0,0,0,1,1,0
Spring,376,MALE,6,1.5,148,-1.618,9,Mon,Advanced,2018,0,0,0,1,1,1,0
Spring,37,MALE,16,2.875,122,-0.137,9,Mon,Intermediate,2018,0,0,0,0,1,1,0
Spring,9,MALE,13,1.769,133,-0.542,10,Mon,Intermediate,2018,0,0,0,1,1,1,0
Spring,15,MALE,17,3.823,124,0.502,11,Mon,Intermediate,2020,0,1,0,0,1,1,0
Spring,26,MALE,15,3,120,-0.38,12,Mon,Introductory,2020,0,1,1,0,1,1,0
Spring,45,FEMALE,18,2.888,151,-0.338,10,Mon,Introductory,2020,0,1,1,0,1,1,0
Spring,72,MALE,14,2.214,169.02,-0.695,10,Mon,Introductory,2018,0,0,1,0,1,1,0
Spring,13,FEMALE,16,2.875,122,-0.077,9,Mon,Introductory,2017,0,0,1,0,1,1,0
Spring,30,MALE,15,2.25,129,-0.789,10,Mon,Intermediate,2020,0,1,0,0,1,1,0
Spring,65,FEMALE,17,3.714,122,0.154,10,Mon,Introductory,2020,0,1,1,0,1,1,0
Spring,61,MALE,22,3.75,126,0.35,8,Mon,Intermediate,2021,0,1,1,0,1,1,0
Spring,63,MALE,15,3,122,0.234,7,Mon,Introductory,2018,0,0,0,0,1,0,1
Spring,64,FEMALE,18,2.25,129,-0.63,8,Mon,Introductory,2020,0,1,0,0,1,0,1
Spring,9,FEMALE,15,4,124,0.074,8,Mon,Introductory,2020,0,1,1,0,1,0,1
Spring,133,FEMALE,18,3.4,142,-0.066,6,Mon,Intermediate,2018,0,0,0,0,1,0,1
Spring,29,FEMALE,15,3.666,133,-0.046,6,Mon,Introductory,2018,0,0,1,0,1,0,1
Spring,49,MALE,13,3.769,128,0.181,7,Mon,Intermediate,2020,0,1,0,0,1,0,1
Spring,94,FEMALE,16,4,207,0.136,8,Mon,Advanced,2021,0,1,0,0,1,0,1
Spring,94,FEMALE,18,3.111,139,0.292,9,Mon,Advanced,2017,0,0,0,0,1,0,1
Spring,108,FEMALE,16,3.812,133,-0.056,10,Mon,Introductory,2018,0,0,0,0,1,0,1
Spring,94,FEMALE,13,3.384,151,-0.205,9,Mon,Advanced,2018,0,0,0,0,1,0,1
Spring,69,MALE,18,4,151,0,10,Mon,Intermediate,2018,0,1,0,0,1,0,1
Spring,34,FEMALE,13,1.846,141,-0.81,10,Mon,Introductory,2018,0,0,0,0,1,0,1
Spring,156,MALE,19,3.842,155.5,-0.023,11,Mon,Intermediate,2018,0,0,0,1,1,0,1
Spring,61,FEMALE,24,3.4,153,-0.031,10,Mon,Intermediate,2020,0,1,0,0,1,0,1
Spring,56,MALE,15,2.6,141,0.048,11,Mon,Advanced,2019,0,1,0,0,1,0,1
Spring,153,FEMALE,15,3.666,125,-0.015,11,Mon,Introductory,2020,0,1,1,0,1,0,1
Spring,14,MALE,13,1.769,133,-0.542,12,Mon,Intermediate,2018,0,0,0,1,1,0,1
Spring,60,FEMALE,16,3.25,134,-0.361,9,Mon,Advanced,2018,0,0,0,0,1,0,1
Spring,63,FEMALE,15,3,141,-0.168,1,Tue,Intermediate,2019,0,1,0,1,1,0,0
Spring,86,FEMALE,18,3.8,172,0.265,1,Tue,Introductory,2017,0,0,1,0,1,0,0
Spring,47,MALE,13,2.076,133,-0.963,2,Tue,Introductory,2020,0,1,0,0,1,0,0
Spring,41,MALE,14,3.727,140,0.832,3,Tue,Advanced,2018,0,0,0,0,1,0,0
Spring,42,MALE,16,1.923,108,0.158,4,Tue,Advanced,2018,0,1,0,0,1,0,0
Spring,58,MALE,15,2.857,128,-0.285,4,Tue,Introductory,2018,0,1,1,0,1,0,0
Spring,63,MALE,12,2.75,141,0.149,5,Tue,Introductory,2018,0,0,1,0,1,0,0
Spring,64,MALE,15,3.4,25,0.144,6,Tue,Introductory,2017,1,0,1,0,1,0,0
Spring,64,FEMALE,15,3.8,124,0.078,6,Tue,Introductory,2021,0,1,1,0,1,0,0
Spring,75,FEMALE,11,2.416,0,-0.484,5,Tue,Advanced,2018,0,1,0,0,1,0,0
Spring,44,MALE,13,3.769,128,0.181,6,Tue,Intermediate,2020,0,1,0,0,1,0,0
Spring,65,FEMALE,18,3.666,134,-0.245,7,Tue,Introductory,2018,0,0,0,0,1,0,0
Spring,256,MALE,12,2.857,147,-0.723,8,Tue,Introductory,2018,0,0,0,0,1,0,0
Spring,33,FEMALE,16,3.312,42,-0.058,8,Tue,Introductory,2017,1,0,1,0,1,0,0
Spring,135,FEMALE,16,3.25,123,-0.301,9,Tue,Intermediate,2020,0,1,0,1,1,0,0
Spring,57,FEMALE,19,3.625,80,0.348,4,Tue,Intermediate,2018,1,1,0,0,1,1,0
Spring,41,MALE,16,3.437,137,-0.12,4,Tue,Intermediate,2018,0,0,0,1,1,1,0
Spring,32,MALE,13,3.076,125,-0.311,5,Tue,Intermediate,2018,0,0,0,1,1,1,0
Spring,81,FEMALE,16,2.625,138,-0.132,6,Tue,Introductory,2020,0,1,1,0,1,1,0
Spring,114,MALE,17,3.058,153.99,0.221,7,Tue,Introductory,2019,0,1,1,0,1,1,0
Spring,14,FEMALE,15,3.666,133,-0.046,5,Tue,Introductory,2018,0,0,1,0,1,1,0
Spring,132,MALE,15,3.8,126,0.14,6,Tue,Introductory,2020,0,1,1,0,1,1,0
Spring,20,FEMALE,17,3.714,122,0.154,6,Tue,Introductory,2020,0,1,1,0,1,1,0
Spring,44,MALE,13,2.076,133,-0.963,7,Tue,Introductory,2020,0,1,0,0,1,1,0
Spring,89,MALE,6,1.5,148,-1.618,8,Tue,Advanced,2018,0,0,1,0,1,1,0
Spring,80,MALE,19,3.062,122,0.195,8,Tue,Intermediate,2018,0,0,0,1,1,1,0
Spring,82,FEMALE,12,2.75,127,-0.239,7,Tue,Introductory,2017,0,0,0,0,1,1,0
Spring,17,FEMALE,18,2.933,144,-0.24,8,Tue,Intermediate,2018,0,0,0,0,1,1,0
Spring,44,MALE,15,3.333,125,0.435,9,Tue,Introductory,2017,0,0,0,0,1,1,0
Spring,33,FEMALE,13,3.75,142,1.35,10,Tue,Introductory,2018,0,0,1,0,1,1,0
Spring,34,FEMALE,16,2.937,155,-0.012,8,Tue,Introductory,2020,0,1,0,0,1,1,0
Spring,48,MALE,17,3.823,124,0.502,9,Tue,Introductory,2020,0,1,0,0,1,1,0
Spring,183,FEMALE,13,2.8,123,-0.752,9,Tue,Intermediate,2019,0,1,0,1,1,1,0
Spring,64,MALE,15,1.6,56,-0.811,9,Tue,Introductory,2017,1,0,1,0,1,1,0
Spring,63,MALE,19,3.842,155.5,-0.023,6,Tue,Intermediate,2018,0,0,0,1,1,1,0
Spring,101,FEMALE,24,3.4,153,-0.031,4,Tue,Intermediate,2020,0,1,0,0,1,1,0
Spring,58,MALE,13,3.461,51,0.435,5,Tue,Introductory,2018,0,0,0,0,1,1,0
Spring,96,MALE,13,1.769,133,-0.542,6,Tue,Intermediate,2018,0,0,0,1,1,1,0
Spring,52,FEMALE,24,3.4,153,-0.031,6,Tue,Intermediate,2020,0,1,0,0,1,1,0
Spring,58,FEMALE,12,3.333,122,-0.067,5,Tue,Intermediate,2018,0,0,0,0,1,0,1
Spring,97,MALE,16,3.25,128,0.029,6,Tue,Intermediate,2018,0,0,0,1,1,0,1
Spring,51,MALE,15,3.4,25,0.144,7,Tue,Introductory,2017,1,0,1,0,1,0,1
Spring,156,FEMALE,15,3.533,130,-0.201,8,Tue,Intermediate,2018,0,0,1,0,1,0,1
Spring,88,FEMALE,16,3.666,147,-0.267,7,Tue,Intermediate,2020,0,1,1,0,1,0,1
Spring,222,MALE,15,2.8,133,-0.144,8,Tue,Advanced,2018,0,0,0,0,1,0,1
Spring,87,FEMALE,15,3.333,137,0.013,9,Tue,Intermediate,2020,0,1,0,0,1,0,1
Spring,48,FEMALE,12,3.454,138,0.259,10,Tue,Graduate,2020,0,1,1,0,1,0,1
Spring,211,FEMALE,15,3.8,62,0.533,9,Tue,Intermediate,2018,1,0,0,0,1,0,1
Spring,162,MALE,10,2.769,137,0.213,10,Tue,Advanced,2017,0,0,0,0,1,0,1
Spring,61,MALE,18,3.833,143,0.069,11,Tue,Intermediate,2020,0,1,0,0,1,0,1
Spring,77,FEMALE,16,3.812,133,-0.056,12,Tue,Introductory,2018,0,0,0,0,1,0,1
Spring,77,FEMALE,14,4,139,0.128,13,Tue,Introductory,2018,0,0,0,0,1,0,1
Spring,153,FEMALE,13,3.384,151,-0.205,14,Tue,Advanced,2018,0,0,0,0,1,0,1
Spring,74,MALE,13,3.615,138,-0.201,13,Tue,Introductory,2020,0,1,1,0,1,0,1
Spring,51,MALE,11,3,140,0.24,14,Tue,Advanced,2019,0,1,0,0,1,0,1
Spring,33,MALE,13,1.769,133,-0.542,15,Tue,Intermediate,2018,0,0,0,1,1,0,1
Spring,114,MALE,16,3.25,137,0.729,14,Tue,Introductory,2020,0,1,1,0,1,0,1
Spring,111,MALE,12,2.25,101,0.125,15,Tue,Introductory,2019,0,1,1,0,1,0,1
Spring,43,FEMALE,16,3.687,133,-0.073,16,Tue,Introductory,2020,0,1,0,0,1,0,1
Spring,36,FEMALE,17,3.705,122,0.048,17,Tue,Introductory,2020,0,1,0,0,1,0,1
Spring,44,FEMALE,13,1.923,36,-0.077,17,Tue,Introductory,2017,1,0,0,0,1,0,1
Spring,136,MALE,13,2.769,122,0.006,17,Tue,Intermediate,2019,0,1,0,1,1,0,1
Spring,50,MALE,16,3.076,63,0.112,15,Tue,Intermediate,2017,0,0,0,1,1,0,1
Spring,88,MALE,19,4,183,0.027,10,Tue,Intermediate,2018,0,0,0,0,1,0,1
Spring,86,FEMALE,13,3.538,131,-0.128,1,Wed,Intermediate,2021,0,1,0,1,1,0,0
Spring,39,FEMALE,16,2.615,125,-0.393,2,Wed,Introductory,2020,0,1,1,0,1,0,0
